VaryasyonID,Barkod,StokKodu,StokAdedi
5922,8682010005057,9K03KZKLB015LACI,8
5924,8682010005071,9K03KZKLB015NAR,12
5926,8682010005095,9K03KZKLB015SYH,5
5937,8682010004654,9K03KZKLB01KHV,3
6285,8682010006580,9K01TYT0339KHV,1
6286,28682010006580,9K01TYT0339KHV2,2
6787,8695320000001,9Y03ELB1042BYZ,1
6875,8682010007037,9Y03BLZ0354KHV,35
7019,8682010007327,9Y03TST3084KRMZ,0
7021,8682010007327,9Y03TST3084KRMZ,2
7067,8681856500016,9Y03ELB1023SYH,5
7068,8681856500016,9Y03ELB1023SYH,7
7069,8681856500016,9Y03ELB1023SYH,9
7070,8681856500016,9Y03ELB1023SYH,9
86,428681856500177,8K01PNT1052SAKS4,1
98,38681856500207,8K01PNT401HAKI3,0
99,48681856500207,8K01PNT401HAKI4,0
999,18681856502638,8K03BLZ0053GRI,0
1000,28681856502638,8K03BLZ0053GRI2,0
1733,8681856505165,9Y03TST3002BYZ,0
7039,8681856505165,9Y03TST3002BYZ,0
7040,8681856505165,9Y03TST3002BYZ,1
2088,18681856507411,8Y03BLZ0154BYZ,1
2089,28681856507411,8Y03BLZ0154BYZ2,0
5554,8682010003749,8Y03ELB783-6SYH,0
5922,8682010005057,9K03KZKLB015LACI,2
5931,8682010005149,9K03KZKLB016MOR,0
5932,8682010005156,9K03KZKLB016PDR,0
5933,8682010005163,9K03KZKLB016SYH,0
6866,8682010001226,8Y03TNK0179SYH,0
1032,18681856502904,8K03BLZ395KRMZ,0
1667,18681856505462,8K03ELB10735SYH,0
1668,28681856505462,8K03ELB10735SYH,0
1670,48681856505462,8K03ELB10735SYH,1
6957,18681856508470,8Y03TST0198MRC,1
3364,38681856509668,8Y03ELB0224HAKI3,0
3366,18681856509675,8Y03ELB0224SAKS,1
3443,18681856509811,8Y03TNK5020KRM,0
3702,18681856503598,8Y03TNK2548-2SYH,1
5633,8682010003954,9K03HRK0307BEJ,5
5642,8682010003916,9K03KZK0305GRI,0
5702,28682010003572,9K03SWT319TRN2,3
5712,28682010003848,9K03SWTE560SYH2,1
5719,28682010003817,8Y03TST3084SYH2,6
5924,8682010005071,9K03KZKLB015NAR,5
5936,8682010004647,9K03KZKLB01FUME,4
6849,8682010006986,9K03ELB0343SAKS,0
7067,8681856500016,9Y03ELB1023SYH,0
7068,8681856500016,9Y03ELB1023SYH,2
124,18681856500276,8K01PJM4383FSY,0
314,8681856501280,8K03ELB10353SYH,0
2301,8681856505950,9Y03TST3002KRMZ,1
7041,8681856505950,9Y03TST3002KRMZ,2
7042,8681856505950,9Y03TST3002KRMZ,2
7043,8681856505950,9Y03TST3002KRMZ,2
3363,28681856509668,8Y03ELB0224HAKI2,2
3462,48681856509859,8Y03TNK5020SYH4,0
5144,8682010002650,8Y03TST0285BYZ,0
5949,8682010004777,9K03KZKLB04SYH,4
7023,8682010007310,9Y03TST3084BYZ,0
7025,8682010007310,9Y03TST3084BYZ,2
7026,8682010007310,9Y03TST3084BYZ,2
7029,8682010007303,9Y03TST3084SARI,9
2123,38681856507138,8Y03BLZ2427SYH3,0
5470,38682010003404,8Y03ELB934BEJ3,0
5856,8682010005729,9K03ELB235SYH,1
5857,28682010005729,9K03ELB235SYH2,0
994,28681856504144,8K03BLZ0052GRIB2,0
995,38681856504144,8K03BLZ0052GRIB3,0
4164,28681856503970,8Y03TST0128GRI2,0
5718,8682010003817,9Y03TST3084SYH,0
5719,28682010003817,8Y03TST3084SYH2,1
5720,38682010003817,8Y03TST3084SYH3,1
7018,8682010003817,9Y03TST3084SYH,0
5944,8682010004722,9K03KZKLB03GRI,1
6199,8682010006306,9K03ELB6034SAKS,0
6201,38682010006306,"9K03ELB6034SAKS3 ",0
6787,8695320000001,9Y03ELB1042BYZ,0
6805,8695320000001,9Y03ELB1042BYZ,1
6806,8695320000001,9Y03ELB1042BYZ,1
6805,8695320000001,9Y03ELB1042BYZ,0
6806,8695320000001,9Y03ELB1042BYZ,0
140,18681856500313,8K01PJM4415PMB,0
141,28681856500313,8K01PJM4415PMB2,0
1673,38681856505349,8K03ELB10774SYH,0
1674,48681856505349,8K03ELB10774SYH,0
3321,48681856509552,8Y03BLZ3008YSL4,0
5065,28682010002797,8Y03ELB584PDR2,1
5066,38682010002797,8Y03ELB584PDR3,0
6147,3868201000615,9K03ELB287KRMZ3,0
1185,28681856504625,8K01PJM124MOR,0
2411,18681856507718,8Y03ELB0162PMB,1
2765,48681856508074,8Y03ETK5001GRI4,0
4497,28682010001011,8Y03ELB0264PDR2,0
5553,38682010003732,8Y03ELB783-5SYH3,0
5727,8682010004180,9K03TNK0314PDR,4
7097,8682010007686,9Y03GML1028BRD,1
7098,8682010007686,9Y03GML1028BRD,0
7099,8682010007686,9Y03GML1028BRD,1
2908,28681856508302,8Y03ELB0187GRI2,0
3515,18681856503918,8Y03BLZ0116BYZ,0
3516,28681856503918,8Y03BLZ0116BYZ2,2
3517,38681856503918,8Y03BLZ0116BYZ3,2
3518,48681856503918,8Y03BLZ0116BYZ4,1
4364,18682010001745,8Y01PNT1526-3SYH,1
4365,28682010001745,8Y01PNT1526-3SYH2,0
6872,8682010007037,9Y03BLZ0354KHV,36
2145,28681856507206,8Y03BLZ7070YSL2,0
5852,38682010005705,9K03ELB231HAKI3,2
1762,18681856505516,8K03ELB0076SYH,1
