VaryasyonID,StokKodu,Barkod,StokAdedi
24900,FDS-8128-3,9000454040,40
24908,FDS-8139-2,9000454305,21
24912,FDS-8127-1,9000454457,27
24911,FDS-8127-1,9000454456,18
24910,FDS-8127-1,9000454455,30
25183,FDS-8081,9000454082,48
25225,FDS-8035-4,9000454112,47
25287,FDS-8062,9000454052,48
25320,MCT-1828,9000448753,48
25545,FDS-4004,9000453482,49
25627,FDS-8033-1,9000454405,46
25680,FDS-8063-2,9000453977,38
25679,FDS-8063-2,9000453976,43
25810,FDS-8087-3,9000454147,42
25818,NYM-549,8681406525230,1
25817,NYM-549,8681406525223,0
25816,NYM-549,8681406525216,0
25825,NYM-652,8681406525575,1
25830,NYM-653,8681406525568,1
25829,NYM-653,8681406525551,0
25828,NYM-653,8681406525544,0
25836,NYM-655,8681406525506,3
25845,NYM-659,8681406525384,1
25844,NYM-659,8681406525377,0
25843,NYM-659,8681406525360,0
25913,DLD-5005,8681406515101,38
25911,DLD-5005,8681406515088,36
25910,DLD-5005,8681406515071,37
25954,DLD-6003-1,8681406515255,28
25955,DLD-6003-1,8681406515262,30
25953,DLD-6003-1,8681406515248,28
25951,DLD-6003-1,8681406515279,10
25959,DLD-6014-1,8681406515217,8
25956,DLD-6014-1,8681406525971,5
25962,ECY-635,8681406514562,0
25961,ECY-635,8681406514555,3
25967,FML-350,8681406511677,2
26047,ECY-595,8681406514210,0
26081,ECY-639,8681406514753,2
26082,ECY-639,8681406514760,3
26099,ECY-638,8681406514746,0
26096,ECY-638,8681406514715,0
26103,ECY-630,8681406514302,4
27322,ECY-630,8681406514296,6
26104,ECY-641,8681406514852,9
26182,VNS-2190-1,8681406509926,15
26183,VNS-2190-1,8681406509933,11
26184,VNS-2190-1,8681406509940,28
26185,VNS-2190-1,8681406509957,15
26186,VNS-2190-1,8681406509964,15
26196,001-018049,8696722649164,1
26200,001-018220,8696722830326,1
26202,001-018260,8696722846969,6
26203,001-018260,8680570451321,4
26205,001-018564,8680570131919,3
26207,001-018564,8680570131896,5
26232,SRS-6021,8681406517532,1
26345,SRS-7015,8681406518096,2
26364,SRS-5021,8681406517075,3
26384,SRS-5027,8681406517457,1
26389,SRS-5028,8681406517501,2
26422,SRS-120,8681406516771,2
26441,MSP-105119,8681406517945,9
26487,MSP-105187,8681406517952,10
26443,MSP-105175,8681406517891,2
26444,MSP-105135,8681406517914,2
26509,278-000821,8697951059069,2
26528,230-001905,239548482688,1
26527,230-001905,239548482687,0
26526,230-001905,239548482625,0
26533,DLD-5002-2,8681406521867,13
26559,001-018986,8680570234306,4
26565,237-002300-1,8680570079860,1
26591,VNS-8260,8681406519000,1
26607,283-000511,6923413846031,1
26705,ECY-646,8681406519185,2
26707,DLD-6019-2,8681406520013,11
26711,DLD-6019-2,8681406520051,1
26718,DLD-6020-1,8681406521065,27
26762,NBL-1039,8681406521638,4
26763,NBL-1039,8681406521645,0
30573,230-000397,9000526106,2
27423,001-018050,8696722402394,0
28509,001-018050,8680570118439,2
26911,ECY-648,8681406521850,5
26921,SST-832,8681406519697,1
26922,SST-975,8681406519666,2
26924,SST-940,8681406519659,3
26927,SST-336,8681406519765,6
27013,IFN-5803-3,8681406520556,1
27022,IFN-5803-10,8681406520846,5
27064,230-000217,8697951044300,4
27086,SST-999,8681406519680,2
27093,SST-398,242006491966,46
27109,ECY-633-2,8681406522529,0
27113,ECY-634-2,8681406522468,4
27120,ECY-644-2,8681406522437,2
27138,IFN-5804-2,8681406520938,1
27137,IFN-5804-2,8681406520921,2
27144,CH-0116-1,8681406522604,3
27163,001-000036,8680570447881,1
27203,CH-0062-5,8681406522871,3
27265,CH-0526-2,8681406523090,1
27270,CH-0072-2,8681406523304,8
27281,CH-0273-1,8681406522949,2
27289,001-018991,8680570235051,2
27309,IFN-1019,8681406523892,2
27342,DLD-7008,8681406524417,5
27357,DLD-7017,8681406524882,0
27365,DLD-7011,8681406524509,9
29060,DLD-7011,8681406524547,0
27392,001-018303,8696722862303,0
27394,001-018990,8680570235013,0
27403,IFN-5804-5,8681406521041,15
27404,IFN-5804-5,8681406521058,10
27410,001-018988,8680570234375,0
27419,001-018584,8680570141956,1
27434,ECY-597,8681406514241,3
27435,ECY-597,8681406514258,7
28111,ECY-519,8681406525100,4
28114,ECY-519,8681406525131,8
28117,ECY-598,8681406525049,4
28150,MCT-1745,242672494438,49
28204,MCT-5049-2,242708494590,49
28304,DGL-7301,869000004125,5
28352,NBL-1047,8681406525704,0
28407,TKT-105,8681406526183,1
28408,TKT-105,8681406526190,0
28409,TKT-105,8681406526206,0
28410,TKT-105,8681406526213,0
28411,TKT-105,8681406526220,0
28447,NRT-4040-1,243352497755,0
28624,LNT-8039-1,8681078458898,2
28692,DLD-6025-1,8681406526831,15
30513,DLD-6025-1,8681406533860,16
28698,001-000082,8680570468541,2
28703,001-018274,8696722853707,3
28818,NRT-4440-3,243356499395,0
28849,PSN-3166,8681406527951,1
28848,PSN-3166,8681406527944,0
28847,PSN-3166,8681406527937,0
28868,PSN-3182,8681406528002,1
28869,PSN-3182,8681406528019,9
28870,PSN-4109,8681406528149,0
28871,PSN-4109,8681406528156,0
28872,PSN-4109,8681406528163,0
28874,PSN-4126,8681406528170,9
28875,PSN-4126,8681406528187,3
28877,PSN-4128,8681406528231,8
28887,PSN-4127,8681406528217,7
28886,PSN-4127,8681406528200,5
28895,230-000423,8697951095531,3
28912,SST-1475,243708499807,50
28924,SST-299,8681406531019,3
28964,SST-344,8681406527302,26
29007,NBL-1060,8681406527685,11
29006,NBL-1060,8681406527678,4
29016,NBL-1059,8681406527654,3
29014,NBL-1059,8681406527630,2
29019,IFN-2007,8681406527609,3
29029,NBL-1063,8681406527814,9
29027,NBL-1063,8681406527791,0
29055,PSN-4181,8681406528095,5
29066,ECY-659,8681406528378,5
29092,SST-347,8681406528729,4
29091,SST-347,8681406528712,7
29137,PSN-4180,8681406529474,7
29145,PSN-4101,8681406529207,2
29146,PSN-4101,8681406529214,6
29148,PSN-4107,8681406529238,5
29151,PSN-4142,8681406529337,12
29152,PSN-4142,8681406529349,11
29154,PSN-4162,8681406529399,7
29166,MSP-38608,8681406526930,8
29228,IFN-1051,8681406528927,5
29229,IFN-1036,8681406528774,3
29230,"IFN-1032 ",8681406528736,2
29234,IFN-1039,8681406528804,6
29236,IFN-1068,8681406529092,7
29253,DGN-5307-2,8681406529740,1
29255,DGN-5307-4,8681406529771,8
29258,IFN-1083,8681406529641,5
29259,IFN-1081,8681406529627,9
29260,IFN-1086,8681406529672,5
29264,IFN-1080,8681406529610,4
29267,IFN-1078,8681406529597,7
29269,IFN-1076,8681406529573,1
29270,NBL-1066,8681406529535,1
29274,NBL-1065,8681406529498,0
29275,NBL-1065,8681406529504,5
29308,SST-302,9000503833,45
29320,SST-352,9000503844,46
29328,SST-389,9000503868,47
30545,SST-3018,9000504057,51
29353,SST-6255-3,9000504075,47
29397,"SST-6555 ",9000504115,48
29410,SST-4013,9000504068,48
29458,SST-4026,8681406530692,1
29468,SST-961,8681406530661,1
29471,SST-935,8681406530678,17
29478,SST-915,8681406530715,8
29484,SST-835,9000504034,48
29542,SST-795-1,9000503995,44
29544,SST-795-2,9000503997,38
29549,SST-795-3,9000504002,43
29552,SST-914,8681406530708,8
29569,SST-725,9000504171,46
29571,SST-725,9000504173,48
29574,SST-921,8681406530722,10
29587,ECY-654-2,8681406529733,4
29653,IFN-1090,8681406530159,5
29665,IFN-2021,8681406529870,0
29738,ENM-806,9000508696,49
29884,ENM-912,9000508724,47
29888,ENM-164,9000508806,49
29900,ENM-891,9000508850,49
29905,ENM-868,9000508729,49
29928,ENM-844,9000508716,48
29952,PSN-4212,8681406531910,6
29953,PSN-4223,8681406531927,5
29974,PSN-3207,8681406531453,6
29977,PSN-4201,8681406532351,8
29978,PSN-4201,8681406532368,4
29981,PSN-4260,8681406532092,1
29989,PSN-4240,8681406532016,10
29995,PSN-3275,8681406531668,8
29996,PSN-3275,8681406531675,9
29997,PSN-3275,8681406531682,9
30002,PSN-4252,8681406532047,3
30003,PSN-4252,8681406532054,1
30017,PSN-3233,8681406531569,2
30028,PSN-4163,8681406531743,5
30029,PSN-4163,8681406531750,1
30030,PSN-4163,8681406531767,6
30032,PSN-4211,8681406531873,6
30042,SST-315-1,8681406533075,2
30075,SST-291,9000520893,48
30076,SST-291,9000520894,49
30244,SST-360,9000504143,47
30083,PSN-5003,8681406532191,17
30086,PSN-6023,8681406532122,14
30162,VNS-300-1,8681406530920,0
30165,VNS-100-4,8681406530876,3
30166,VNS-100-4,8681406530883,0
30182,VNS-145-1,8681406530968,1
30183,VNS-145-1,8681406530975,2
30191,ENM-550,9000508505,49
30206,IFN-2032,8681406531248,0
30210,IFN-2033,8681406531286,2
30230,PSN-4105,8681406532344,0
30231,SST-319-1,9000521778,45
30242,SST-642,8681406534072,6
30257,ECY-660-1,8681406532467,0
30264,ECY-663,8681406532672,1
30265,ECY-663,8681406532689,1
30266,ECY-663,8681406532696,2
30271,NBL-1069,8681406533020,1
30272,NBL-1069,8681406533037,1
30273,NBL-1069,8681406533044,2
30274,NBL-1069,8681406533051,0
30277,NBL-1072,8681406533211,16
30279,NBL-1068,8681406532993,4
30281,NBL-1068,8681406533013,3
30283,NBL-1067,8681406532955,5
30291,NBL-1071,8681406533150,7
30305,ECY-664,8681406532726,8
30313,ECY-668,8681406532900,5
30314,ECY-668,8681406532917,2
30328,SST-686,9000524243,46
30331,SST-651,9000524234,49
30333,SST-643,9000524230,46
30341,SST-324,9000524218,48
30354,VNS-270-2,8681406533402,8
30355,VNS-270-2,8681406533419,14
30357,VNS-270-2,8681406533433,4
30358,VNS-270-1,8681406533440,15
30360,VNS-270-1,8681406533464,32
30361,VNS-270-1,8681406533471,18
30397,PSN-6031,8681406532283,6
30399,PSN-5063,8681406532306,9
30406,PSN-4261,8681406532252,18
30411,ILK-273-5,9000525440,3
30413,ILK-273-3,9000525432,10
30417,ILK-273-2,9000525430,1
30425,230-000022-2,8697951009446,8
30424,230-000022-2,8697951009453,8
30428,IFN-1100,8681406534102,42
30429,IFN-3000,8681406533327,13
30430,IFN-3000,8681406533334,14
30432,IFN-3001,8681406533358,2
30433,IFN-3001,8681406533372,8
30442,IFN-2042,8681406533747,11
30444,IFN-2042,8681406533761,23
30454,IFN-2038,8681406533587,14
30456,IFN-2038,8681406533600,8
30457,SST-663,9000525816,48
30458,SST-663,9000525817,47
30461,SST-648,9000525790,48
30467,SST-653,9000525792,49
30474,SST-680,9000525821,48
30476,SST-682,9000525823,49
30483,SST-657,9000525810,48
30485,SST-658,9000525812,48
30494,IFN-2037,8681406533501,22
30498,230-000249,8697951044775,4
30508,PSN-3200,8681406533556,8
30514,PSN-3203,9000525399,9
30517,VNS-300-3,8681406533990,12
30520,VNS-300-3,8681406534010,3
30523,VNS-300-2,8681406533525,2
30525,VNS-300-4,8681406534027,10
30527,VNS-300-4,8681406534041,9
30528,VNS-300-4,8681406534058,10
30538,IFN-2046,8681406533921,18
30543,IFN-2049,8681406534133,9
30547,IFN-2039,8681406533617,19
30548,IFN-2039,8681406533624,20
30549,IFN-2039,8681406533631,11
30550,PSN-3235,9000525405,0
30551,PSN-3235,8681406534140,10
30552,PSN-3235,8681406534157,10
30553,PSN-3232,9000525402,0
30554,PSN-3232,8681406534164,8
30555,PSN-3232,8681406534171,10
30556,PSN-3202,9000525396,0
30557,PSN-3202,8681406533570,10
30558,PSN-3202,8681406533563,5
30559,DLD-6028,8681406534324,20
30560,DLD-6028,8681406534331,19
30561,DLD-6028,8681406534348,19
30562,DLD-6029,8681406534355,17
30563,DLD-6029,8681406534362,19
30564,DLD-6029,8681406534379,19
30565,DLD-6026,8681406534218,20
30566,DLD-6026,8681406534225,15
30567,DLD-6026,8681406534232,18
30568,DLD-6027,8681406534188,19
30569,DLD-6027,8681406534195,15
30570,DLD-6027,8681406534201,10
19624,DNR-5004,9000439052,4
19623,DNR-5004,9000439051,4
19621,DNR-5004,9000439049,2
19618,DNR-5004,9000439046,1
19622,DNR-5004,9000439050,3
19619,DNR-5004,9000439047,1
20277,DLD-5038,8681406509247,0
20276,DLD-5038,8681406509230,0
20274,DLD-5038,8681406509216,1
20275,DLD-5038,8681406509223,0
20291,DLD-5039,8681406509278,0
20290,DLD-5039,8681406509261,0
20289,DLD-5039,8681406509254,0
20292,DLD-5039,8681406509285,1
20470,NBL-1019,8681406512926,3
20489,ECY-518,8681406502316,1
20503,ECY-543,8681406509162,2
20567,VNS-8100-2,8681406511974,42
20566,VNS-8100-2,8681406511981,120
20565,VNS-8100-2,8681406511998,1
20626,ECY-517,8681406506444,0
20789,TKT-100,8681406502897,1
20799,TKT-102,8681406502811,1
20797,TKT-102,8681406502798,5
20796,TKT-102,8681406502781,9
21198,LNT-8022-2,8681078446499,10
21554,001-018806,8680570206273,2
21668,SST-394,9000448362,0
21667,SST-394,9000448361,1
21905,DGL-7229,869000002928,1
22014,001-018563,8680570131889,1
22153,SMB1009PMB,8690826144594,3
22152,SMB1009PMB,8690826144600,6
22156,ME120-BY,8697789005801,4
22154,ME120-BY,8697789005825,2
22347,DRY-252,9000438380,4
22463,001-018051,8696722402523,7
22555,TK-0922,9000450642,11
22653,SST-101,9000451122,18
30437,SST-1005,9000525712,48
23218,SST-810,9000437236,36
28572,MRN-165,233353498294,23
23265,MRN-120,9000452759,28
23662,FDS-8097-2,9000454333,47
23819,FDS-8077,9000454248,49
23843,FDS-8025,9000454063,43
23867,FDS-8126,9000454496,33
24276,FDS-8071,9000453983,47
24281,FDS-8013,9000454241,42
24324,FDS-8130,9000454292,41
24373,FDS-8085-2,9000454365,49
25320,MCT-1828,9000448753,0
25652,FDS-8091,9000454029,43
25658,FDS-8060,9000453935,45
25835,NYM-655,8681406525490,8
25836,NYM-655,8681406525506,2
25912,DLD-5005,8681406515095,38
25910,DLD-5005,8681406515071,36
25955,DLD-6003-1,8681406515262,29
25953,DLD-6003-1,8681406515248,27
25951,DLD-6003-1,8681406515279,14
25959,DLD-6014-1,8681406515217,7
25956,DLD-6014-1,8681406525971,6
25961,ECY-635,8681406514555,4
26042,ECY-587,8681406513886,16
26085,ECY-639,8681406514791,0
26090,ECY-640,8681406514807,2
26096,ECY-638,8681406514715,1
26102,ECY-630,8681406514289,0
26103,ECY-630,8681406514302,3
26104,ECY-641,8681406514852,10
26185,VNS-2190-1,8681406509957,13
26201,001-018260,8696722846952,10
26203,001-018260,8680570451321,3
26362,SRS-5026,8681406517297,1
26489,001-018630,8680570158039,1
27387,001-018630,8680570158015,1
26541,DLD-6017-2,8681406522314,0
26565,237-002300-1,8680570079860,0
26711,DLD-6019-2,8681406520051,0
26718,DLD-6020-1,8681406521065,29
26735,DLD-6018-1,8681406519840,0
26736,DLD-6018-1,8681406519857,1
26737,DLD-6018-1,8681406519864,0
26738,DLD-6018-1,8681406519871,0
26739,DLD-6018-1,8681406519888,0
26924,SST-940,8681406519659,2
27033,IFN-5803-2,8681406520518,22
27120,ECY-644-2,8681406522437,4
27255,CH-0343-3,8681406523007,0
27289,001-018991,8680570235051,4
27288,001-018991,8680570235044,4
27306,IFN-1016,8681406523861,0
27307,IFN-1017,8681406523878,0
27394,001-018990,8680570235013,1
27414,001-018855,8680570214759,0
27419,001-018584,8680570141956,2
27434,ECY-597,8681406514241,2
28112,ECY-519,8681406525117,1
28113,ECY-519,8681406525124,0
28343,NBL-1045,8681406525735,0
28344,NBL-1045,8681406525742,1
28345,NBL-1045,8681406525759,0
28346,NBL-1045,8681406525766,0
28407,TKT-105,8681406526183,0
28657,SST-812,8681406530630,5
30513,DLD-6025-1,8681406533860,15
28813,4900-IND,242964499396,0
28849,PSN-3166,8681406527951,0
28851,PSN-3167,8681406527975,1
28875,PSN-4126,8681406528187,4
28873,PSN-4126,8681406529290,0
28922,SST-297,8681406530999,4
28930,SST-229,243728499846,49
28981,IFN-2006,8681406527586,0
28978,IFN-2006,8681406527555,0
28979,IFN-2006,8681406527562,0
28980,IFN-2006,8681406527579,0
28984,IFN-2003,8681406527456,7
28987,IFN-2000,8681406527326,3
28999,IFN-2001,8681406527364,6
29003,NBL-1064,8681406527845,0
29004,NBL-1064,8681406527852,0
29005,NBL-1064,8681406527869,0
29002,NBL-1064,8681406527838,0
29006,NBL-1060,8681406527678,5
29014,NBL-1059,8681406527630,4
29020,IFN-2007,8681406527616,7
29027,NBL-1063,8681406527791,1
29051,PSN-4122,8681406528064,5
29145,PSN-4101,8681406529207,0
29234,IFN-1039,8681406528804,4
29253,DGN-5307-2,8681406529740,2
29269,IFN-1076,8681406529573,0
29272,NBL-1066,8681406529559,7
29275,NBL-1065,8681406529504,3
29306,SST-114,9000503787,49
29312,SST-14,9000503777,46
29410,SST-4013,9000504068,49
29412,SST-310-1,9000503837,49
29413,SST-310-1,9000503838,48
29523,SST-831,9000504029,49
29544,SST-795-2,9000503997,37
29546,SST-795-2,9000503999,40
29574,SST-921,8681406530722,9
29614,IFN-1096,9000508357,0
29615,IFN-1096,9000508358,0
29616,IFN-1096,9000508359,0
29617,IFN-1096,9000508360,4
29618,IFN-1096,9000508361,0
29634,IFN-1093,9000508342,0
29635,IFN-1093,9000508343,0
29636,IFN-1093,9000508344,0
29637,IFN-1093,9000508345,4
29638,IFN-1093,9000508346,0
29639,IFN-1094,8681406530319,6
29641,IFN-1094,8681406530333,7
29646,IFN-1095,8681406530388,5
29654,IFN-2022,8681406529887,1
29656,IFN-2022,8681406529900,0
29655,IFN-2022,8681406529894,0
29660,IFN-2018,8681406519321,0
29661,IFN-2018,8681406519338,0
29662,IFN-2018,8681406519345,1
29860,ENM-675,9000508794,49
29953,PSN-4223,8681406531927,4
29959,PSN-3261,8681406533273,4
29969,PSN-3222,8681406531521,3
29970,PSN-3222,8681406531538,5
29974,PSN-3207,8681406531453,5
29981,PSN-4260,8681406532092,0
29995,PSN-3275,8681406531668,0
29996,PSN-3275,8681406531675,8
29997,PSN-3275,8681406531682,7
30017,PSN-3233,8681406531569,0
30023,PSN-3120,8681406531378,5
30027,PSN-4171,8681406531798,8
30041,SST-315-1,8681406533068,48
30042,SST-315-1,8681406533075,1
30062,SST-367,8681406533099,22
30086,PSN-6023,8681406532122,13
30161,VNS-300-1,8681406530913,1
30164,VNS-300-1,8681406530944,1
30182,VNS-145-1,8681406530968,0
30202,IFN-2034,8681406531323,5
30242,SST-642,8681406534072,5
30261,DLD-5046,8681406532382,5
30269,ECY-662,8681406532641,1
30272,NBL-1069,8681406533037,0
30273,NBL-1069,8681406533044,0
30280,NBL-1068,8681406533006,4
30283,NBL-1067,8681406532955,7
30291,NBL-1071,8681406533150,8
30299,ECY-665,8681406532764,4
30313,ECY-668,8681406532900,6
30314,ECY-668,8681406532917,3
30316,ECY-668,8681406532931,10
30317,ECY-668,8681406532948,3
30320,ECY-666,8681406532825,11
30331,SST-651,9000524234,50
30333,SST-643,9000524230,47
30341,SST-324,9000524218,49
30349,SST-683,9000524241,49
30354,VNS-270-2,8681406533402,10
30424,230-000022-2,8697951009453,7
30426,230-000022-1,8697951009538,22
30428,IFN-1100,8681406534102,40
30429,IFN-3000,8681406533327,40
30431,IFN-3000,8681406533341,29
30432,IFN-3001,8681406533358,0
30433,IFN-3001,8681406533372,32
30610,IFN-3001,8681406533365,6
30441,IFN-2041,8681406533693,9
30442,IFN-2042,8681406533747,13
30443,IFN-2042,8681406533754,28
30444,IFN-2042,8681406533761,22
30447,IFN-2047,8681406533716,9
30454,IFN-2038,8681406533587,12
30456,IFN-2038,8681406533600,7
30457,SST-663,9000525816,47
30461,SST-648,9000525790,49
30470,SST-838,9000525826,48
30474,SST-680,9000525821,47
30483,SST-657,9000525810,49
30486,SST-658,9000525813,49
30493,IFN-2037,8681406533495,21
30514,PSN-3203,9000525399,10
30516,PSN-3203,9000525401,7
30517,VNS-300-3,8681406533990,11
30520,VNS-300-3,8681406534010,2
30522,VNS-300-2,8681406532610,5
30523,VNS-300-2,8681406533525,1
30525,VNS-300-4,8681406534027,8
30526,VNS-300-4,8681406534034,18
30527,VNS-300-4,8681406534041,8
30528,VNS-300-4,8681406534058,9
30549,IFN-2039,8681406533631,10
30551,PSN-3235,8681406534140,5
30552,PSN-3235,8681406534157,9
30555,PSN-3232,8681406534171,9
30557,PSN-3202,8681406533570,9
30567,DLD-6026,8681406534232,17
30571,PSN-6010,8681406534263,9
30572,PSN-6075,8681406534287,9
20779,ECY-110,9000450795,1
21734,SST-397,8681406516054,1
21821,OTS-8488-1,9000503723,1
21881,OTS-8012,8698965529715,4
22039,001-018270,8696722848277,1
22335,RBN-6012,8681406521201,2
23116,TK-0060-3,9000450695,31
23659,FDS-8097-3,9000454338,47
23789,FDS-8030-1,9000454442,46
23786,FDS-8030-1,9000454439,1
23801,FDS-8030-4,9000454454,48
23798,FDS-8030-4,9000454451,46
24907,FDS-8139-2,9000454304,8
24909,FDS-8139-2,9000454306,30
24911,FDS-8127-1,9000454456,17
25913,DLD-5005,8681406515101,37
26182,VNS-2190-1,8681406509926,14
26186,VNS-2190-1,8681406509964,14
30501,230-000006,8697951093001,2
28047,MCT-212,12134223242923,47
28502,ECY-656,8681406526459,9
30513,DLD-6025-1,8681406533860,14
28873,PSN-4126,8681406529290,1
28979,IFN-2006,8681406527562,1
28983,IFN-2003,8681406527449,10
28986,IFN-2000,8681406527319,0
29214,IFN-1065,8681406529061,4
29272,NBL-1066,8681406529559,6
29468,SST-961,8681406530661,0
29930,ENM-830,9000508710,49
29998,PSN-3250,8681406531583,0
29999,PSN-3250,8681406531590,0
30000,PSN-3250,8681406531606,1
30001,PSN-4252,8681406532030,1
30086,PSN-6023,8681406532122,12
30279,NBL-1068,8681406532993,3
30281,NBL-1068,8681406533013,2
30428,IFN-1100,8681406534102,39
30433,IFN-3001,8681406533372,31
30610,IFN-3001,8681406533365,5
30455,IFN-2038,8681406533594,17
30522,VNS-300-2,8681406532610,4
30525,VNS-300-4,8681406534027,9
30574,SST-310-2,8681406531033,1
30575,SST-310-2,8681406531040,4
30576,PSN-5002,8681406534386,16
30577,PSN-5090,8681406534393,17
30578,PSN-6078,8681406534249,10
30579,PSN-6013,8681406534300,10
30580,"PSN-5082 ",8681406534447,17
30581,PSN-6030,8681406534256,7
30582,PSN-4227,9000526118,0
30583,PSN-4227,8681406533297,10
30584,PSN-4227,8681406533303,10
30585,NBB-50956,9000449785,1
30588,NBB-50926,9000449649,2
30590,NBB-50876,9000450098,1
30591,NBB-50922,9000449621,1
30592,NBB-51131,9000502264,1
30593,NBB-51131,9000502265,0
30594,NBB-51131,9000502266,0
30595,NBB-51131,9000502267,0
30603,NBB-50924-1,9000449641,1
30605,NBB-50970,9000449824,1
30606,NBB-50976,9000449845,1
30607,NBB-50882,9000526131,1
30608,NBB-50978,9000449853,1
30609,NBB-50914,9000449577,1
30611,NBB-50934,9000449685,1
30612,NBB-50953,9000449769,1
30613,NBB-50982,9000449866,1
30614,PSN-6042,8681406534317,9
30615,PSN-6043,8681406534294,9
30616,PSN-6064,8681406534409,9
30617,PSN-5052,8681406534454,17
30618,PSN-6003,8681406534270,10
30619,NBB-50924-2,9000526171,1
19618,DNR-5004,9000439046,0
19932,DGL-7209,869000002969,4
20408,NBB-11012,9000439506,0
20491,ECY-518,8681406502330,13
20567,VNS-8100-2,8681406511974,41
21519,001-091078,8680570259040,3
21521,001-091078,8680570259064,2
21553,001-018806,8680570206280,2
21558,001-018857,8680570214957,3
21557,001-018857,8680570214964,2
22017,001-018563,8680570131858,3
22029,SST-330,8681406516030,19
22335,RBN-6012,8681406521201,1
22352,LP-116-4,8681406503115,3
22465,001-018051,8680570141468,9
22462,001-018051,8696722402516,13
22463,001-018051,8696722402523,9
22493,TK-0101,9000450697,44
22748,MRN-1717,9000452627,49
22933,SST-602,9000437393,37
22993,SST-346,8681406516122,3
23120,TK-0060-2,9000450689,0
23265,MRN-120,9000452759,27
23850,FDS-8027,9000454070,44
23868,FDS-8126,9000454497,42
24170,FDS-8096-3,9000454330,46
24281,FDS-8013,9000454241,41
24323,FDS-8130,9000454291,40
24894,FDS-8128-1,9000454379,39
24899,FDS-8128-3,9000454039,31
24908,FDS-8139-2,9000454305,20
24907,FDS-8139-2,9000454304,6
24906,FDS-8139-2,9000454303,0
24909,FDS-8139-2,9000454306,29
24912,FDS-8127-1,9000454457,26
24910,FDS-8127-1,9000454455,29
25285,FDS-8062,9000454050,45
25598,FDS-8066-1,9000454372,42
25826,NYM-652,8681406525582,0
25830,NYM-653,8681406525568,0
25845,NYM-659,8681406525384,0
25912,DLD-5005,8681406515095,37
25913,DLD-5005,8681406515101,36
25911,DLD-5005,8681406515088,35
25955,DLD-6003-1,8681406515262,25
25953,DLD-6003-1,8681406515248,24
25958,DLD-6014-1,8681406515200,17
26041,ECY-587,8681406513879,17
26103,ECY-630,8681406514302,2
26172,ECY-607,8681406514463,3
26182,VNS-2190-1,8681406509926,13
26186,VNS-2190-1,8681406509964,12
26197,001-018049,8680570451284,2
26198,001-018220,8696722830302,7
26199,001-018220,8696722830319,5
26200,001-018220,8696722830326,4
26201,001-018260,8696722846952,7
26202,001-018260,8696722846969,7
26203,001-018260,8680570451321,9
26367,SRS-5021,8681406517105,2
26379,SRS-5024,8681406517228,2
26487,MSP-105187,8681406517952,9
26444,MSP-105135,8681406517914,1
26562,001-018790,8680570201308,10
26561,001-018790,8680570201292,10
26469,001-018790,8680570201315,10
27387,001-018630,8680570158015,2
26536,DLD-5002-2,239593483253,13
26557,001-018986,8680570234283,5
26559,001-018986,8680570234306,3
26851,001-016033,8680570115339,3
26852,001-016033,239777491402,4
26853,001-016033,8680570115353,3
26598,230-000392,8680570124805,1
26714,DLD-6020-1,8681406521102,15
26762,NBL-1039,8681406521638,3
26764,NBL-1039,8681406521652,0
26783,DLD-6003-2,8681406522215,7
27422,001-018050,8696722402400,5
27423,001-018050,8696722402394,2
28509,001-018050,8680570118439,4
26906,ECY-647,8681406521805,2
26908,ECY-648,8681406521829,11
26910,ECY-648,8681406521843,10
26911,ECY-648,8681406521850,4
26926,SST-333-2,8681406522192,6
27013,IFN-5803-3,8681406520556,0
27120,ECY-644-2,8681406522437,5
27137,IFN-5804-2,8681406520921,1
27140,IFN-5804-1,8681406520877,0
27141,IFN-5804-1,8681406520884,1
27142,IFN-5804-1,8681406520891,0
27139,IFN-5804-1,8681406520860,0
27288,001-018991,8680570235044,3
27341,DLD-7008,8681406524400,3
27391,001-018303,8696722862297,3
27392,001-018303,8696722862303,2
27404,IFN-5804-5,8681406521058,11
27542,MCT-2807-1,242739494705,49
28111,ECY-519,8681406525100,3
28112,ECY-519,8681406525117,2
28117,ECY-598,8681406525049,3
28150,MCT-1745,242672494438,48
28344,NBL-1045,8681406525742,0
28492,001-018795,8680570202015,6
28493,001-018795,8680570202008,5
28502,ECY-656,8681406526459,8
28684,001-018989,8680570234405,4
28685,001-018989,8680570234412,3
28686,001-018989,8680570234429,4
28692,DLD-6025-1,8681406526831,14
28695,001-018052-2,8696722649546,4
28694,001-018052-2,8696722649553,5
28697,001-000082,8680570468534,3
28696,001-000082,8680570468527,2
28874,PSN-4126,8681406528170,8
28887,PSN-4127,8681406528217,6
28924,SST-299,8681406531019,2
28926,SST-298,243716499832,47
28964,SST-344,8681406527302,25
28983,IFN-2003,8681406527449,11
29008,NBL-1060,8681406527692,9
29012,NBL-1061,8681406527739,1
29014,NBL-1059,8681406527630,3
29023,IFN-2005,8681406527524,14
29051,PSN-4122,8681406528064,6
29052,PSN-4122,8681406528071,2
29062,DRY-280,9000438382,7
29092,SST-347,8681406528729,3
29091,SST-347,8681406528712,5
29155,PSN-4162,8681406529405,0
29160,PSN-4166,8681406529429,1
29162,PSN-4166,8681406529443,6
29272,NBL-1066,8681406529559,7
