VaryasyonID,Barkod,StokKodu,StokAdedi
23120,9000450689,TK-0060-2,0
23265,9000452759,MRN-120,27
23850,9000454070,FDS-8027,44
23868,9000454497,FDS-8126,42
24170,9000454330,FDS-8096-3,46
24281,9000454241,FDS-8013,41
24323,9000454291,FDS-8130,40
24894,9000454379,FDS-8128-1,39
24899,9000454039,FDS-8128-3,31
24908,9000454305,FDS-8139-2,20
24907,9000454304,FDS-8139-2,6
24906,9000454303,FDS-8139-2,0
24909,9000454306,FDS-8139-2,29
24912,9000454457,FDS-8127-1,26
24910,9000454455,FDS-8127-1,29
25285,9000454050,FDS-8062,45
25598,9000454372,FDS-8066-1,42
25826,8681406525582,NYM-652,0
25830,8681406525568,NYM-653,0
25845,8681406525384,NYM-659,0
25912,8681406515095,DLD-5005,37
25913,8681406515101,DLD-5005,36
25911,8681406515088,DLD-5005,35
25955,8681406515262,DLD-6003-1,25
25953,8681406515248,DLD-6003-1,24
25958,8681406515200,DLD-6014-1,17
26041,8681406513879,ECY-587,17
26103,8681406514302,ECY-630,2
26172,8681406514463,ECY-607,3
26182,8681406509926,VNS-2190-1,13
26186,8681406509964,VNS-2190-1,12
26197,8680570451284,001-018049,2
26198,8696722830302,001-018220,7
26199,8696722830319,001-018220,5
26200,8696722830326,001-018220,4
26201,8696722846952,001-018260,7
26202,8696722846969,001-018260,7
26203,8680570451321,001-018260,9
26367,8681406517105,SRS-5021,2
26379,8681406517228,SRS-5024,2
26487,8681406517952,MSP-105187,9
26444,8681406517914,MSP-105135,1
26562,8680570201308,001-018790,10
26561,8680570201292,001-018790,10
26469,8680570201315,001-018790,10
27387,8680570158015,001-018630,2
26536,239593483253,DLD-5002-2,13
26557,8680570234283,001-018986,5
26559,8680570234306,001-018986,3
26851,8680570115339,001-016033,3
26852,239777491402,001-016033,4
26853,8680570115353,001-016033,3
26598,8680570124805,230-000392,1
26714,8681406521102,DLD-6020-1,15
26762,8681406521638,NBL-1039,3
26764,8681406521652,NBL-1039,0
26783,8681406522215,DLD-6003-2,7
27422,8696722402400,001-018050,5
27423,8696722402394,001-018050,2
28509,8680570118439,001-018050,4
26906,8681406521805,ECY-647,2
26908,8681406521829,ECY-648,11
26910,8681406521843,ECY-648,10
26911,8681406521850,ECY-648,4
26926,8681406522192,SST-333-2,6
27013,8681406520556,IFN-5803-3,0
27120,8681406522437,ECY-644-2,5
27137,8681406520921,IFN-5804-2,1
27288,8680570235044,001-018991,3
27341,8681406524400,DLD-7008,3
27391,8696722862297,001-018303,3
27392,8696722862303,001-018303,2
27404,8681406521058,IFN-5804-5,11
27542,242739494705,MCT-2807-1,49
28111,8681406525100,ECY-519,3
28112,8681406525117,ECY-519,2
28117,8681406525049,ECY-598,3
28150,242672494438,MCT-1745,48
28344,8681406525742,NBL-1045,0
28492,8680570202015,001-018795,6
28493,8680570202008,001-018795,5
28502,8681406526459,ECY-656,8
28684,8680570234405,001-018989,4
28685,8680570234412,001-018989,3
28686,8680570234429,001-018989,4
28692,8681406526831,DLD-6025-1,14
28695,8696722649546,001-018052-2,4
28694,8696722649553,001-018052-2,5
28697,8680570468534,001-000082,3
28696,8680570468527,001-000082,2
28874,8681406528170,PSN-4126,8
28887,8681406528217,PSN-4127,6
28924,8681406531019,SST-299,2
28926,243716499832,SST-298,47
28964,8681406527302,SST-344,25
28983,8681406527449,IFN-2003,11
29008,8681406527692,NBL-1060,9
29012,8681406527739,NBL-1061,1
29014,8681406527630,NBL-1059,3
29023,8681406527524,IFN-2005,14
29051,8681406528064,PSN-4122,6
29052,8681406528071,PSN-4122,2
29062,9000438382,DRY-280,7
29092,8681406528729,SST-347,3
29091,8681406528712,SST-347,5
29155,8681406529405,PSN-4162,0
29160,8681406529429,PSN-4166,1
29162,8681406529443,PSN-4166,6
29272,8681406529559,NBL-1066,7
30546,9000526072,SST-3018,49
29358,9000504090,SST-6510-1,42
29382,9000504082,SST-6505,45
29447,9000503822,SST-232,49
29478,8681406530715,SST-915,9
29493,8681406534089,SST-610,11
29542,9000503995,SST-795-1,43
29546,9000503999,SST-795-2,39
29665,8681406529870,IFN-2021,1
29699,9000508719,230-00T111,1
29888,9000508806,ENM-164,48
29951,8681406531903,PSN-4212,10
29959,8681406533273,PSN-3261,0
29965,8681406531989,PSN-4226,2
29966,8681406531996,PSN-4226,5
29969,8681406531521,PSN-3222,2
29970,8681406531538,PSN-3222,4
29974,8681406531453,PSN-3207,4
29983,8681406531804,PSN-4205,8
29984,8681406531811,PSN-4205,9
29988,8681406531705,PSN-3276,0
29997,8681406531682,PSN-3275,2
30000,8681406531606,PSN-3250,0
30003,8681406532054,PSN-4252,0
30004,8681406531484,PSN-3221,5
30010,8681406532061,PSN-4253,5
30012,8681406532085,PSN-4253,8
30015,8681406531552,PSN-3223,7
30019,8681406531835,PSN-4209,5
30020,8681406531842,PSN-4209,8
30025,8681406531774,PSN-4171,8
30041,8681406533068,SST-315-1,46
30042,8681406533075,SST-315-1,49
30046,9000520923,SST-323,47
30047,9000520920,SST-295,47
30243,9000504142,SST-360,48
30079,9000520906,SST-835-1,48
30083,8681406532191,PSN-5003,16
30161,8681406530913,VNS-300-1,0
30164,8681406530944,VNS-300-1,0
30165,8681406530876,VNS-100-4,2
30178,8681406530807,VNS-100-2,5
30180,8681406530821,VNS-100-2,2
30183,8681406530975,VNS-145-1,1
30204,8681406531347,IFN-2034,5
30231,9000521778,SST-319-1,44
30238,9000524217,SST-1453,47
30242,8681406534072,SST-642,4
30251,8681406532405,ECY-661-1,1
30272,8681406533037,NBL-1069,1
30276,8681406533204,NBL-1072,19
30279,8681406532993,NBL-1068,2
30280,8681406533006,NBL-1068,5
30281,8681406533013,NBL-1068,3
30293,8681406533174,NBL-1071,20
30317,8681406532948,ECY-668,2
30320,8681406532825,ECY-666,12
30322,8681406532849,ECY-666,1
30331,9000524234,SST-651,49
30332,9000524235,SST-651,49
30334,9000524231,SST-643,49
30351,8681406533396,PSN-4164,8
30406,8681406532252,PSN-4261,19
30428,8681406534102,IFN-1100,40
30430,8681406533334,IFN-3000,47
30431,8681406533341,IFN-3000,28
30432,8681406533358,IFN-3001,6
30433,8681406533372,IFN-3001,29
30610,8681406533365,IFN-3001,35
30436,8681406533662,IFN-2040,1
30441,8681406533693,IFN-2041,8
30453,8681406533815,IFN-2043,3
30454,8681406533587,IFN-2038,11
30456,8681406533600,IFN-2038,4
30457,9000525816,SST-663,46
30458,9000525817,SST-663,46
30493,8681406533495,IFN-2037,20
30494,8681406533501,IFN-2037,21
30495,8681406533518,IFN-2037,12
30507,8681406533549,PSN-3200,9
30517,8681406533990,VNS-300-3,10
30521,8681406532603,VNS-300-2,2
30523,8681406533525,VNS-300-2,2
30524,8681406533532,VNS-300-2,2
30525,8681406534027,VNS-300-4,7
30526,8681406534034,VNS-300-4,16
30528,8681406534058,VNS-300-4,7
30551,8681406534140,PSN-3235,3
30552,8681406534157,PSN-3235,6
30554,8681406534164,PSN-3232,6
30555,8681406534171,PSN-3232,7
30580,8681406534447,"PSN-5082 ",16
30617,8681406534454,PSN-5052,16
20264,8681406512292,DLD-5043,1
20263,8681406512285,DLD-5043,11
20491,8681406502330,ECY-518,11
20503,8681406509162,ECY-543,1
20567,8681406511974,VNS-8100-2,40
20566,8681406511981,VNS-8100-2,119
20789,8681406502897,TKT-100,0
21559,8680570214940,001-018857,1
21658,9000448338,SST-368,48
21657,9000448337,SST-368,49
21660,9000448350,SST-381,1
22469,8696722649454,001-018052-1,5
22647,8681406519727,SST-965,5
22653,9000451122,SST-101,17
22835,9000437349,SST-338,42
23127,9000450676,TK-0114-2,44
23141,9000450656,TK-0148-2,19
23149,9000450664,TK-0148-3,45
23198,8681406516375,SST-308,6
23211,8681406519635,SST-333-1,13
23669,9000453987,FDS-8029,48
23846,9000454066,FDS-8026,48
23860,9000454092,FDS-8037,47
24310,9000454278,FDS-8111,49
24882,9000454295,FDS-8131,39
24907,9000454304,FDS-8139-2,5
24913,9000454458,FDS-8127-1,17
25186,9000454085,FDS-8081,49
25625,9000454403,FDS-8033-1,48
25650,9000454027,FDS-8091,42
25678,9000453975,FDS-8063-2,36
25830,8681406525568,NYM-653,1
25912,8681406515095,DLD-5005,36
25913,8681406515101,DLD-5005,37
25955,8681406515262,DLD-6003-1,24
25953,8681406515248,DLD-6003-1,23
26041,8681406513879,ECY-587,16
26040,8681406513862,ECY-587,16
26183,8681406509933,VNS-2190-1,10
26198,8696722830302,001-018220,6
26201,8696722846952,001-018260,6
26202,8696722846969,001-018260,5
26536,239593483253,DLD-5002-2,14
26598,8680570124805,230-000392,2
26762,8681406521638,NBL-1039,2
27426,8680570169813,001-018665,0
27033,8681406520518,IFN-5803-2,21
27064,8697951044300,230-000217,3
27113,8681406522468,ECY-634-2,3
27290,8680570235068,001-018991,1
27341,8681406524400,DLD-7008,2
27401,8681406521027,IFN-5804-5,1
27403,8681406521041,IFN-5804-5,13
27543,242739494706,MCT-2807-1,48
28384,8681406526275,SST-294,2
28624,8681078458898,LNT-8039-1,1
28695,8696722649546,001-018052-2,5
28869,8681406528019,PSN-3182,8
28884,8681406528279,PSN-4131,3
28924,8681406531019,SST-299,1
28930,243728499846,SST-229,48
29008,8681406527692,NBL-1060,10
29021,8681406527623,IFN-2007,3
29055,8681406528095,PSN-4181,4
29062,9000438382,DRY-280,6
29092,8681406528729,SST-347,2
29138,8681406529481,PSN-4180,6
29266,8681406529580,IFN-1077,8
29277,8681406529528,NBL-1065,1
29306,9000503787,SST-114,48
29478,8681406530715,SST-915,8
29544,9000503997,SST-795-2,36
29553,9000504032,SST-833,34
29959,8681406533273,PSN-3261,1
29969,8681406531521,PSN-3222,3
29970,8681406531538,PSN-3222,3
29988,8681406531705,PSN-3276,1
29996,8681406531675,PSN-3275,1
30015,8681406531552,PSN-3223,6
30041,8681406533068,SST-315-1,44
30042,8681406533075,SST-315-1,48
30075,9000520893,SST-291,47
30204,8681406531347,IFN-2034,4
30208,8681406531262,IFN-2032,2
30220,8681406531187,IFN-2030,9
30225,8681406531101,IFN-2028,0
30271,8681406533020,NBL-1069,0
30280,8681406533006,NBL-1068,4
30300,8681406532771,ECY-665,7
30318,8681406532801,ECY-666,5
30326,8681406533266,NBL-1073,9
30401,8681406532290,PSN-6061,9
30419,9000525436,ILK-273-4,6
30425,8697951009446,230-000022-2,7
30430,8681406533334,IFN-3000,46
30431,8681406533341,IFN-3000,27
30432,8681406533358,IFN-3001,5
30441,8681406533693,IFN-2041,7
30469,9000525827,SST-845,49
30494,8681406533501,IFN-2037,20
30508,8681406533556,PSN-3200,7
30514,9000525399,PSN-3203,9
30519,8681406534003,VNS-300-3,26
30527,8681406534041,VNS-300-4,5
30549,8681406533631,IFN-2039,8
30551,8681406534140,PSN-3235,2
30552,8681406534157,PSN-3235,7
30555,8681406534171,PSN-3232,5
19640,9000436494,DNR-1001,179
20041,8693948532294,NBB-4599,1
20262,8681406512278,DLD-5043,14
20491,8681406502330,ECY-518,12
20567,8681406511974,VNS-8100-2,37
20566,8681406511981,VNS-8100-2,114
20565,8681406511998,VNS-8100-2,0
20624,8681406506420,ECY-517,2
20790,8681406503009,TKT-100,1
20799,8681406502811,TKT-102,0
20797,8681406502798,TKT-102,4
21198,8681078446499,LNT-8022-2,9
21558,8680570214957,001-018857,4
21557,8680570214964,001-018857,3
21608,8698965517569,OTS-2655-2,2
21660,9000448350,SST-381,0
21691,9000451050,MSP-10000-52,4
21728,9000451783,MSP-10000-53,0
21784,8698965533330,OTS-8460-2,1
21887,8698965529906,OTS-8014-2,1
22017,8680570131858,001-018563,2
22016,8680570131865,001-018563,1
22236,9000437517,SST-750,40
22233,9000437514,SST-750,32
22232,9000437513,SST-750,37
22335,8681406521201,RBN-6012,0
22463,8696722402523,001-018051,7
22469,8696722649454,001-018052-1,4
22531,9000450736,TK-0109-2,43
22542,9000450891,TK-0118,49
22553,9000450640,TK-0922,38
22652,9000451121,SST-101,19
22749,9000452628,MRN-1717,48
22933,9000437393,SST-602,38
23106,9000450685,TK-0060-1,31
23119,9000450688,TK-0060-2,9
23127,9000450676,TK-0114-2,46
23125,9000450674,TK-0114-2,9
23142,9000450657,TK-0148-2,12
23143,9000450658,TK-0148-2,26
23175,9000450726,TK-0117-3,49
23211,8681406519635,SST-333-1,14
23262,9000452772,MRN-165,34
28572,233353498294,MRN-165,22
23721,9000454258,FDS-8043,47
23720,9000454257,FDS-8043,43
23797,9000454450,FDS-8030-3,47
23846,9000454066,FDS-8026,49
24882,9000454295,FDS-8131,40
24900,9000454040,FDS-8128-3,39
24908,9000454305,FDS-8139-2,19
24907,9000454304,FDS-8139-2,3
24913,9000454458,FDS-8127-1,16
24910,9000454455,FDS-8127-1,28
25660,9000453937,FDS-8060,44
25659,9000453936,FDS-8060,47
25805,9000454427,FDS-8087-1,45
25954,8681406515255,DLD-6003-1,27
25953,8681406515248,DLD-6003-1,22
25976,8681406515033,DLD-5045,9
26042,8681406513886,ECY-587,15
26041,8681406513879,ECY-587,15
26195,8696722649157,001-018049,1
26199,8696722830319,001-018220,4
26200,8696722830326,001-018220,3
26201,8696722846952,001-018260,4
26202,8696722846969,001-018260,4
26203,8680570451321,001-018260,8
26206,8680570131902,001-018564,3
26235,8681406517563,SRS-6021,2
26328,8681406518522,SRS-8019,2
26327,8681406518515,SRS-8019,2
26375,8681406517181,SRS-5023,2
26411,8681406516665,SRS-117,1
26414,8681406516696,SRS-118,1
26447,8681406517907,MSP-105145,6
26561,8680570201292,001-018790,9
26708,8681406520020,DLD-6019-2,3
26715,8681406521096,DLD-6020-1,17
27422,8696722402400,001-018050,4
26904,8681406521782,ECY-647,4
26905,8681406521799,ECY-647,4
26909,8681406521836,ECY-648,4
27425,8680570169806,001-018665,1
27010,8697951000740,230-000006,2
27022,8681406520846,IFN-5803-10,4
27088,8681406522109,SST-3012,1
27113,8681406522468,ECY-634-2,4
27141,8681406520884,IFN-5804-1,2
27290,8680570235068,001-018991,0
27288,8680570235044,001-018991,2
27401,8681406521027,IFN-5804-5,0
27432,8681406514227,ECY-597,13
27433,8681406514234,ECY-597,7
27517,242745494732,MCT-2814-1,49
27539,242740494710,MCT-2807-2,48
27543,242739494706,MCT-2807-1,49
27545,242739494708,MCT-2807-1,48
28112,8681406525117,ECY-519,1
28157,242672495490,MCT-1745,49
28503,8681406526466,ECY-656,7
28663,8681406530647,SST-331-2,9
28665,243719498766,SST-331-3,46
28692,8681406526831,DLD-6025-1,13
28691,8681406526824,DLD-6025-1,16
30513,8681406533860,DLD-6025-1,13
28799,242632494275,MCT-5040,49
28886,8681406528200,PSN-4127,4
28925,8681406531026,SST-299,3
28927,243716499833,SST-298,47
28963,8681406527296,SST-344,23
28988,8681406527333,IFN-2000,3
28998,8681406527357,IFN-2001,1
29016,8681406527654,NBL-1059,2
29051,8681406528064,PSN-4122,16
29052,8681406528071,PSN-4122,12
29092,8681406528729,SST-347,3
29136,8681406529467,PSN-4180,7
29138,8681406529481,PSN-4180,5
29145,8681406529207,PSN-4101,9
29152,8681406529349,PSN-4142,10
29156,8681406529412,PSN-4162,2
29248,8681406529122,IFN-1071,6
29253,8681406529740,DGN-5307-2,1
29260,8681406529672,IFN-1086,4
29275,8681406529504,NBL-1065,2
29313,9000503778,SST-14,48
29316,9000504047,SST-1455,49
30546,9000526072,SST-3018,48
29444,9000503767,SST-070,47
29481,9000503959,SST-618,48
29485,9000503972,SST-637,49
29493,8681406534089,SST-610,10
29544,9000503997,SST-795-2,37
29549,9000504002,SST-795-3,42
29553,9000504032,SST-833,35
29745,9000508676,ENM-442,49
29767,9000508457,ENM-551,49
29884,9000508724,ENM-912,45
29900,9000508850,ENM-891,48
29928,9000508716,ENM-844,47
29954,8681406531934,PSN-4223,15
29959,8681406533273,PSN-3261,0
29966,8681406531996,PSN-4226,4
29971,8681406531613,PSN-3251,0
29979,8681406532375,PSN-4201,2
29997,8681406531682,PSN-3275,0
30006,8681406531507,PSN-3221,5
30014,8681406531545,PSN-3223,12
30015,8681406531552,PSN-3223,5
30018,8681406531576,PSN-3233,0
30021,8681406531859,PSN-4209,8
30023,8681406531378,PSN-3120,4
30026,8681406531781,PSN-4171,9
30032,8681406531873,PSN-4211,5
30033,8681406531880,PSN-4211,6
30041,8681406533068,SST-315-1,43
30042,8681406533075,SST-315-1,44
30075,9000520893,SST-291,45
30102,9000508575,ENM-809,49
30183,8681406530975,VNS-145-1,0
30204,8681406531347,IFN-2034,5
30208,8681406531262,IFN-2032,3
30231,9000521778,SST-319-1,43
30245,8680570158053,001-018631,1
30269,8681406532641,ECY-662,0
30272,8681406533037,NBL-1069,0
30280,8681406533006,NBL-1068,3
30281,8681406533013,NBL-1068,1
30295,8681406532566,IFN-2035,0
30315,8681406532924,ECY-668,2
30319,8681406532818,ECY-666,4
30321,8681406532832,ECY-666,2
30334,9000524231,SST-643,48
30342,9000524219,SST-324,47
30353,8681406534539,PSN-4164,10
30356,8681406533426,VNS-270-2,10
30360,8681406533464,VNS-270-1,33
30363,8681406533389,PSN-4160,7
30368,12134223242895,MCT-515,49
30397,8681406532283,PSN-6031,5
30400,8681406532313,PSN-5021,8
30405,8681406532245,PSN-4261,19
30425,8697951009446,230-000022-2,5
30428,8681406534102,IFN-1100,41
30429,8681406533327,IFN-3000,39
30430,8681406533334,IFN-3000,44
30432,8681406533358,IFN-3001,3
30436,8681406533662,IFN-2040,0
30441,8681406533693,IFN-2041,6
30454,8681406533587,IFN-2038,10
30455,8681406533594,IFN-2038,16
30457,9000525816,SST-663,45
30469,9000525827,SST-845,48
30474,9000525821,SST-680,46
30485,9000525812,SST-658,47
30486,9000525813,SST-658,48
30492,8681406533488,IFN-2037,10
30515,8681406531439,PSN-3203,20
30514,8681406531422,PSN-3203,19
30516,8681406531446,PSN-3203,16
30517,8681406533990,VNS-300-3,8
30519,8681406534003,VNS-300-3,27
30520,8681406534010,VNS-300-3,1
30523,8681406533525,VNS-300-2,0
30524,8681406533532,VNS-300-2,1
30525,8681406534027,VNS-300-4,5
30526,8681406534034,VNS-300-4,15
30527,8681406534041,VNS-300-4,3
30528,8681406534058,VNS-300-4,4
30549,8681406533631,IFN-2039,9
30550,8681406534522,PSN-3235,6
30551,8681406534140,PSN-3235,0
30552,8681406534157,PSN-3235,6
30554,8681406534164,PSN-3232,12
30555,8681406534171,PSN-3232,14
30557,8681406533570,PSN-3202,7
30560,8681406534331,DLD-6028,18
30578,8681406534249,PSN-6078,9
19709,869000002933,DGL-7201,7
20041,8693948532294,NBB-4599,2
20274,8681406509216,DLD-5038,0
20292,8681406509285,DLD-5039,0
20566,8681406511981,VNS-8100-2,113
20779,9000450795,ECY-110,0
20796,8681406502781,TKT-102,10
21207,8681078448417,LNT-8032-5,0
21657,9000448337,SST-368,48
21678,9000451037,MSP-10000-36,4
21691,9000451050,MSP-10000-52,5
21728,9000451783,MSP-10000-53,1
21734,8681406516054,SST-397,0
22016,8680570131865,001-018563,0
22241,9000437522,SST-750,45
22652,9000451121,SST-101,18
30240,9000524215,SST-830,46
23125,9000450674,TK-0114-2,50
23287,9000437176,SST-1013,47
23858,9000454090,FDS-8037,40
24280,9000454240,FDS-8013,29
24287,9000454175,FDS-8005,38
24323,9000454291,FDS-8130,39
24901,9000454041,FDS-8128-3,25
24898,9000454038,FDS-8128-3,37
24908,9000454305,FDS-8139-2,18
24907,9000454304,FDS-8139-2,2
25286,9000454051,FDS-8062,34
25626,9000454404,FDS-8033-1,46
25652,9000454029,FDS-8091,42
25659,9000453936,FDS-8060,48
25680,9000453977,FDS-8063-2,37
25910,8681406515071,DLD-5005,35
25955,8681406515262,DLD-6003-1,23
25959,8681406515217,DLD-6014-1,6
25966,8681406511660,FML-349,0
25967,8681406511677,FML-350,1
26042,8681406513886,ECY-587,14
26103,8681406514302,ECY-630,3
26172,8681406514463,ECY-607,2
26195,8696722649157,001-018049,2
26202,8696722846969,001-018260,3
26203,8680570451321,001-018260,7
26349,8681406518133,SRS-7016,1
26444,8681406517914,MSP-105135,2
26509,8697951059069,278-000821,1
26535,239593483252,DLD-5002-2,6
26573,8697951095401,230-000418,4
26589,8681406518980,VNS-8260,1
26708,8681406520020,DLD-6019-2,2
26736,8681406519857,DLD-6018-1,0
26762,8681406521638,NBL-1039,1
27064,8697951044300,230-000217,2
27088,8681406522109,SST-3012,2
27112,8681406522451,ECY-634-2,3
27113,8681406522468,ECY-634-2,0
27115,8681406522482,ECY-634-2,0
27137,8681406520921,IFN-5804-2,0
27203,8681406522871,CH-0062-5,2
27230,8681406523984,CH-0343-1,9
27238,8681406523045,CH-4963-2,0
27404,8681406521058,IFN-5804-5,10
27517,242745494732,MCT-2814-1,50
27545,242739494708,MCT-2807-1,50
28111,8681406525100,ECY-519,2
28157,242672495490,MCT-1745,50
28383,8681406526268,SST-294,10
28384,8681406526275,SST-294,7
28497,8697951044102,230-000204,0
28664,8681406530654,SST-331-2,7
28692,8681406526831,DLD-6025-1,11
28799,242632494275,MCT-5040,50
28812,8681406526923,ECY-658,0
28874,8681406528170,PSN-4126,5
28873,8681406529290,PSN-4126,0
28886,8681406528200,PSN-4127,5
28925,8681406531026,SST-299,2
28979,8681406527562,IFN-2006,0
29015,8681406527647,NBL-1059,5
29024,8681406527531,IFN-2005,9
29052,8681406528071,PSN-4122,13
29050,8681406528057,PSN-4122,10
29137,8681406529474,PSN-4180,8
29154,8681406529399,PSN-4162,15
29155,8681406529405,PSN-4162,9
29156,8681406529412,PSN-4162,11
29160,8681406529429,PSN-4166,10
29161,8681406529436,PSN-4166,15
29162,8681406529443,PSN-4166,14
29209,8681406529016,IFN-1060,5
29210,8681406528934,IFN-1052,3
29234,8681406528804,IFN-1039,5
29236,8681406529092,IFN-1068,6
29242,8681406529054,IFN-1064,4
29248,8681406529122,IFN-1071,5
29250,8681406529009,IFN-1059,5
29251,8681406529115,IFN-1070,1
29264,8681406529610,IFN-1080,5
29313,9000503778,SST-14,49
30546,9000526072,SST-3018,49
29371,9000504103,SST-6535,49
29387,9000504111,SST-6545,49
29493,8681406534089,SST-610,9
29504,9000503988,SST-710,46
29503,9000503987,SST-710,48
29549,9000504002,SST-795-3,41
29553,9000504032,SST-833,34
29621,8681406530487,IFN-1097,3
29626,8681406530531,IFN-1098,1
29767,9000508457,ENM-551,0
29884,9000508724,ENM-912,46
29967,8681406532009,PSN-4226,5
29969,8681406531521,PSN-3222,1
29970,8681406531538,PSN-3222,2
29977,8681406532351,PSN-4201,7
29978,8681406532368,PSN-4201,5
29985,8681406531828,PSN-4205,8
29989,8681406532016,PSN-4240,9
30001,8681406532030,PSN-4252,11
30002,8681406532047,PSN-4252,10
30003,8681406532054,PSN-4252,3
30004,8681406531484,PSN-3221,4
30006,8681406531507,PSN-3221,4
30023,8681406531378,PSN-3120,3
30027,8681406531798,PSN-4171,7
30028,8681406531743,PSN-4163,14
30029,8681406531750,PSN-4163,7
30030,8681406531767,PSN-4163,10
30032,8681406531873,PSN-4211,4
30041,8681406533068,SST-315-1,29
30042,8681406533075,SST-315-1,25
30073,9000437333,SST-311,45
30191,9000508505,ENM-550,48
30208,8681406531262,IFN-2032,2
30231,9000521778,SST-319-1,42
30241,8681406534065,SST-642,4
30281,8681406533013,NBL-1068,2
30334,9000524231,SST-643,47
30353,8681406534539,PSN-4164,9
30355,8681406533419,VNS-270-2,13
30359,8681406533457,VNS-270-1,33
30362,8681406534546,PSN-4160,10
30364,8681406534584,PSN-4160,10
30424,8697951009453,230-000022-2,6
30426,8697951009538,230-000022-1,21
30428,8681406534102,IFN-1100,38
30429,8681406533327,IFN-3000,38
30430,8681406533334,IFN-3000,43
30431,8681406533341,IFN-3000,26
30432,8681406533358,IFN-3001,2
30433,8681406533372,IFN-3001,28
30610,8681406533365,IFN-3001,32
30440,8681406533686,IFN-2041,15
30441,8681406533693,IFN-2041,4
30456,8681406533600,IFN-2038,3
30468,9000525793,SST-653,49
30469,9000525827,SST-845,49
30493,8681406533495,IFN-2037,18
30494,8681406533501,IFN-2037,19
30519,8681406534003,VNS-300-3,26
30522,8681406532610,VNS-300-2,3
30527,8681406534041,VNS-300-4,2
30550,8681406534522,PSN-3235,4
30552,8681406534157,PSN-3235,5
30555,8681406534171,PSN-3232,13
30558,8681406533563,PSN-3202,4
30630,8681406534430,IFN-2050,4
20023,8681406512124,5002-S104,0
20470,8681406512926,NBL-1019,2
20491,8681406502330,ECY-518,11
20567,8681406511974,VNS-8100-2,34
20566,8681406511981,VNS-8100-2,109
20790,8681406503009,TKT-100,0
20979,8681078448493,MND-3026-3,0
21253,9000437590,SST-765,43
21556,8680570214971,001-018857,0
21658,9000448338,SST-368,0
21734,8681406516054,SST-397,8
21993,8681406516146,SST-309,8
21992,8681406516139,SST-309,9
22017,8680570131858,001-018563,5
22016,8680570131865,001-018563,3
22014,8680570131889,001-018563,2
22040,8696722848284,001-018270,2
22038,8696722848260,001-018270,3
22039,8696722848277,001-018270,3
22465,8680570141468,001-018051,13
22463,8696722402523,001-018051,16
22469,8696722649454,001-018052-1,3
22468,8696722649461,001-018052-1,5
30239,9000524214,SST-830,43
22992,8681406516115,SST-346,8
22993,8681406516122,SST-346,11
23280,9000437171,SST-1002,46
23690,9000454140,FDS-8095,49
23799,9000454452,FDS-8030-4,47
24076,9000454324,FDS-8096-2,44
24276,9000453983,FDS-8071,48
24306,9000454274,FDS-8125,41
24410,9000453953,FDS-8100-2,45
24888,9000454461,FDS-8127-2,40
24900,9000454040,FDS-8128-3,37
24898,9000454038,FDS-8128-3,36
24908,9000454305,FDS-8139-2,17
24911,9000454456,FDS-8127-1,16
24910,9000454455,FDS-8127-1,27
25660,9000453937,FDS-8060,43
25657,9000453934,FDS-8060,41
25810,9000454147,FDS-8087-3,43
25912,8681406515095,DLD-5005,35
25954,8681406515255,DLD-6003-1,25
25953,8681406515248,DLD-6003-1,20
26042,8681406513886,ECY-587,12
26088,8681406514937,ECY-642,1
26182,8681406509926,VNS-2190-1,12
26184,8681406509940,VNS-2190-1,27
26195,8696722649157,001-018049,4
26196,8696722649164,001-018049,3
26200,8696722830326,001-018220,5
26201,8696722846952,001-018260,15
26202,8696722846969,001-018260,10
26203,8680570451321,001-018260,8
26445,8681406517938,MSP-105115,0
26447,8681406517907,MSP-105145,5
26492,8681406517419,VNS-5400-7,0
26533,8681406521867,DLD-5002-2,12
26853,8680570115353,001-016033,2
27423,8696722402394,001-018050,4
27424,8680570118224,001-018050,4
26908,8681406521829,ECY-648,10
30501,8697951093001,230-000006,1
27023,8681406520853,IFN-5803-10,8
27109,8681406522529,ECY-633-2,1
27289,8680570235051,001-018991,9
27290,8680570235068,001-018991,10
27288,8680570235044,001-018991,11
27404,8681406521058,IFN-5804-5,8
28112,8681406525117,ECY-519,2
28656,8681406531095,SST-834,5
28694,8696722649553,001-018052-2,4
28874,8681406528170,PSN-4126,5
28887,8681406528217,PSN-4127,5
28924,8681406531019,SST-299,2
28984,8681406527456,IFN-2003,6
28998,8681406527357,IFN-2001,0
29012,8681406527739,NBL-1061,0
29016,8681406527654,NBL-1059,1
29025,8681406527548,IFN-2005,2
29050,8681406528057,PSN-4122,8
29148,8681406529238,PSN-4107,4
29151,8681406529337,PSN-4142,13
29219,8681406528828,IFN-1041,4
29313,9000503778,SST-14,48
29359,9000504091,SST-6510-1,38
29487,8681406531057,SST-641,4
29552,8681406530708,SST-914,7
29665,8681406529870,IFN-2021,0
29953,8681406531927,PSN-4223,2
29966,8681406531996,PSN-4226,3
29988,8681406531705,PSN-3276,0
29994,8681406531972,PSN-4224,9
29998,8681406531583,PSN-3250,4
30000,8681406531606,PSN-3250,5
30003,8681406532054,PSN-4252,4
30006,8681406531507,PSN-3221,3
30021,8681406531859,PSN-4209,7
30028,8681406531743,PSN-4163,13
