Id,Stock
67192,2
67193,2
67194,1
67195,5
67196,3
67197,2
67198,2
67199,0
67200,2
67201,2
67202,1
67203,0
67204,2
67205,4
67206,2
67207,3
67208,1
67209,1
67210,0
67211,0
67212,0
67213,0
67214,0
67215,1
67216,0
67217,0
67218,0
67219,0
67220,0
67221,0
67222,0
67223,0
67224,2
67225,0
67226,0
67227,2
67228,6
67229,6
67230,0
67231,0
67232,0
67233,0
67234,3
67235,0
67236,0
67237,0
67238,0
67239,0
67240,0
67241,0
67242,1
67243,0
67244,0
67245,0
67246,0
67247,2
67248,0
67249,0
67250,0
67251,0
67252,0
67253,0
67254,0
67255,0
67256,0
67257,0
67258,0
67259,0
67260,0
67261,0
67262,0
67263,0
67264,0
67265,0
67266,0
67267,0
67268,0
67269,0
67270,0
67271,0
67272,0
67273,0
67274,0
67275,1
67276,0
67277,0
67278,0
67279,0
67280,0
67281,0
67282,0
67283,0
67284,0
67285,0
67286,1
67287,0
67288,0
67289,0
67290,0
67291,0
67292,0
67293,1
67294,1
67295,0
67296,0
67297,0
67298,0
67299,0
67300,0
67301,0
67302,0
67303,1
67304,0
67305,0
67306,0
67307,0
67308,0
67309,3
67310,2
67311,1
67312,0
67313,1
67314,3
67315,6
67316,2
67317,6
67318,2
67319,1
67320,2
67321,1
67322,2
67323,1
67324,0
67325,0
67326,0
67327,3
67328,4
67329,1
67330,0
67331,0
67332,2
67333,2
67334,0
67335,0
67336,3
67337,1
67338,0
67339,0
67340,0
67341,2
67342,0
67343,0
67344,0
67345,0
67346,0
67347,1
67348,0
67349,0
67350,0
67351,1
67352,0
67353,1
67354,0
67355,0
67356,0
67357,1
67358,0
67359,0
67360,1
67361,1
67362,3
67363,1
67364,0
67365,1
67366,0
67367,0
67368,0
66354,1
66355,1
66356,4
66357,2
66358,1
66359,0
66360,4
66361,4
66362,3
66363,4
66364,1
66365,5
66366,5
66367,6
66368,3
66369,2
66370,1
66371,1
66372,3
66373,2
66374,0
66375,1
66376,0
66377,2
66378,1
66379,1
66380,1
66381,0
66382,1
66383,1
66384,1
66385,0
66386,0
66387,1
66388,1
66389,0
66390,0
66391,0
66392,1
66393,0
66394,1
66395,2
66396,1
66397,1
66398,1
66399,0
66400,1
66401,1
66402,0
66403,1
66404,1
66405,0
66406,1
66407,1
66408,1
66409,0
66410,1
66411,0
66412,0
66413,0
66414,0
66415,0
66416,0
66417,3
66418,1
66419,0
66420,0
66421,0
66422,4
66423,0
66424,1
66425,2
66426,2
66427,1
66428,0
66429,1
66430,2
66431,2
66432,2
66433,1
66434,1
66435,2
66436,1
66437,2
66438,1
66439,1
66440,1
66441,0
66442,1
66443,1
66444,1
66445,1
66446,1
66447,1
66448,1
66449,0
66450,1
66451,2
66452,2
66453,1
66454,0
66455,0
66456,1
66457,2
66458,0
66459,1
66460,2
66461,1
66462,1
66463,0
66464,1
66465,1
66466,1
66467,0
66468,0
66469,1
66470,1
66471,0
66472,0
66473,0
66474,1
66475,1
66476,2
66477,0
66478,0
66479,0
66480,1
66481,1
66482,1
66483,1
66484,0
66485,0
66486,2
66487,1
66488,1
66489,1
66490,0
66491,2
66492,1
66493,1
66494,3
66495,3
66496,3
66497,1
66498,2
66499,3
66500,5
66501,6
66502,6
66503,3
66504,2
66505,1
66506,0
66507,1
66508,0
66509,1
66510,1
66511,1
66512,1
66513,2
66514,1
66515,1
66516,1
66517,0
66518,1
66519,0
66520,0
66521,0
66522,1
66523,1
66524,0
66525,0
66526,0
66527,1
66528,1
66529,0
66530,0
66531,0
66532,0
66533,1
66534,0
66535,1
66536,3
66537,3
66538,1
66539,0
66540,2
66541,0
66542,0
66543,1
66544,1
66545,1
66546,0
66547,1
66548,0
66549,1
66550,2
66551,0
66552,0
66553,1
66554,0
66555,1
66556,2
66557,0
66558,1
66559,1
66560,2
66561,1
66562,1
66563,1
66564,3
66565,3
66566,1
66567,2
66568,1
66569,1
66570,0
66571,0
66572,0
66573,0
66574,1
66575,1
66576,1
66577,0
66578,1
66579,2
66580,1
66581,0
66582,0
66583,0
66584,0
66585,0
66586,1
66587,0
66588,0
66589,0
66590,1
66591,0
66592,0
66593,0
66594,2
66595,1
66596,4
66597,1
66598,1
66599,1
66600,2
66601,1
66602,0
66603,1
66604,2
66605,2
66606,2
66607,1
66608,0
66609,1
66610,2
66611,2
66612,0
66613,1
66614,2
66615,1
66616,2
66617,1
66618,0
66619,4
66620,0
66621,0
66622,0
66623,2
66624,5
66625,8
66626,8
66627,3
66628,4
66629,2
66630,1
66631,2
66632,1
66633,1
66634,1
66635,1
66636,1
66637,0
66638,1
66639,0
66640,1
66641,0
66642,0
66643,0
66644,1
66645,3
66646,0
66647,0
66648,0
66649,1
66650,2
66651,1
66652,1
66653,1
66654,0
66655,2
66656,2
66657,1
66658,1
66659,1
66660,1
66661,1
66662,2
66663,1
66664,1
66665,4
66666,1
66667,4
66668,1
66669,4
66670,4
66671,3
66672,2
66673,2
66674,1
66675,0
66676,0
66677,0
66678,0
66679,1
66680,1
66681,1
66682,0
66683,1
66684,0
66685,2
66686,1
66687,0
66688,0
66689,0
66690,0
66691,2
66692,1
66693,1
66694,1
66695,1
66696,2
66697,2
66698,0
66699,0
66700,0
66701,0
66702,1
66703,0
66704,0
66705,0
66706,0
66707,1
66708,0
66709,0
66710,1
66711,0
66712,0
66713,0
66714,0
66715,1
66716,1
66717,0
66718,0
66719,0
66720,0
66721,0
66722,0
66723,0
66724,0
66725,0
66726,0
66727,1
66728,0
66729,0
66730,0
66731,2
66732,1
66733,1
66734,0
66735,0
66736,0
66737,0
66738,0
66749,0
66750,0
66751,1
66752,0
66753,1
66754,0
66755,1
66756,1
66757,1
66758,0
66759,0
66760,0
66761,1
66762,0
66763,1
66764,0
66765,0
66766,0
66767,1
66768,1
66769,0
66770,0
66771,0
66772,0
66773,0
66774,0
66775,0
66776,0
66777,0
66778,0
66779,0
66780,0
66781,0
66782,0
66783,0
66784,0
66785,2
66786,1
66787,1
66788,1
66789,0
66790,0
66791,0
66792,0
66793,0
66794,0
66795,0
66796,0
66797,3
66798,5
66799,0
66800,0
66801,0
66802,2
66803,0
66804,0
66805,0
66806,0
66807,0
66808,0
66809,0
66810,0
66811,0
66812,1
66813,0
66814,6
66815,1
66816,0
66817,0
66818,0
66819,4
66820,3
66821,0
66822,1
66823,1
66824,3
66825,3
66826,1
66827,0
66828,0
66829,4
66830,1
66831,2
66832,1
66833,1
66834,0
66835,0
66836,1
66837,0
66838,2
66839,0
66840,0
66841,0
66842,0
66843,0
66844,2
66845,3
66846,3
66847,3
66848,1
66849,2
66850,4
66851,1
66852,4
66853,2
66854,1
66855,2
66856,2
66857,1
66858,1
66859,0
66860,0
66861,0
66862,0
66863,0
65771,0
65772,1
65773,0
65774,0
65775,0
65776,0
65777,0
65778,1
65779,0
65780,0
65781,2
65782,2
65783,0
65784,3
65785,3
65786,1
65787,2
65788,2
65789,2
65790,1
65791,1
65792,2
65793,1
65794,1
65795,0
65796,1
65797,5
65798,4
65799,6
65800,3
65801,1
65802,1
65803,0
65804,1
65805,0
65806,1
65807,0
65808,0
65809,0
65810,0
65811,0
65812,2
65813,0
65814,0
65815,0
65816,1
65817,0
65818,0
65819,0
65820,0
65821,0
65822,0
65823,0
65824,0
65825,0
65826,0
65827,0
65828,0
65829,0
65830,0
65831,0
65832,0
65833,0
65834,1
65835,0
65836,0
65837,0
65838,0
65839,0
65840,0
65841,0
65842,0
65843,0
65844,1
65845,1
65846,0
65847,1
65848,1
65849,0
65850,0
65851,0
65852,1
65853,2
65854,1
65855,2
65856,0
65857,1
65858,1
65859,2
65860,1
65861,1
65862,1
65863,3
65864,0
65865,2
65866,0
65867,1
65868,2
65869,1
65870,1
65871,0
65872,0
65873,1
65874,0
65875,1
65876,1
65882,0
65883,0
65884,1
65885,0
65886,0
65887,0
65888,1
65889,0
65890,0
65891,0
65892,0
65893,0
65894,0
65895,0
65896,1
65897,1
65898,2
65899,2
65900,2
65901,1
65902,1
65903,2
65904,3
65905,1
65906,1
65907,0
65908,0
65909,0
65910,0
65911,0
65912,3
65913,6
65914,0
65915,7
65916,1
65917,0
65918,0
65919,5
65920,5
65921,1
65922,1
65923,1
65924,0
65925,4
65926,1
65927,1
65928,0
65929,2
65930,3
65931,3
65932,0
65933,0
65934,0
65935,0
65936,1
65997,0
65998,0
65999,0
66000,1
66001,1
66002,1
66003,0
66004,1
66005,0
66006,0
66007,3
66008,11
66009,8
66010,5
66011,3
66012,1
66013,3
66014,1
66015,0
66016,1
66017,2
66018,5
66019,3
66020,1
66021,2
66022,0
66023,2
66024,1
66025,1
66026,0
66027,0
66028,1
66029,0
66030,0
66031,0
66032,1
66033,3
66034,3
66035,1
66036,0
66037,1
66038,4
66039,0
66040,2
66041,1
66042,0
66043,0
66044,0
66045,0
66046,0
66047,0
66048,1
66049,0
66050,1
66051,1
66052,0
66053,0
66054,0
66055,2
66056,1
66057,0
66058,2
66059,1
66060,2
66061,0
66062,0
66063,3
66064,0
66065,2
66066,0
66067,1
66068,2
66069,1
66070,2
66071,1
66072,1
66073,2
66074,1
66075,1
66076,1
66077,1
66078,0
66079,1
66080,0
66081,0
66082,0
66083,0
66084,0
66085,1
66086,0
66087,1
66088,0
66089,0
66090,1
66091,1
66092,0
66093,2
66094,1
66095,1
66096,0
66097,2
66098,4
66099,0
66100,1
66101,0
66102,0
66103,2
66104,2
66105,3
66106,3
66107,2
66108,0
66109,0
66110,0
66111,1
66112,4
66113,2
66114,3
66115,0
66116,2
66117,2
66118,4
66119,2
66120,2
66121,0
66122,0
66123,0
66124,0
66125,0
66126,1
66127,0
66128,0
66129,1
66130,1
66131,0
66132,0
66133,0
66134,0
66135,0
66136,0
66137,0
66138,0
66139,0
66140,0
66141,0
66142,0
66143,0
66144,0
66145,0
66146,0
66147,0
66148,0
66149,0
66150,0
66151,0
66152,0
66153,0
66154,0
66155,0
66156,0
66157,0
66158,0
66159,1
66160,2
66161,4
66162,1
66163,1
66164,0
66165,1
66166,2
66167,0
66168,0
66169,1
66170,0
66171,0
66172,1
66173,1
66174,0
66175,1
66176,1
66177,1
66178,1
66179,0
66180,0
66181,0
66182,0
66183,0
66184,1
66185,0
66186,0
66187,0
66188,0
66189,2
66190,1
66191,2
66192,3
66193,0
66194,0
66195,5
66196,3
66197,1
66198,1
66199,0
66200,4
66201,0
66202,0
66203,1
66204,2
66205,0
66206,0
66207,1
66208,0
66209,3
66210,4
66211,1
66212,4
66213,1
66214,2
66215,0
66216,0
66217,1
66218,0
66219,0
66220,0
66221,0
66222,0
66223,0
66224,2
66225,0
66226,0
66227,0
66228,0
66229,1
66230,1
66231,0
66232,0
66233,1
66234,1
66235,1
66236,1
66237,0
66238,0
66239,1
66240,0
66241,1
66242,0
66243,1
66244,1
66245,2
66246,1
66247,2
66248,1
66249,1
66250,0
66251,0
66252,1
66253,1
66254,0
66255,0
66256,0
66257,0
66258,1
66259,1
66260,2
66261,1
66262,1
66263,0
66264,0
66265,0
66266,0
66267,1
66268,0
66269,1
66270,0
66271,2
66272,1
66273,1
66274,0
66275,1
66276,0
66277,1
66278,0
66279,1
66280,1
66281,1
66282,1
66283,0
66284,1
66285,1
66286,0
66287,2
66288,1
66289,0
66290,1
66291,0
66292,1
66293,0
66294,1
66295,2
66296,2
66297,2
66298,1
66299,1
66300,0
66301,2
66302,1
66303,0
66304,1
66305,1
66306,1
66307,1
66308,1
66309,1
66310,0
66311,1
66312,7
66313,1
66314,2
66315,10
66316,8
66317,8
66318,4
66319,1
66320,1
66321,0
66322,2
66323,0
66324,0
66325,0
66326,2
66327,0
66328,0
66329,1
66330,0
66331,0
66332,1
66333,0
66334,0
66335,0
66336,0
66337,0
66338,1
66339,0
66340,3
66341,3
66342,1
66343,1
66344,0
66345,0
66346,-1
66347,3
66348,1
66349,6
66350,8
66351,0
66352,3
66353,2
65244,4
65245,4
65246,2
65247,3
65248,2
65249,1
65250,5
65251,3
65252,2
65253,2
65254,1
65255,2
65256,4
65257,0
65258,2
65259,2
65260,5
65261,4
65262,2
65263,2
65264,2
65265,5
65266,5
65267,6
65268,1
65269,1
65270,2
65271,2
65272,2
65273,1
65274,5
65275,0
65276,3
65277,5
65278,1
65279,5
65280,0
65281,0
65282,0
65283,0
65284,0
65285,0
65286,0
65287,0
65288,0
65289,0
65290,0
65291,0
65292,0
65293,0
65294,0
65295,0
65296,0
65297,1
65298,0
65299,0
65300,0
65301,0
65302,2
65303,3
65304,2
65305,1
65306,1
65307,3
65308,0
65309,0
65310,1
65311,2
65312,4
65313,5
65314,2
65315,3
65316,0
65317,0
65318,0
65319,0
65320,0
65321,1
65322,1
65323,1
65324,2
65325,0
65326,1
65327,1
65328,0
65329,1
65330,0
65331,0
65332,0
65333,0
65334,2
65335,1
65336,0
65337,1
65338,1
65339,0
65340,0
65341,0
65342,1
65343,1
65344,0
65345,1
65346,1
65347,1
65348,3
65349,6
65350,0
65351,0
65352,0
65353,0
65354,0
65355,1
65356,0
65357,0
65358,0
65359,0
65360,0
65361,0
65362,0
65363,1
65364,0
65365,0
65366,0
65367,0
65368,0
65369,0
65370,0
65371,0
65372,0
65373,0
65374,0
65375,0
65376,0
65377,0
65378,0
65379,0
65380,0
65381,0
65382,0
65383,0
65384,0
65385,0
65386,1
65387,2
65388,0
65389,2
65390,0
65391,1
65392,3
65393,1
65394,2
65395,1
65396,0
65397,0
65398,2
65399,2
65400,1
65401,1
65402,0
65403,1
65404,0
65405,0
65406,2
65407,3
65408,2
65409,2
65410,0
65411,2
65412,4
65413,3
65414,2
65415,1
65416,0
65417,1
65418,0
65419,0
65420,1
65421,0
65422,4
65423,1
65424,4
65425,1
65426,1
65427,0
65428,2
65429,0
65430,0
65431,0
65432,0
65433,0
65434,0
65435,0
65436,0
65437,2
65438,0
65439,1
65440,0
65441,0
65442,0
65443,0
65444,1
65445,0
65446,1
65447,3
65448,1
65449,2
65450,0
65451,3
65452,2
65453,2
65454,6
65455,1
65456,1
65457,2
65458,0
65459,3
65460,0
65461,0
65462,4
65463,2
65464,3
65465,2
65466,0
65467,2
65468,0
65469,1
65470,0
65471,0
65472,2
65473,0
65474,3
65475,1
65476,2
65477,0
65478,0
65479,0
65480,1
65481,0
65482,2
65483,0
65484,0
65485,0
65486,0
65487,0
65488,0
65489,0
65490,0
65491,0
65492,0
65493,0
65494,0
65495,0
65496,1
65497,0
65498,0
65499,0
65500,0
65501,0
65502,0
65503,0
65504,0
65505,0
65506,0
65507,0
65508,0
65509,0
65510,0
65511,3
65512,5
65513,4
65514,5
65515,2
65516,3
65517,6
65518,2
65519,6
65520,3
65521,0
65522,0
65523,0
65524,0
65525,0
65526,1
65527,0
65528,0
65529,0
65530,0
65531,0
65532,0
65533,0
65534,0
65535,0
65536,0
65537,0
65538,0
65539,1
65540,0
65541,0
65542,0
65543,0
65544,0
65545,0
65546,2
65547,2
65548,1
65549,1
65550,0
65551,0
65552,3
65553,0
65554,4
65555,1
65556,2
65557,3
65558,0
65559,4
65560,1
65561,0
65562,2
65563,0
65564,2
65565,2
65566,0
65567,0
65568,4
65569,3
65570,0
65571,2
65572,2
65573,2
65574,4
65575,2
65576,1
65577,2
65578,4
65579,1
65580,0
65581,0
65582,1
65583,0
65584,4
65585,1
65586,1
65587,3
65588,1
65589,1
65590,1
65591,0
65592,3
65593,3
65594,1
65595,0
65596,0
65597,1
65598,0
65599,2
65600,0
65601,0
65602,1
65603,2
65604,0
65605,2
65606,2
65607,2
65608,0
65609,4
65610,1
65611,0
65612,0
65613,0
65614,1
65615,1
65616,0
65617,1
65618,0
65619,1
65620,0
65621,0
65622,0
65623,0
65624,1
65625,0
65626,1
65627,0
65628,3
65629,0
65630,0
65631,1
65632,2
65633,0
65634,1
65635,0
65636,2
65637,1
65638,0
65639,1
65640,0
65641,3
65642,4
65643,1
65644,1
65645,0
65646,0
65647,0
65648,0
65649,0
65650,0
65651,0
65652,0
65653,0
65654,1
65655,1
65656,0
65657,0
65658,0
65659,0
65660,0
65661,0
65662,0
65663,0
65664,0
65665,0
65666,0
65667,0
65668,0
65669,0
65670,0
65671,0
65672,2
65673,1
65674,1
65675,1
65676,0
65677,1
65678,0
65679,0
65680,0
65681,0
65682,0
65683,0
65684,0
65685,0
65686,0
65687,0
65688,0
65689,0
65690,0
65691,1
65692,2
65693,1
65694,1
65695,1
65696,1
65697,0
65698,0
65699,0
65700,0
65701,0
65702,0
65703,0
65704,0
65705,0
65706,0
65707,2
65708,3
65709,3
65710,0
65711,1
65712,3
65713,1
65714,3
65715,0
65716,1
65717,6
65718,3
65719,4
65720,1
65721,0
65722,0
65723,0
65724,0
65725,0
65726,1
65727,1
65728,1
65729,2
65730,1
65731,1
65732,3
65733,3
65734,4
65735,2
65736,0
65737,0
65738,0
65739,1
65740,0
65746,0
65747,0
65748,1
65749,0
65750,0
65761,2
65762,2
65763,4
65764,3
65765,2
65766,0
65767,1
65768,0
65769,1
65770,0
64657,10000
64658,10000
64659,10000
64660,10000
64661,10000
64662,10000
64663,10000
64664,10000
64665,10000
64666,10000
64667,10000
64668,10000
64669,10000
64670,10000
64671,10000
64672,10000
64673,10000
64674,10000
64675,9999
64676,10000
64677,10000
64678,9999
64679,10000
64680,9999
64681,9999
64682,0
64683,3
64684,2
64685,8
64686,0
64687,0
64688,0
64689,0
64690,0
64691,0
64692,0
64693,1
64694,0
64695,2
64696,1
64697,1
64698,1
64699,0
64700,1
64701,0
64702,1
64703,6
64704,1
64705,1
64706,1
64707,3
64708,5
64709,4
64710,3
64711,2
64712,0
64713,0
64714,2
64715,1
64716,0
64717,2
64718,3
64719,3
64720,3
64721,2
64722,1
64723,2
64724,2
64725,1
64726,1
64727,0
64728,1
64729,1
64730,2
64731,1
64732,1
64733,2
64734,1
64735,2
64736,1
64737,0
64738,0
64739,0
64740,0
64741,1
64742,0
64743,0
64744,2
64745,2
64746,1
64747,1
64748,3
64749,1
64750,3
64751,1
64752,0
64753,1
64754,0
64755,1
64756,1
64757,1
64758,3
64759,0
64760,3
64761,1
64762,1
64763,8
64764,1
64765,12
64766,3
64767,3
64768,16
64769,4
64770,11
64771,5
64772,0
64773,0
64774,1
64775,0
64776,0
64777,0
64778,2
64779,2
64780,2
64781,0
64782,0
64783,1
64784,2
64785,0
64786,2
64787,2
64788,3
64789,3
64790,3
64791,2
64792,0
64793,0
64794,0
64795,0
64796,0
64797,0
64798,0
64799,2
64800,2
64801,1
64802,5
64803,2
64804,0
64805,1
64806,2
64807,2
64808,1
64809,0
64810,0
64811,0
64812,3
64813,2
64814,4
64815,8
64816,7
64817,8
64818,4
64819,6
64820,11
64821,11
64822,10
64823,5
64824,0
64825,0
64826,0
64827,0
64828,0
64829,0
64830,0
64831,0
64832,1
64833,0
64834,2
64835,4
64836,4
64837,4
64838,2
64839,2
64840,4
64841,4
64842,4
64843,1
64844,2
64845,4
64846,4
64847,4
64848,2
64849,0
64850,2
64851,0
64852,0
64853,1
64854,1
64855,2
64856,1
64857,2
64858,0
64859,2
64860,1
64861,2
64862,4
64863,2
64864,1
64865,0
64866,0
64867,2
64868,0
64869,1
64870,4
64871,4
64872,3
64873,1
64874,0
64875,3
64876,3
64877,4
64878,1
64879,0
64880,1
64881,2
64882,1
64883,1
64884,1
64885,0
64886,0
64887,0
64888,0
64889,0
64890,1
64891,0
64892,0
64893,1
64894,7
64895,7
64896,9
64897,7
64898,5
64899,1
64900,2
64901,2
64902,3
64903,2
64904,1
64905,3
64906,1
64907,1
64908,0
64909,1
64910,1
64911,0
64912,15
64913,1
64914,1
64915,5
64916,15
64917,19
64918,4
64919,0
64920,1
64921,1
64922,1
64923,0
64924,1
64925,2
64926,1
64927,1
64928,0
64929,0
64930,1
64931,5
64932,2
64933,2
64934,2
64935,5
64936,0
64937,0
64938,1
64939,2
64940,3
64941,2
64942,6
64943,3
64944,2
64945,6
64946,6
64947,5
64948,2
64949,0
64950,0
64951,1
64952,2
64953,1
64954,1
64955,1
64956,2
64957,2
64958,1
64959,1
64960,1
64961,0
64962,0
64963,1
64964,1
64965,1
64966,1
64967,1
64968,1
64969,1
64970,0
64971,1
64972,0
64973,0
64974,0
64975,2
64976,1
64977,1
64978,0
64979,1
64980,2
64981,2
64982,2
64983,1
64984,1
64985,2
64986,2
64987,2
64988,1
64989,0
64990,3
64991,4
64992,1
64993,2
64994,2
64995,1
64996,1
64997,1
64998,1
64999,1
65000,1
65001,0
65002,6
65003,1
65004,0
65005,1
65006,0
65007,0
65008,0
65009,1
65010,1
65021,2
65022,4
65023,3
65024,4
65025,2
65026,0
65027,4
65028,3
65029,4
65030,1
65031,1
65032,4
65033,4
65034,4
65035,2
65036,0
65037,1
65038,0
65039,4
65040,0
65041,0
65042,0
65043,3
65044,2
65045,1
65046,1
65047,3
65048,1
65049,1
65050,0
65051,2
65052,3
65053,3
65054,3
65055,3
65056,2
65057,4
65058,9
65059,8
65060,9
65061,5
65062,0
65063,0
65064,2
65065,1
65066,1
65067,0
65068,1
65069,1
65070,1
65071,1
65072,0
65073,1
65074,2
65075,1
65076,1
65077,1
65078,4
65079,2
65080,4
65081,1
65082,4
65083,10
65084,10
65085,9
65086,4
65087,0
65088,0
65089,0
65090,0
65091,0
65122,2
65123,4
65124,4
65125,4
65126,2
65127,2
65128,4
65129,4
65130,4
65131,2
65132,2
65133,3
65134,3
65135,3
65136,2
65137,5
65138,9
65139,8
65140,9
65141,3
65142,5
65143,10
65144,10
65145,10
65146,5
65147,7
65148,13
65149,13
65150,12
65151,7
