VaryasyonID,Barkod,StokAdedi
31669,6557969000427,1
24109,6557969000489,3
24110,6557969000502,4
24111,6557969000526,7
24134,6557969001097,1
24135,6557969001110,1
24136,6557969001134,2
24137,6557969001141,1
24138,6557969001158,5
24139,6557969001165,0
24140,6557969001189,0
24141,6557969001202,4
24142,6557969001219,1
24143,6557969001226,1
42828,6557969001172,0
42829,6557969001196,0
29895,6557969001288,0
24154,6557969001370,2
24155,6557969001394,5
24156,6557969001417,0
24157,6557969001424,1
24158,6557969001431,0
24159,6557969001448,1
24160,6557969001455,1
24161,6557969001462,1
24162,6557969001479,1
24163,6557969001486,1
24164,6557969001493,1
24165,6557969001509,1
24166,6557969001516,2
24167,6557969001530,3
24168,6557969001554,1
24169,6557969001561,4
24170,6557969001578,3
24171,6557969001585,2
24172,6557969001592,2
24173,6557969001608,1
24174,6557969001615,3
24175,6557969001622,3
24176,6557969001639,2
42830,6557969001646,0
30099,6557969001776,1
30098,6557969001752,0
24180,6557969001721,0
24182,6557969001769,1
42832,6557969001691,1
42833,6557969001745,1
42834,6557969001783,1
42836,6557969001929,2
24208,6557969002131,10
24217,6557969002292,1
24218,6557969002322,2
24219,6557969002339,1
24220,6557969002346,2
24221,6557969002353,2
24222,6557969002360,1
24224,6557969002384,0
24225,6557969002391,1
24226,6557969002407,1
32001,6557969002278,1
42840,6557969002315,1
24243,6557969002742,5
24245,6557969002780,2
24249,6557969003619,15
24250,6557969003626,4
24253,6557969003657,4
24255,6557969003695,7
35171,6557969003688,2
31440,6557969003749,2
24256,6557969003701,7
24257,6557969003725,9
24264,6557969003831,5
24266,6557969003862,3
24285,6557969004814,6
25834,6557969004784,5
24309,6557969005514,0
31308,6557969009239,4
31307,6557969009192,4
24326,6557969009185,6
24336,6557969009406,7
42953,6557969009338,1
24399,6557969011478,2
24400,6557969011492,2
24401,6557969011515,2
24402,6557969011539,6
24404,6557969011560,7
24405,6557969011577,2
24412,6557969011836,9
42850,6557969011850,1
24418,6557969011966,2
24420,6557969011997,1
31463,6557969025031,7
24433,6557969025024,5
24434,6557969025048,4
29523,6557969040805,8
29522,6557969040782,7
29521,6557969040775,9
26759,6557969040812,9
24467,6557969040843,9
33288,6557969040850,8
25883,6557969154472,1
25885,6557969154519,2
26351,6557968917634,0
24618,6557968917610,0
24619,6557968917627,0
42885,6557968917641,0
42886,6557968917658,0
24620,6557968917665,0
24621,6557968917672,0
24623,6557968917696,0
24624,6557968917702,0
24635,6557969000830,0
24636,6557969000847,0
24637,6557969000861,0
24638,6557969000878,0
24659,6557969070147,0
24660,6557969070154,0
24661,6557969070178,0
24662,6557969070185,0
42895,6557969070161,0
24663,6557969129890,0
24664,6557969129906,0
24665,6557969129920,0
24666,6557969129937,0
42896,6557969129913,0
25104,6557968994192,18
27319,6557968734101,1
25334,6557968735191,1
30516,6557968764924,0
30515,6557968764900,0
30514,6557968764887,0
25701,6557968764894,0
25703,6557968764931,0
26008,6557969153406,2
26012,6557969153451,1
26013,6557969153482,4
26214,6557969059982,3
26225,6557969066263,2
26222,6557969066232,2
26220,6557969066195,5
35273,6557969151426,0
26649,6557969060230,2
26651,6557969064160,0
26680,6557969132784,9
26691,6557969155653,3
26706,6557969156131,3
26704,6557969156094,0
26711,6557968722306,0
26710,6557968722283,0
26708,6557968722269,0
26865,6557969163412,11
26864,6557969163405,22
26863,6557969163399,19
26862,6557969163382,20
26861,6557969163375,20
26860,6557969163368,29
26859,6557969163351,51
26872,6557969163818,21
26870,6557969163795,30
43214,6557969305171,3
31705,6557969066997,7
31707,6557969067031,4
31708,6557969067048,5
31710,6557969067062,8
31714,6557969067109,6
31798,6557969068113,0
31803,6557969068199,3
31805,6557969068212,1
31812,6557969088326,4
41952,6557969088432,1
31834,6557968782379,0
31856,6557969156001,0
31857,6557969088449,1
31858,6557969088463,2
31859,6557969088487,2
31860,6557969088494,7
31861,6557969088500,4
31862,6557969088517,5
31863,6557969088524,5
31864,6557969088531,5
31865,6557969088562,5
31866,6557969088579,1
41953,6557969088548,1
41954,6557969088555,1
31887,6557969160893,0
31934,6557969160435,5
31935,6557969160442,1
31940,6557969160800,7
31946,6557969160558,3
32742,6557969148365,1
32766,6557969055526,0
32767,6557969057797,1
32799,6557969058336,2
32808,6557969064801,3
32810,6557969146095,1
32811,6557969146118,1
32812,6557969146149,4
32813,6557969146156,1
32814,6557969146163,0
32815,6557969146170,1
32816,6557969146187,0
32817,6557969146194,1
32818,6557969146200,1
32819,6557969146224,0
41871,6557969146132,1
41872,6557969146217,0
32820,6557969072646,0
41896,6557969072806,1
32836,6557969072851,1
32838,6557969072899,2
32842,6557969072974,1
32845,6557969073001,2
32857,6557969073346,5
32858,6557969073360,3
32870,6557969087022,4
32872,6557969087053,5
32874,6557969087084,4
32875,6557969087091,2
32876,6557969087107,2
32878,6557969105696,0
32879,6557969105719,2
32880,6557969105733,6
32882,6557969105757,2
32883,6557969105764,0
32884,6557969105771,3
43985,6557969111512,0
32917,6557969129531,1
32918,6557969129579,0
32980,6557969164938,1
32991,6557969165041,0
33014,6557969103531,0
33015,6557969103548,0
33016,6557969103555,0
33017,6557969103579,0
33018,6557969103821,0
33019,6557969103838,0
33020,6557969103845,0
42979,6557969103814,0
33021,6557969103852,0
33022,6557969103869,0
33023,6557969103876,0
42343,6557969103883,0
42344,6557969103890,0
33024,6557969143476,0
33025,6557969143490,0
33026,6557969143506,0
33027,6557969143513,0
43224,6557969143483,0
33028,6557969014004,0
33359,6557969082836,2
33030,6557969015513,6
33031,6557969015520,2
33032,6557969015537,2
33033,6557969082850,2
33034,6557969015568,6
33035,6557969015575,2
33038,6557969015612,0
33039,6557969015629,0
33040,6557969039328,0
33048,6557969015759,1
33049,6557969015766,3
33053,6557969018323,0
33054,6557969018330,0
33055,6557969018347,0
33056,6557969049853,2
42408,6557969018354,0
33057,6557969020005,4
33058,6557969020012,3
33059,6557969020029,3
33060,6557969020036,3
33065,6557969124765,2
33066,6557969020081,0
33067,6557969020098,0
33069,6557969124772,0
33070,6557969022283,0
33071,6557969022313,0
33072,6557969022320,0
33073,6557969022344,0
33074,6557969022351,2
33076,6557969023723,2
33079,6557969023754,2
33080,6557969023778,1
33083,6557969085585,0
33084,6557969085592,0
33085,6557969024409,2
33094,6557969039618,0
43395,6557969041529,0
33097,6557969041499,4
33098,6557969041505,1
33100,6557969041536,0
33101,6557969041543,0
33104,6557969041598,0
33106,6557969041611,0
33107,6557969041628,0
43396,6557969041635,1
33108,6557969041642,3
33109,6557969041666,2
33110,6557969041673,3
42469,6557969041659,4
33112,6557969041840,1
43397,6557969041888,0
33116,6557969041895,0
33117,6557969041901,0
33118,6557969041925,0
43399,6557969041932,0
43398,6557969041918,0
33119,6557969041949,0
33122,6557969041970,0
33124,6557969041994,4
33125,6557969042014,1
33127,6557969042038,1
33128,6557969042090,1
33129,6557969042120,0
33130,6557969042137,0
42960,6557969042106,0
42961,6557969042113,0
33136,6557969042892,0
33137,6557969042908,0
33138,6557969042922,0
33139,6557969042939,1
43400,6557969042915,0
33140,6557969042946,0
33141,6557969042953,1
33142,6557969042960,0
33143,6557969042977,0
33144,6557969042984,0
33145,6557969043004,0
33147,6557969043028,1
33149,6557969043196,0
33150,6557969043202,2
33152,6557969043233,0
33153,6557969043240,0
33154,6557969043257,4
33155,6557969043264,3
33156,6557969043271,1
33157,6557969043288,0
33158,6557969043295,0
33159,6557969043301,0
33161,6557969043332,0
43408,6557969043325,0
33162,6557969043349,0
33163,6557969043356,0
33164,6557969043363,0
33165,6557969043387,0
42472,6557969043370,0
33166,6557969043448,0
33167,6557969043455,0
33168,6557969043462,0
33169,6557969043486,0
43409,6557969043479,0
33170,6557969077627,2
33171,6557969077634,0
33172,6557969077641,0
33173,6557969077658,0
33177,6557969080788,8
33178,6557969080795,6
33180,6557969080825,4
33182,6557969142516,0
33183,6557969142523,0
33184,6557969080832,2
33185,6557969080849,2
33186,6557969080856,0
42565,6557969080863,1
42566,6557969080870,0
33190,6557969080948,0
33193,6557969080979,0
33195,6557969080993,0
33207,6557969124833,22
33208,6557969167779,0
33210,6557969167793,1
33375,6557969149836,7
33378,6557969149898,1
33380,6557969149935,1
33615,6557969144893,1
33623,6557969054383,0
33624,6557969054390,1
33625,6557969054406,1
33626,6557969054420,1
33628,6557969054444,0
33629,6557969054451,0
33688,6557969067413,3
33689,6557969067437,0
33692,6557969067475,0
33693,6557969067499,2
33695,6557969067512,3
41870,6557969067543,1
33707,6557969068748,3
33708,6557969068762,2
33719,6557969069141,3
33730,6557969069301,7
33731,6557969069318,2
33732,6557969069325,4
33733,6557969069332,0
41892,6557969069257,0
33777,6557969083598,3
41933,6557969083529,1
33781,6557969083680,0
33782,6557969083703,0
33783,6557969083727,0
33785,6557969083741,2
33787,6557969083765,0
33788,6557969083789,3
33789,6557969083796,0
33791,6557969084281,3
33792,6557969084304,2
33796,6557969084380,3
35082,6557969084359,2
33870,6557969105535,4
33876,6557969105597,4
33927,6557969128015,5
33930,6557969128060,1
33931,6557969128077,7
33939,6557969147252,3
34067,6557969178683,6
34168,6557969252956,3
34408,6557969103630,0
34409,6557969103647,0
34410,6557969103654,0
42341,6557969103623,0
42342,6557969103661,0
34415,6557969104064,0
34416,6557969104095,0
42980,6557969104071,0
34418,6557969143384,0
34419,6557969143407,0
34420,6557969143414,0
42981,6557969143391,0
34426,6557969012451,3
34429,6557969012550,2
34430,6557969012574,4
34431,6557969012598,8
34432,6557969012604,3
34433,6557969012628,7
34434,6557969012673,0
34435,6557969012680,0
34436,6557969012697,4
34437,6557969012703,0
34438,6557969082874,1
34439,6557969012710,0
34440,6557969012727,2
34441,6557969012741,2
34442,6557969082881,1
42356,6557969012734,0
34443,6557969013274,0
34448,6557969013328,1
34449,6557969013335,1
34451,6557969013519,0
34452,6557969013526,2
34453,6557969013540,0
34454,6557969039885,0
42357,6557969013533,0
34455,6557969013557,0
34456,6557969013564,7
34457,6557969013571,0
42358,6557969013588,0
42359,6557969039892,0
34458,6557969013755,2
34459,6557969013762,2
34460,6557969013779,0
34461,6557969013786,1
42360,6557969039502,1
34462,6557969013793,0
34463,6557969013809,0
34465,6557969013830,3
34466,6557969013847,2
34467,6557969013861,4
34468,6557969039526,3
34472,6557969013915,1
34473,6557969013922,6
34474,6557969013939,12
42363,6557969013946,1
42364,6557969040096,1
34475,6557969014110,1
34476,6557969014127,1
34477,6557969014134,0
34478,6557969014141,0
34480,6557969014165,0
34483,6557969014233,0
34487,6557969014431,4
34488,6557969014455,1
34489,6557969014462,1
34490,6557969039236,2
42367,6557969014448,2
34491,6557969014554,0
34492,6557969014585,1
34493,6557969038109,1
34494,6557969014592,2
34495,6557969014608,0
34496,6557969014622,1
42368,6557969014615,0
42369,6557969038116,0
34502,6557969014684,3
34503,6557969014707,3
34504,6557969038314,4
34505,6557969014714,0
34506,6557969014721,0
34507,6557969014738,1
34508,6557969037676,0
34509,6557969155738,0
34510,6557969155745,0
34511,6557969155752,0
34512,6557969155769,0
34513,6557969155776,0
34514,6557969014790,0
34515,6557969014806,0
34516,6557969014820,0
34517,6557969037690,0
34518,6557969082362,0
34519,6557969082386,0
34520,6557969082409,0
34521,6557969015254,3
34522,6557969015261,1
35070,6557969015230,0
34523,6557969015278,3
34524,6557969015285,1
34525,6557969015292,3
34526,6557969015308,5
42377,6557969082805,0
34527,6557969015315,1
34528,6557969015322,2
34529,6557969015339,0
34530,6557969015346,2
35075,6557969082812,0
34536,6557969016978,4
35277,6557969017197,1
34539,6557969017173,3
34541,6557969017050,9
34544,6557969017111,1
35278,6557969017081,2
35279,6557969046647,0
34545,6557969017135,8
34546,6557969017142,0
34548,6557969017562,6
42381,6557969017579,3
34551,6557969017616,3
34552,6557969017623,3
34553,6557969017630,3
34554,6557969121696,3
35280,6557969017609,0
34555,6557969017654,4
34556,6557969121702,1
42383,6557969017647,0
42384,6557969017661,1
42385,6557969017678,1
34557,6557969017685,1
34558,6557969017692,0
34559,6557969017708,0
42387,6557969049181,0
34560,6557969017722,0
34561,6557969017739,1
34562,6557969017753,1
42388,6557969017746,0
42389,6557969049198,0
42391,6557969017784,3
34564,6557969017807,3
34565,6557969017838,2
34566,6557969017845,2
34567,6557969017852,1
34568,6557969017876,2
35090,6557969017869,0
42397,6557969049389,0
34569,6557969017883,8
34570,6557969017890,2
34571,6557969017906,1
34572,6557969049396,3
42398,6557969017913,0
34573,6557969018040,2
34574,6557969018057,11
34575,6557969018064,1
34576,6557969018071,3
42399,6557969158012,0
34577,6557969018088,1
34578,6557969018095,1
34579,6557969018101,0
34580,6557969018118,2
42400,6557969158029,0
34581,6557969018132,2
42401,6557969018125,0
42402,6557969018149,0
42403,6557969018156,0
42404,6557969158036,0
34583,6557969018262,4
34585,6557969018286,10
34586,6557969018293,12
34589,6557969018408,4
34590,6557969018415,5
34591,6557969018422,2
34592,6557969018439,2
34593,6557969049952,2
34594,6557969018446,0
34596,6557969018460,0
34598,6557969049969,0
34599,6557969018484,4
34600,6557969018491,5
42409,6557969018507,0
42410,6557969050057,0
34602,6557969018521,4
34604,6557969018545,4
34605,6557969018552,2
34606,6557969050064,2
34607,6557969018569,0
34608,6557969018576,0
34609,6557969018583,0
34610,6557969050071,3
42411,6557969018590,0
34611,6557969019207,5
34612,6557969019221,0
34613,6557969019238,3
34614,6557969019481,6
34615,6557969019498,5
34616,6557969019504,3
34617,6557969038970,6
34625,6557969020364,1
34626,6557969020371,0
34627,6557969020395,0
34628,6557969037928,0
42415,6557969020388,0
34629,6557969020401,1
34630,6557969020418,1
34631,6557969020432,1
34632,6557969037935,0
42416,6557969020425,0
34633,6557969024768,0
34634,6557969024775,1
34635,6557969024782,0
34636,6557969037942,0
34641,6557969020487,0
34642,6557969020494,0
34643,6557969020593,1
34644,6557969020609,1
34645,6557969020616,0
34646,6557969020623,0
34647,6557969020708,1
34648,6557969020722,1
34649,6557969039120,0
35246,6557969020715,0
35247,6557969020739,0
34650,6557969020746,1
34651,6557969020760,1
34653,6557969022542,3
34654,6557969022559,4
34655,6557969086018,4
42428,6557969022535,2
34657,6557969022573,3
34659,6557969022597,3
42429,6557969086025,0
34660,6557969086254,3
34661,6557969086278,1
34662,6557969086285,6
34663,6557969086292,2
35157,6557969086261,2
34670,6557969023013,10
34673,6557969023563,5
34674,6557969023570,1
34675,6557969023594,1
34676,6557969085462,1
42442,6557969023587,0
34677,6557969023600,0
34678,6557969023617,1
42443,6557969023624,0
42444,6557969023631,0
42445,6557969085479,0
34682,6557969120309,6
34683,6557969120316,6
34685,6557969024485,7
34686,6557969024492,6
34687,6557969024522,3
34689,6557969086001,3
34690,6557969036822,4
34691,6557969036846,1
34692,6557969036853,1
42451,6557969036839,0
42452,6557969036860,1
34693,6557969036877,0
34694,6557969036884,2
34695,6557969036891,1
34696,6557969036907,0
42453,6557969036914,0
34697,6557969036921,0
34698,6557969036938,0
34699,6557969036945,0
34700,6557969036952,0
34701,6557969036969,0
34702,6557969037140,4
34703,6557969037157,4
34704,6557969037164,3
34707,6557969154328,4
34709,6557969037195,4
34710,6557969037201,5
34711,6557969037218,2
34712,6557969037225,4
34713,6557969037232,2
34714,6557969037249,4
34715,6557969037263,3
35095,6557969125229,4
35096,6557969125250,4
35097,6557969125267,2
34719,6557969125434,2
35129,6557969125427,0
35130,6557969125441,0
35131,6557969125458,1
35132,6557969125465,2
35080,6557969125526,3
35133,6557969125557,3
35134,6557969125564,4
34721,6557969125588,2
35135,6557969125571,1
35136,6557969125601,1
42480,6557969125595,1
42481,6557969125618,0
35137,6557969125670,7
35138,6557969125700,2
35139,6557969125717,2
42486,6557969125694,1
34723,6557969125731,4
35113,6557969125861,2
42963,6557969125854,0
34725,6557969125885,1
34726,6557969126080,7
35124,6557969126073,7
35125,6557969126097,2
35126,6557969126110,4
34727,6557969126189,8
35150,6557969126172,5
35151,6557969126202,2
34728,6557969046159,4
34729,6557969046180,1
34730,6557969046197,1
42500,6557969046166,1
42501,6557969046173,0
34731,6557969046203,1
34732,6557969046227,3
42502,6557969046210,0
42503,6557969046234,1
42504,6557969046241,1
34733,6557969150832,2
34734,6557969150856,0
34735,6557969150863,1
34736,6557969150870,1
42505,6557969150849,0
34737,6557969046258,0
34738,6557969046265,0
34740,6557969046555,2
34741,6557969046562,2
34742,6557969046579,1
34744,6557969046593,4
34746,6557969146330,1
34747,6557969146354,0
34748,6557969146361,0
34750,6557969146392,3
34751,6557969146408,3
34752,6557969146422,8
34753,6557969146439,7
34754,6557969146446,3
34755,6557969146453,4
34758,6557969046913,4
34759,6557969046920,1
34760,6557969046937,3
42506,6557969046906,1
34762,6557969046951,4
34763,6557969046968,4
34764,6557969046975,2
34765,6557969046999,2
34766,6557969049334,0
34767,6557969049341,0
34768,6557969049365,0
34769,6557969049372,1
34773,6557969049976,0
34774,6557969049983,0
34775,6557969050002,1
34777,6557969050033,1
34778,6557969050040,0
34780,6557969076729,1
34781,6557969076750,1
34782,6557969076767,2
42537,6557969076736,1
42538,6557969076743,0
34783,6557969076774,0
34784,6557969076781,1
34785,6557969076804,0
34786,6557969076811,0
42539,6557969076798,0
34787,6557969076873,1
34788,6557969076880,1
34789,6557969076897,1
34791,6557969077672,3
34797,6557969077740,2
34798,6557969077771,3
34799,6557969077795,2
34800,6557969077931,7
34801,6557969077948,9
