VaryasyonID,Barkod,StokAdedi
41173,6557969021194,0
41174,6557969021200,0
41175,6557969021217,0
41176,6557969041185,0
41177,6557969021224,0
41178,6557969021231,0
41179,6557969021255,0
41180,6557969041192,0
42418,6557969021248,0
41181,6557969021279,0
41182,6557969041444,0
42419,6557969021262,0
42420,6557969021286,0
41183,6557969021316,0
41184,6557969021330,0
41185,6557969041451,0
42422,6557969021309,0
42423,6557969021323,0
41186,6557969021354,0
41187,6557969021361,0
41188,6557969021378,0
42424,6557969021347,0
42425,6557969041468,0
41189,6557969021385,0
41190,6557969021392,0
41191,6557969021415,0
41192,6557969041475,0
42426,6557969021408,0
41193,6557969021439,0
41194,6557969021446,0
41195,6557969021453,0
41196,6557969041482,0
41197,6557969150153,0
41198,6557969150160,0
41199,6557969150177,0
42435,6557969150184,0
42436,6557969150191,0
41200,6557969084083,0
41201,6557969084090,0
41202,6557969084113,0
42437,6557969084106,0
42438,6557969084120,0
41203,6557969084137,0
41204,6557969084144,0
41205,6557969084168,0
41206,6557969084175,0
42439,6557969084151,0
41207,6557969084236,0
41208,6557969084250,0
41209,6557969084267,0
42440,6557969084243,0
42441,6557969084274,0
41210,6557969037300,0
42460,6557969037294,0
42462,6557969037324,0
41213,6557969154205,0
41214,6557969154212,0
41216,6557969154236,0
41217,6557969154281,0
41218,6557969154298,0
41219,6557969154304,0
41220,6557969154311,0
41221,6557969044452,0
41223,6557969047590,0
41224,6557969047606,0
41225,6557969047613,0
41226,6557969047620,0
42508,6557969047637,0
41227,6557969047644,0
41228,6557969047651,0
41229,6557969047668,0
41230,6557969047675,0
41231,6557969047682,0
41232,6557969047705,0
41233,6557969047743,0
41234,6557969047750,0
41235,6557969047767,0
41236,6557969047774,0
42509,6557969047781,0
41237,6557969047798,0
41238,6557969047804,0
41239,6557969047811,0
41240,6557969047828,0
41241,6557969047835,0
41242,6557969047842,0
41243,6557969047859,0
41244,6557969047866,0
41245,6557969047873,0
41246,6557969047880,0
41247,6557969047903,0
41248,6557969047941,0
41249,6557969047958,0
41250,6557969047965,0
41251,6557969047989,0
42510,6557969047972,0
41252,6557969048092,0
41253,6557969048108,0
41254,6557969048115,0
41255,6557969048122,0
41256,6557969048139,0
41257,6557969048146,0
41258,6557969048160,0
41259,6557969048184,0
41260,6557969048443,0
42513,6557969049037,0
42514,6557969049044,0
42516,6557969049075,0
41263,6557969272527,0
41264,6557969272534,0
41265,6557969272541,0
41266,6557969272565,0
42526,6557969272558,0
41267,6557969070192,0
41269,6557969070215,0
41271,6557969070239,0
41272,6557969070246,0
41273,6557969070253,0
41274,6557969070277,0
41275,6557969070284,0
41276,6557969272572,0
41277,6557969272589,0
41278,6557969272602,0
41279,6557969272619,0
42528,6557969272596,0
41280,6557969070291,0
41282,6557969070314,0
41284,6557969071243,0
41285,6557969071250,0
41286,6557969071267,0
41287,6557969071281,0
42530,6557969071274,0
41288,6557969071342,0
41289,6557969071359,0
41290,6557969071366,0
41291,6557969071380,0
42531,6557969071373,0
41292,6557969071496,0
41293,6557969071502,0
41294,6557969071519,0
41295,6557969071526,0
41296,6557969073414,0
41297,6557969073421,0
41298,6557969073438,0
41299,6557969073452,0
41300,6557969073476,0
41301,6557969073483,0
41302,6557969073490,0
41303,6557969073506,0
42534,6557969073469,0
41304,6557969073513,0
41305,6557969073520,0
41307,6557969073544,0
41308,6557969073568,0
41309,6557969073575,0
41310,6557969073582,0
41311,6557969073599,0
41312,6557969073605,0
41313,6557969073612,0
41314,6557969073636,0
41315,6557969073643,0
41316,6557969073650,0
42536,6557969073629,0
41317,6557969112731,0
41318,6557969112755,0
41319,6557969112762,0
42567,6557969112779,0
41321,6557969112793,0
41322,6557969112809,0
42568,6557969112816,0
41323,6557969112823,0
41324,6557969112830,0
41325,6557969112847,0
41326,6557969112861,0
41327,6557969112878,0
42569,6557969112854,0
41329,6557969112915,0
41330,6557969112939,0
42570,6557969112922,0
41331,6557969112946,0
41332,6557969112960,0
41335,6557969113127,0
41336,6557969113134,0
42572,6557969113141,0
41337,6557969113189,0
43493,6557969113196,0
43494,6557969113202,0
41342,6557969113301,0
41346,6557969113417,0
41351,6557969114353,0
41352,6557969114377,0
41353,6557969114384,0
41354,6557969114391,0
42579,6557969114407,0
41355,6557969114421,0
41356,6557969114438,0
42580,6557969114414,0
41357,6557969114575,0
41358,6557969114582,0
42584,6557969114568,0
41359,6557969114605,0
41360,6557969139707,0
41361,6557969139714,0
41362,6557969139721,0
41363,6557969139745,0
42603,6557969139738,0
41364,6557969139752,0
41365,6557969139769,0
41366,6557969139783,0
41367,6557969139790,0
42604,6557969139776,0
41368,6557969139813,0
41371,6557969139844,0
41372,6557969139851,0
41373,6557969139868,0
41374,6557969139882,0
41375,6557969139899,0
42606,6557969139875,0
41376,6557969141717,0
41377,6557969141724,0
41378,6557969141748,0
41379,6557969141755,0
42607,6557969141731,0
41380,6557969141786,0
41381,6557969141793,0
41382,6557969141809,0
42608,6557969141762,0
42609,6557969141779,0
41386,6557969166406,0
41387,6557969166413,0
41388,6557969166437,0
41398,6557969272275,0
41399,6557969272282,0
41400,6557969272299,0
41401,6557969272305,0
41402,6557969272312,0
41403,6557969272329,0
41404,6557969272336,0
41405,6557969272343,0
41406,6557969272350,0
41407,6557969272367,0
41408,6557969272374,0
41409,6557969272381,0
41410,6557969272398,0
41411,6557969272404,0
41412,6557969272411,0
41413,6557969272428,0
41414,6557969272442,0
41415,6557969272459,0
41416,6557969272466,0
42635,6557969272435,0
41417,6557969272473,0
41418,6557969272480,0
41419,6557969272503,0
41420,6557969272510,0
42636,6557969272497,0
41653,6557968996165,5
41654,6557968996172,4
41655,6557968996189,2
41656,6557968996196,2
41657,6557968996202,4
41658,6557968996219,0
41674,6557968779737,0
42464,6557969037348,0
42465,6557969037355,0
42466,6557969037362,0
42671,6557969292655,0
42924,6557969015353,0
42925,6557969015360,0
42929,6557969015407,0
42930,6557969126868,0
42931,6557969130803,0
42932,6557969130810,0
42933,6557969130834,0
42934,6557969130841,0
42935,6557969131039,0
42938,6557969132241,0
42939,6557969132258,0
42940,6557969140833,0
42941,6557969132265,0
42942,6557969132272,0
42983,6557969074589,0
42984,6557969074602,0
42985,6557969074626,0
43481,6557969074596,0
42986,6557969074688,0
42987,6557969074695,0
42988,6557969074701,0
42989,6557969074831,0
42990,6557969074848,0
42992,6557969074886,0
42993,6557969074893,0
42994,6557969074923,0
42995,6557969074930,0
42996,6557969074947,0
42997,6557969074954,0
43001,6557969112618,0
43002,6557969112656,0
43003,6557969112663,0
43006,6557969074312,0
43007,6557969074329,0
43010,6557969074367,0
43011,6557969074374,0
43013,6557969074404,0
43014,6557969074411,0
43158,6557969017005,0
43159,6557969046517,0
43305,6557969139653,0
43402,6557969296271,0
43406,6557969296325,0
43411,6557969043554,0
43463,6557969015032,0
43464,6557969015049,0
43465,6557969015056,0
43466,6557969082492,0
43467,6557969015162,0
43468,6557969082522,0
43469,6557969015209,0
43470,6557969015223,0
43471,6557969082539,0
43473,6557969140864,0
43477,6557969019771,0
43482,6557969074640,0
43483,6557969074749,0
43484,6557969074794,0
43486,6557969082584,0
43487,6557969082591,0
43488,6557969082614,0
43495,6557969150245,0
43496,6557969150252,0
43497,6557969150276,0
43498,6557969150283,0
43584,6557969014288,0
43585,6557969040119,0
43586,6557969014318,0
43587,6557969014325,0
43588,6557969014349,0
43616,6557969309377,10
43618,6557969309391,5
43619,6557969309407,5
43620,6557969309414,5
43621,6557969309421,8
43622,6557969309438,8
43624,6557969309452,4
43625,6557969309469,4
43626,6557969309476,8
43627,6557969309483,8
43628,6557969309490,4
43630,6557969309513,4
43632,6557969309537,10
43636,6557969309575,6
43638,6557969309599,3
43639,6557969309605,3
43640,6557969309612,3
43641,6557969309629,24
43642,6557969309636,24
43643,6557969309643,12
43644,6557969309650,12
43645,6557969309667,12
43646,6557969309674,16
43647,6557969309681,16
43648,6557969309698,8
43650,6557969309711,8
43651,6557969309742,0
43653,6557969309766,0
43680,65579693097424,0
43681,65579693097425,0
43654,6557969309773,16
43655,6557969309780,16
43658,6557969309810,8
43659,6557969309827,6
43661,6557969309841,3
43662,6557969309858,3
43663,6557969309865,3
43664,6557969309872,22
43669,6557969309926,8
43670,6557969309933,8
43671,6557969309940,4
43672,6557969309957,4
43991,6557969131268,0
26864,6557969163405,21
26866,6557969163757,48
26861,6557969163375,19
43184,6557969305362,6
43187,6557969305393,7
43189,6557969305416,9
19285,6557968894768,5
33705,6557969068724,2
26870,6557969163795,29
43184,6557969305362,5
26412,6557968563091,2
31592,6557968781082,1
42721,6557969163023,1
31475,6557968928074,1
26824,6557969163573,2
26862,6557969163382,19
26868,6557969163771,39
22721,6557968863771,6
24281,6557969004753,5
26863,6557969163399,14
26862,6557969163382,15
26861,6557969163375,16
26859,6557969163351,50
26869,6557969163788,29
31587,6557968781037,1
33346,6557969165560,6
43183,6557969305348,3
43193,6557969305454,8
27131,6557968902975,4
21612,6557968902944,5
21613,6557968902951,5
21614,6557968902968,5
21910,6557968849355,0
21911,6557968849362,0
21912,6557968849379,0
21913,6557968849386,0
21914,6557968849393,0
23006,6557968777856,0
23803,6557968991993,1
24625,6557968921075,0
24626,6557968921099,0
42889,6557968921068,0
42890,6557968921082,0
42891,6557968921105,0
24639,6557969009741,0
24640,6557969009758,0
24641,6557969009765,0
24643,6557969009789,0
26864,6557969163405,20
26861,6557969163375,15
43196,6557969304662,6
34846,6557969113554,5
34847,6557969113561,4
42576,6557969113547,5
34972,6557969179949,0
34973,6557969179956,0
34974,6557969179970,0
35274,6557969179987,0
42679,6557969179963,0
43996,6557969131473,5
43997,6557969131480,4
43998,6557969131497,5
19038,6557968897080,2
19053,6557968897318,1
19267,6557968873657,0
19268,6557968873664,0
19269,6557968873671,0
19270,6557968873688,0
42780,6557968931548,1
24165,6557969001509,0
31309,6557969009260,13
27319,6557968734101,0
26865,6557969163412,10
26864,6557969163405,19
26863,6557969163399,11
26862,6557969163382,14
26872,6557969163818,19
33380,6557969149935,0
35051,6557969162774,1
35162,6557969162910,5
35262,6557969162842,23
43187,6557969305393,6
19418,6557968803722,0
23061,6557968980676,1
31308,6557969009239,3
26865,6557969163412,9
26863,6557969163399,10
26872,6557969163818,18
31587,6557968781037,0
43187,6557969305393,5
43190,6557969305423,7
26862,6557969163382,13
31592,6557968781082,0
18426,6557968739045,0
18427,6557968739052,0
18428,6557968739069,0
18431,6557968739090,0
18432,6557968739106,0
30319,6557968909479,1
19471,6557968807294,0
19482,6557968808116,0
26185,6557968945064,0
26184,6557968945057,0
26183,6557968945040,0
21880,6557968945002,0
21881,6557968945019,0
21882,6557968945026,0
21883,6557968945033,0
22178,6557968759876,2
22364,6557968774282,6
22663,6557968842318,0
22683,6557968856445,2
23968,6557968997162,0
26227,6557969066287,3
26824,6557969163573,1
26865,6557969163412,7
26864,6557969163405,16
26863,6557969163399,8
26861,6557969163375,14
31591,6557968781075,1
33609,6557969116814,1
42576,6557969113547,4
42663,6557969292570,1
42669,6557969292631,1
43184,6557969305362,4
43188,6557969305409,3
19610,6557968878393,6
22033,6557968751689,0
29835,6557968785127,0
22495,6557968786575,0
22496,6557968786582,0
22497,6557968785134,0
22498,6557968785141,0
26864,6557969163405,12
32606,6557969093245,3
34044,6557969177686,10
34845,6557969113530,3
43188,6557969305409,2
25126,6557968995878,0
26862,6557969163382,11
19477,6557968808048,2
19555,6557968839158,1
19610,6557968878393,5
21113,6557968902494,0
21114,6557968902500,0
21115,6557968902517,0
22721,6557968863771,5
24024,6557968998329,7
31463,6557969025031,6
26864,6557969163405,10
26862,6557969163382,5
26860,6557969163368,28
26859,6557969163351,49
33777,6557969083598,2
34845,6557969113530,1
43414,6557969113592,4
34854,6557969113899,3
42577,6557969113882,3
41325,6557969112847,4
43199,6557969305522,2
43997,6557969131480,3
19547,6557968839059,0
19607,6557968878355,3
21114,6557968902500,1
23875,6557968994710,6
24250,6557969003626,3
24254,6557969003664,2
26429,6557968747538,1
26865,6557969163412,5
26864,6557969163405,9
26863,6557969163399,7
26862,6557969163382,4
26861,6557969163375,13
26859,6557969163351,48
43195,6557969304655,6
26866,6557969163757,47
33375,6557969149836,6
34849,6557969113585,4
43187,6557969305393,4
21994,6557968842172,0
23017,6557968989884,1
23028,6557968956848,2
23029,6557968956862,0
42723,6557968956855,0
23047,6557968968506,2
23063,6557968984155,6
23068,6557968984773,3
23087,6557968993911,6
31319,6557969004241,1
31471,6557969004432,0
23137,6557969004845,0
23141,6557969004883,0
23152,6557969005019,4
23158,6557969005088,1
23160,6557969005521,1
23175,6557969005842,4
42751,6557969005811,1
23183,6557969005941,1
23209,6557969006641,8
23219,6557969010594,1
23246,6557969024638,1
23278,6557968914268,1
23359,6557969005132,4
23362,6557969005170,4
31450,6557968966748,5
23693,6557968966861,0
23694,6557968966878,4
25871,6557968966762,3
24378,6557969010259,0
24546,6557969150948,12
24553,6557969151044,12
35236,6557969150986,12
24639,6557969009741,5
24640,6557969009758,2
24641,6557969009765,3
24643,6557969009789,3
24654,6557969010860,0
24655,6557969010877,0
24656,6557969010884,0
24657,6557969010938,0
42899,6557968994307,3
25124,6557968995854,0
25125,6557968995861,0
25127,6557968995892,0
41502,6557968995885,0
25138,6557968996042,0
26322,6557969151402,3
26656,6557969132876,2
26654,6557969132852,5
26693,6557969155691,2
26692,6557969155677,2
26689,6557969155615,2
26793,6557969163054,0
26865,6557969163412,4
26864,6557969163405,8
31680,6557969098295,1
31696,6557969100806,0
31791,6557969088289,0
31822,6557969105931,10
31824,6557969105955,6
31825,6557969105962,5
31829,6557969106013,5
31883,6557969160848,1
31884,6557969160855,0
31885,6557969160879,0
31886,6557969160886,0
41767,6557969160862,0
41768,6557969160909,1
31901,6557969156377,0
31925,6557969156407,0
31928,6557969156445,1
31930,6557969158258,2
31934,6557969160435,4
31940,6557969160800,4
31945,6557969160541,2
31947,6557969160565,0
31950,6557969160664,9
31951,6557969160671,11
31953,6557969160695,4
31968,6557969152638,2
32625,6557969154014,1
32626,6557969154021,3
32631,6557969098677,2
32632,6557969098684,2
32635,6557969098806,2
32637,6557969098820,2
32640,6557969169322,0
32652,6557969164488,0
32653,6557969164495,0
32679,6557969165171,2
32687,6557969159446,5
32694,6557969158647,2
32695,6557969158654,2
33320,6557969159101,0
32703,6557969161821,7
32707,6557969152133,2
32741,6557969148358,5
32758,6557969055410,0
32767,6557969057797,2
32771,6557969057858,8
32772,6557969057865,4
32773,6557969057872,13
32774,6557969057889,2
32775,6557969057902,1
32776,6557969057919,7
32777,6557969057933,1
43235,6557969057896,4
32803,6557969064726,2
32808,6557969064801,2
32893,6557969107676,0
32894,6557969110836,0
32901,6557969110928,0
35084,6557969110799,0
32960,6557969162644,0
33338,6557969165454,8
33342,6557969169681,1
33345,6557969165553,8
33442,6557969094266,1
33443,6557969098493,5
33449,6557969099001,1
33450,6557969099018,1
33451,6557969099025,4
33452,6557969099032,1
33456,6557969099070,2
33476,6557969100912,1
33478,6557969100936,3
33480,6557969100967,3
33523,6557969152102,3
33524,6557969152119,2
33526,6557969152324,2
41756,6557969152317,1
41766,6557969152768,1
33543,6557969117781,5
33544,6557969117798,4
33545,6557969117804,12
41789,6557969117811,3
33547,6557969117842,4
33556,6557969148433,2
33557,6557969148457,4
33558,6557969148464,2
41800,6557969148426,2
41885,6557969068649,1
41941,6557969085271,1
33853,6557969102381,0
33855,6557969102442,0
33857,6557969102466,0
33858,6557969102480,0
33859,6557969102497,0
33862,6557969105139,1
33876,6557969105597,2
33879,6557969105627,2
41965,6557969105498,3
33891,6557969111048,5
33924,6557969127971,4
33925,6557969127995,4
33929,6557969128053,0
33931,6557969128077,3
33932,6557969128084,1
33950,6557969147474,0
41995,6557969147658,5
33976,6557969162064,7
33985,6557969162200,5
33986,6557969162217,1
33987,6557969162224,12
33988,6557969162231,7
33997,6557969162378,0
34063,6557969178621,2
34064,6557969178652,2
34065,6557969178669,6
34066,6557969178676,2
34067,6557969178683,4
34068,6557969178690,2
42020,6557969178645,1
34118,6557969222843,1
34119,6557969222850,1
34131,6557969223567,6
34132,6557969223574,9
34133,6557969223581,6
34221,6557969134078,4
34845,6557969113530,0
34989,6557969052785,4
34999,6557969053065,2
35005,6557969053799,4
35006,6557969053812,2
35007,6557969053829,3
35008,6557969053836,2
42692,6557969053782,3
42693,6557969053805,3
42694,6557969053843,2
42697,6557969054000,0
35022,6557969094037,5
35040,6557969126936,1
35055,6557969162828,2
35056,6557969167700,3
42024,6557969178782,2
42027,6557969178812,1
41083,6557969035535,4
41084,6557969035542,8
43036,6557969155998,11
41507,6557969208489,11
41510,6557969230381,5
41516,6557969186152,2
41525,6557969227848,4
41540,6557969245866,1
41541,6557969245910,1
41542,6557969246153,2
41543,6557969245965,1
41544,6557969246016,4
42720,6557969163016,1
41696,6557969171318,0
43057,6557969148037,11
43061,6557969148075,3
43096,6557969289662,0
43126,6557969260005,3
43127,6557969260043,3
43128,6557969260050,3
43129,6557969260067,6
43130,6557969260074,2
43131,6557969260081,6
43132,6557969260111,2
43182,6557969305324,7
43184,6557969305362,5
43186,6557969305386,1
43187,6557969305393,5
43191,6557969305430,10
43199,6557969305522,3
43205,6557969305607,5
43209,6557969305645,3
43237,6557969259085,3
43238,6557969259108,1
43239,6557969259146,2
43240,6557969259153,2
43241,6557969259160,6
43242,6557969259191,2
43243,6557969259221,2
43246,6557969259306,2
43283,6557969275382,2
43342,6557969257425,1
43789,6557969217306,0
43892,6557969309025,0
43893,6557969309032,0
43894,6557969309049,0
43895,6557969309056,0
43896,6557969309063,0
43897,6557969309087,0
43925,6557969175484,9
43927,6557969175521,9
43928,6557969175538,4
43929,6557969175545,24
43930,6557969175552,2
43931,6557969175569,22
43932,6557969175583,11
43938,6557969175712,5
43941,6557969175750,10
43946,6557969298473,2
43966,6557969299203,0
43971,6557969207871,0
43972,6557969207901,0
43973,6557969207918,0
43975,6557969207949,1
43976,6557969312322,0
43991,6557969131268,1
43996,6557969131473,0
43997,6557969131480,0
43998,6557969131497,0
44002,6557969291399,2
44028,6557969192726,1
44058,6557969296370,3
44063,6557969291580,2
44074,6557969296547,7
44121,6557969248232,2
44212,6557969290323,3
44214,6557969288412,6
44224,6557969290576,3
44238,6557969296769,3
44267,6557969121177,1
44281,6557969222096,0
44282,6557969222126,0
44283,6557969222133,0
44284,6557969222140,0
44285,6557969222157,0
44292,6557969312759,0
44294,6557969312773,0
44300,6557969308592,0
44302,6557969308615,0
19375,6557968800516,4
19556,6557968839165,6
21992,6557968842158,3
26580,6557968916699,0
24640,6557969009758,1
35211,6557969011249,23
26863,6557969163399,5
26859,6557969163351,47
32010,6557969158517,4
34070,6557969178713,2
34390,6557969092187,9
34393,6557969092224,8
34396,6557969092323,7
34404,6557969092439,7
42697,6557969054000,1
43229,6557969125083,1
44207,6557969290828,5
44209,6557969290873,4
44223,6557969290521,5
18357,6557968713601,0
18358,6557968713618,0
18359,6557968713625,0
18362,6557968713656,0
31327,6557968733722,0
18384,6557968733661,0
18386,6557968733685,0
18398,6557968735665,0
18400,6557968735689,0
18401,6557968735696,0
18402,6557968735702,0
18403,6557968735719,0
18413,6557968738901,0
18414,6557968738918,0
18418,6557968738956,0
18419,6557968738963,0
18420,6557968738970,0
18421,6557968738987,0
18422,6557968738994,0
18423,6557968739007,0
18424,6557968739021,0
18425,6557968739038,0
18439,6557968745930,0
18440,6557968745947,0
18474,6557968744889,0
18475,6557968744896,0
18477,6557968744919,0
18478,6557968744957,0
18479,6557968744964,0
18942,6557968892177,0
18943,6557968892191,0
30636,6557968892931,0
18950,6557968892870,0
18951,6557968892887,0
18952,6557968892894,0
18953,6557968892900,0
18954,6557968892917,0
18955,6557968892924,0
18956,6557968893358,0
18958,6557968893389,0
18959,6557968893419,0
26098,6557968893693,0
26096,6557968893679,0
26095,6557968893655,0
18960,6557968893631,0
18961,6557968893709,0
18962,6557968893716,0
18963,6557968893723,0
18965,6557968893747,0
18966,6557968893754,0
31477,6557968893976,0
18970,6557968893914,0
18971,6557968893938,0
18977,6557968894058,0
18979,6557968894072,0
18983,6557968894126,0
18987,6557968894164,0
18988,6557968894171,0
18989,6557968894188,0
18995,6557968895413,0
18998,6557968896144,0
18999,6557968896151,0
26544,6557968896205,0
19001,6557968896175,0
19002,6557968896182,0
19004,6557968896267,0
19005,6557968896274,0
19006,6557968896281,0
19007,6557968896298,0
19009,6557968896311,0
29015,6557968896359,0
19011,6557968896335,0
19012,6557968896342,0
19013,6557968896366,0
19014,6557968896373,0
19015,6557968896380,0
19016,6557968896397,0
19017,6557968896519,0
19018,6557968896526,0
19019,6557968896533,0
19024,6557968896700,0
19025,6557968896717,0
19026,6557968896724,0
19027,6557968896731,0
19029,6557968896755,0
19030,6557968896960,0
19031,6557968896977,0
19033,6557968896991,0
19034,6557968897004,0
31472,6557968897042,0
29016,6557968897066,0
19035,6557968897035,0
19036,6557968897059,0
19037,6557968897073,0
19038,6557968897080,0
19039,6557968897097,0
19040,6557968897103,0
19042,6557968897134,0
19043,6557968897141,0
19044,6557968897158,0
19045,6557968897165,0
19046,6557968897172,0
26100,6557968897356,0
26099,6557968897349,0
19051,6557968897295,0
19052,6557968897301,0
19053,6557968897318,0
19054,6557968897325,0
19055,6557968897332,0
19056,6557968897561,0
19057,6557968897578,0
19058,6557968897585,0
19059,6557968897592,0
19060,6557968897608,0
19061,6557968897639,0
19062,6557968897646,0
19063,6557968897653,0
19064,6557968897660,0
19065,6557968897677,0
19066,6557968897684,0
19067,6557968897691,0
30743,6557968899237,0
30741,6557968899213,0
19068,6557968899244,0
19070,6557968900971,0
19071,6557968900988,0
19072,6557968900995,0
19073,6557968901008,0
19074,6557968901015,0
19075,6557968901022,0
19076,6557968901039,0
19081,6557968908359,0
19082,6557968908366,0
19083,6557968908380,0
19084,6557968908397,0
30877,6557968908724,0
19085,6557968908748,0
19086,6557968908762,0
19087,6557968908786,0
41590,6557968908731,0
41591,6557968908755,0
41592,6557968908779,0
19088,6557968908793,0
19089,6557968908809,0
19090,6557968908854,0
41593,6557968908816,0
41594,6557968908823,0
41595,6557968908830,0
41596,6557968908847,0
19094,6557968909073,0
19095,6557968909080,0
19098,6557968909134,0
19099,6557968909141,0
19100,6557968909158,0
19104,6557968909219,0
19105,6557968909226,0
30323,6557968909516,0
30322,6557968909509,0
30321,6557968909493,0
30320,6557968909486,0
30319,6557968909479,0
30318,6557968909462,0
19106,6557968909455,0
30327,6557968928043,0
30326,6557968928036,0
30325,6557968928029,0
30324,6557968927992,0
19118,6557968927985,0
19119,6557968928005,0
19120,6557968928012,0
31475,6557968928074,0
19121,6557968928050,0
19122,6557968928081,0
19123,6557968928104,0
19125,6557968971223,0
19127,6557968971247,0
19128,6557968972510,0
19129,6557968972527,0
19130,6557968972534,0
19131,6557968972558,0
19132,6557968972565,0
19133,6557968972572,0
41597,6557968972541,0
19135,6557968975528,0
30454,6557968975627,0
19139,6557968975580,0
19140,6557968975597,0
19141,6557968975610,0
19142,6557968975641,0
41598,6557968975603,0
41599,6557968975634,0
19144,6557968978871,0
19145,6557968978888,0
19146,6557968978895,0
19147,6557968978901,0
19148,6557968978918,0
19149,6557968978925,0
19150,6557968978932,0
26102,6557968979533,0
26101,6557968979526,0
19151,6557968979489,0
19152,6557968979496,0
19153,6557968979502,0
41600,6557968979472,0
41601,6557968979519,0
19154,6557968979618,0
19155,6557968979632,0
19156,6557968979649,0
19157,6557968979663,0
19158,6557968979670,0
41602,6557968979625,0
41603,6557968979656,0
19159,6557968979687,0
19160,6557968979694,0
19161,6557968979700,0
19162,6557968979717,0
19163,6557968979724,0
19164,6557968979731,0
19166,6557968979823,0
19167,6557968979830,0
19169,6557968979854,0
19172,6557968979885,0
19173,6557968981215,0
19174,6557968981222,0
19175,6557968981246,0
19176,6557968981253,0
19177,6557968981260,0
19178,6557968981277,0
41604,6557968981239,0
19179,6557968981284,0
19180,6557968981314,0
19181,6557968981321,0
19182,6557968981338,0
43594,6557968981291,0
43595,6557968981307,0
43596,6557968981345,0
19184,6557968981369,0
19188,6557968985251,0
19189,6557968985268,0
19190,6557968985275,0
19191,6557968985282,0
19192,6557968981512,0
19193,6557968981529,0
19194,6557968981536,0
19195,6557968981543,0
19196,6557968981550,0
19197,6557968981567,0
41605,6557968981505,0
19199,6557968974699,0
19200,6557968974705,0
19201,6557968974712,0
19202,6557968974729,0
19203,6557968974736,0
41606,6557968974743,0
19206,6557968974989,0
19207,6557968975009,0
19208,6557968975016,0
41607,6557968975023,0
41608,6557968975030,0
19209,6557968981871,0
19210,6557968981888,0
19211,6557968981895,0
41609,6557968981864,0
19212,6557968983295,0
19213,6557968983318,0
19214,6557968983332,0
19215,6557968983349,0
19216,6557968983356,0
41610,6557968983301,0
41611,6557968983325,0
26596,6557968983738,0
19217,6557968975269,0
19218,6557968975283,0
19219,6557968975290,0
19220,6557968983745,0
19221,6557968983752,0
19222,6557968988252,0
19224,6557968988276,0
31473,6557968987965,0
26576,6557968987972,0
19231,6557968987989,0
19232,6557968987996,0
19234,6557968988016,0
19239,6557968989617,0
19240,6557968989624,0
19241,6557968989648,0
19242,6557968989655,0
19243,6557968989662,0
41613,6557968989600,0
41614,6557968989631,0
19244,6557969003428,0
19245,6557969003435,0
19246,6557969003466,0
19247,6557969003473,0
19248,6557969003480,0
41615,6557969003442,0
41616,6557969003459,0
26545,6557968896595,0
26103,6557968904887,0
19252,6557968979892,0
19253,6557968979908,0
19257,6557968979946,0
26546,6557968877839,0
19271,6557968877808,0
19272,6557968877815,0
19273,6557968877822,0
19285,6557968894768,4
19292,6557968895482,0
19293,6557968895499,0
19294,6557968895505,0
41617,6557968895475,0
19297,6557968928128,0
19298,6557968928135,0
19299,6557968928142,0
19300,6557968928159,0
29030,6557968956237,0
29029,6557968956220,0
29028,6557968956213,0
19305,6557968956206,0
29039,6557968796581,0
19316,6557968796635,0
19318,6557968796666,0
19346,6557968797991,0
25781,6557968797984,0
25782,6557968798004,0
29709,6557968799964,0
29708,6557968799940,0
29704,6557968799902,0
29701,6557968799858,0
19359,6557968799834,0
19360,6557968799872,0
19492,6557968808727,0
19493,6557968808741,0
19495,6557968808772,0
19496,6557968808789,0
19497,6557968808796,0
19498,6557968808802,0
19499,6557968808833,0
19553,6557968839134,2
19579,6557968841335,0
29115,6557968875866,0
29114,6557968875842,0
29113,6557968875828,0
19648,6557968875736,0
19649,6557968875750,0
19650,6557968875774,0
19651,6557968875781,0
19652,6557968875798,0
19653,6557968875804,0
19654,6557968875811,0
19655,6557968875835,0
19656,6557968875859,0
19737,6557968883779,0
19738,6557968883786,0
19739,6557968883793,0
19740,6557968883809,0
19741,6557968883816,0
19742,6557968883823,0
19743,6557968883830,0
19748,6557968883908,0
19756,6557968884059,0
19758,6557968884097,0
19760,6557968884110,0
25806,6557968884066,0
25807,6557968884080,0
19767,6557968884264,0
19768,6557968884271,0
19769,6557968884288,0
19770,6557968884295,0
19771,6557968884301,0
19772,6557968884318,0
41624,6557968884325,0
31452,6557968884486,0
28553,6557968884943,0
28552,6557968884936,0
28551,6557968884929,0
19778,6557968884905,0
31454,6557968884608,0
31453,6557968884561,0
19779,6557968884547,0
19780,6557968884554,0
19781,6557968884592,0
41625,6557968884578,0
41626,6557968884585,0
19819,6557968886442,0
19821,6557968886480,0
19822,6557968886510,0
25672,6557968886428,0
26126,6557968886794,0
19828,6557968894874,0
19829,6557968894898,0
19830,6557968894911,0
19831,6557968894935,0
29140,6557968898124,0
29139,6557968898100,0
29138,6557968898070,0
19887,6557968898063,0
19888,6557968898087,0
19889,6557968898094,0
19890,6557968898117,0
30724,6557968899190,0
30723,6557968899152,0
26134,6557968899206,0
19919,6557968899145,0
19920,6557968899169,0
19921,6557968899176,0
19922,6557968899183,0
