product_id,stok_kodu,miktar
30420,BKO4437-KS,10
30419,BKO4436-KS,14
30418,BKO4435-KS,14
30416,BK2612,3
30387,BS2652-KS,1
30364,ES1599-KS,7
30348,BKO4429-KS,2
30346,BKO4427-KS,3
30334,BKO4415-KS,15
30333,BKO4414-KS,10
30332,BKO4413-KS,12
30319,BKO4400-KS,24
30316,BB2675-KS,14
30303,BB2662-KS,15
30302,BB2661-KS,16
30299,BB2658-KS,5
30298,BB2657-KS,4
30284,BB2643-KS,12
30266,BB2625-KS,11
30265,BB2624-KS,12
30258,BB2617-KS,1
30257,BB2616-KS,6
30255,BB2614-KS,9
30249,BB2608-KS,15
30248,BB2607-KS,7
30241,EB2666-KS,6
30240,EB2665-KS,4
30235,EB2660-KS,5
30227,EB2652-KS,6
30198,BK2593,4
30175,BB2595-KS,1
30144,SGK1150-KS,0
30137,BB2570-KS,4
30135,BB2568-KS,7
30131,BB2564-KS,13
30126,BB2559-KS,6
30124,BB2557-KS,2
30068,MCN820-KS,9
30067,MCN819-KS,9
30065,MCN817-KS,7
30063,MCN815-KS,9
30058,MCN810-KS,8
30056,MCN808-KS,9
30054,MCN806-KS,9
30048,MCN800-KS,6
30047,MCN799-KS,9
30020,MCN772-KS,9
30017,MCN769-KS,9
29995,MCN747-KS,5
29994,BB2545,1
29992,BB2543,4
29983,BB2534,4
29977,BB2528,9
29972,BB2523,23
29913,BB2520-KS,4
29912,BB2519-KS,3
29911,BB2518-KS,8
29909,BB2516-KS,5
29906,BB2513-KS,3
29904,BKO4399-KS,3
29902,BKO4397-KS,5
29901,BKO4396-KS,12
29884,BKO4379-KS,2
29883,BKO4378-KS,13
29882,BKO4377-KS,4
29877,EB2642-KS,2
29851,EB2616-KS,5
29850,EB2615-KS,3
29845,EB2610-KS,3
29841,EB2606-KS,9
29839,EB2604-KS,7
29706,BYK1088-KS,17
29704,BYK1086-KS,57
29703,BYK1085-KS,41
29689,BYK1071-KS,2
29685,BYK1067-KS,18
29684,BYK1066-KS,85
29683,BYK1065-KS,20
29614,BK2488,4
29608,EB2582-KS,3
29606,EB2580-KS,2
29605,EB2579-KS,1
29579,EB2553-KS,7
29553,EB2527-KS,9
29550,EB2524-KS,7
29490,BKO4211-KS,1
29477,BKO4198-KS,2
29339,BK2484,1
29294,ERK759-KS,50
29282,ERK747-KS,41
29277,ERK742-KS,15
29276,ERK741-KS,19
29265,ERK730-KS,2
29027,BYK1001-KS,1
28994,BYK968-KS,2
28956,EB2496-KS,16
28900,ERK676,1
28878,BK2441,17
28877,BK2440,5
28768,BB2421-KS,2
28726,SN451-KS,4
28614,EB2395,6
28609,EB2390,6
28551,BB2394-KS,3
28545,BB2388-KS,4
28429,ES1451-KS,3
28350,BB2379-KS,2
28334,EB2271-KS,142
28325,EB2262-KS,156
28238,BS2002-KS,3
28182,BK2370,12
27893,BK2348,7
27810,ES1371-KS,7
27781,ES1342-KS,5
27711,ES1297-KS,3
27659,BS1896-KS,1
27590,ERK627-KS,12
27581,ERK618-KS,1
27535,ERK572-KS,11
27517,ERK554-KS,11
27058,BKP4001-KS,20
26954,BS1848-KS,7
26748,SN413-KS,10
25717,BKP3918,3
25621,BKP3935,2
25587,EB1878,12
25559,EB1850,1
25170,BS1677,6
25150,BS1657,15
25112,BS1619,4
24729,BB1854,29
24713,BB1838,6
24701,BB1826,12
24607,BKO3642,22
24299,GG512,105
24095,EY207,17
24092,EY204,3
24088,EY200,8
23901,EB1680,2
23899,EB1678,2
23898,EB1677,1
23532,TSH900,2
21644,BB1631,6
21612,BB1594,1
20839,SN303,14
18944,SGK757,4
18854,BR360,10
18544,EY153,29
18479,SGK709,2
18218,EY145,11
18131,EBR135,18
17850,EY122,15
17073,BR248,21
15343,BKP2222,1
13529,HZM102,210
11368,BKO2128,2
10753,"Clariss Kutu",354
10712,BKP1429,1
10705,BKP1422,2
10704,BKP1421,5
10703,BKP1420,3
10702,BKP1419,4
10691,BKP1408,2
10688,BKP1405,3
10536,BKP1431,1
9712,BKO1753,3
9711,BKO1752,9
9710,BKO1751,3
9707,BKO1748,11
9636,BKP1353,4
9634,BKP1351,3
9624,BKP1345,3
9380,BKP1300,4
9338,BKP1261,1
9236,BKO1651,2
9046,BKO1599,11
8756,BKP1138,1
7372,BKP944,2
4401,BKP702,2
4203,BKP693,1
4188,BKP681,5
3905,BKP667,2
3875,BKP637,1
3822,BKP563,1
3797,BKP553,8
3792,BKP548,3
30603,EY251-KS,6
30592,BS2678-KS,17
30591,BS2677-KS,14
30590,BS2676-KS,17
30587,SGK1192-KS,5
30572,BB2691-KS,89
30571,CBS402-KS,8
30569,CBS400-KS,2
30568,CBS399-KS,10
30559,CBS390-KS,8
30546,BK2626,2
30540,BK2620,3
30537,BK2617,6
30534,BK2614,2
30532,BS2672-KS,19
30531,BS2671-KS,8
30511,BS2668-KS,1
30510,BS2667-KS,19
30494,BYK1176-KS,27
30482,SGK1179-KS,8
30468,ES1619-KS,1
30467,ES1618-KS,2
30428,BKO4445-KS,9
30394,BS2659-KS,7
30393,BS2658-KS,6
30383,BS2648-KS,9
30380,BS2645-KS,12
30378,ES1613-KS,25
30374,ES1609-KS,11
30367,ES1602-KS,13
30354,SGK1160-KS,5
30309,BB2668-KS,2
30298,BB2657-KS,3
30266,BB2625-KS,0
30244,EY236-KS,16
30202,ERK776-KS,1
30184,BK2579,4
30179,BK2574,7
30126,BB2559-KS,5
30027,MCN779-KS,9
30017,MCN769-KS,8
29931,EK1221,0
29930,EK1220,7
29921,EK1212,3
29916,EK1207,5
29908,BB2515-KS,7
29801,BK2553,0
29739,BKP4475-KS,4
29684,BYK1066-KS,84
29683,BYK1065-KS,18
29682,BYK1064-KS,78
29539,EK1157,2
29538,EK1156,4
29530,EK1148,0
29517,EK1135,0
29516,EK1134,3
29512,EK1130,5
29432,BKP4403-KS,5
29031,BYK1005-KS,16
28879,BK2442,7
28807,AN227-KS,1
28730,SN455-KS,1
28728,SN453-KS,13
28727,SN452-KS,14
28670,EB2451,3
28614,EB2395,7
28567,EB2348-KS,5
28537,BS2024-KS,5
28501,ES1490-KS,6
28429,ES1451-KS,2
28085,EG653-KS,1
28065,BS1966-KS,17
27910,BY821-KS,11
27640,CBS374-KS,4
27637,CBS371-KS,4
27340,ES1181-KS,0
27089,HH801-KS,11
26907,BKO3964-KS,5
26862,ES1170-KS,1
26723,SN390-KS,10
26461,LBS356-KS,3
25509,BKP3911,2
25301,BS1705,8
25292,BS1756,11
25289,BS1753,4
25120,BS1627,2
25111,BS1618,6
24304,GG517,313
24088,EY200,6
23093,EB1582,5
22694,HH618,8
22656,HH601,14
22524,TSH858,2
22309,EY175,10
21969,TSH814,3
20949,ERK299,3
18848,BR354,1
18661,BS1207,2
17857,EY129,19
17853,EY125,6
17843,EY115,24
17841,EY113,9
17541,BLDV181,13
17121,BR294,4
15422,BS1021,3
14954,BKP2168,5
14816,CBS225,3
14803,CBS212,1
13191,BKO2282,4
10753,"Clariss Kutu",349
7899,BR177,3
7898,BR176,3
6475,EB1072,1
3881,BKP643,6
30711,EB2775-KS,7
30710,EB2774-KS,12
30709,EB2773-KS,13
30708,EB2772-KS,12
30707,EB2771-KS,11
30705,EB2769-KS,20
30704,EB2768-KS,20
30703,EB2767-KS,18
30702,EB2766-KS,13
30701,EB2765-KS,20
30700,EB2764-KS,21
30699,EB2763-KS,20
30698,EB2762-KS,21
30697,EB2761-KS,21
30696,EB2760-KS,21
30695,EB2759-KS,20
30694,EB2758-KS,19
30693,EB2757-KS,21
30692,EB2756-KS,19
30691,EB2755-KS,21
30690,EB2754-KS,20
30689,EB2753-KS,20
30688,EB2752-KS,20
30687,EB2751-KS,21
30686,EB2750-KS,21
30653,EB2730-KS,7
30651,EB2728-KS,11
30650,EB2727-KS,1
30649,EB2726-KS,10
30648,EB2725-KS,2
30646,EB2723-KS,9
30645,EB2722-KS,1
30644,EB2721-KS,12
30643,EB2720-KS,16
30642,EB2719-KS,9
30641,EB2718-KS,10
30640,EB2717-KS,10
30639,EB2716-KS,7
30638,EB2715-KS,10
30634,EB2711-KS,7
30630,EB2708-KS,7
30629,EB2707-KS,10
30628,EB2706-KS,12
30626,EB2704-KS,3
30625,EB2703-KS,2
30624,EB2702-KS,11
30623,EB2701-KS,11
30622,EB2700-KS,1
30621,EB2699-KS,7
30620,EB2698-KS,7
30619,EB2697-KS,8
30618,EB2696-KS,9
30585,SGK1190-KS,10
30575,BK2631,3
30572,BB2691-KS,87
30571,CBS402-KS,7
30570,CBS401-KS,11
30528,EY249-KS,6
30517,ERK789-KS,18
30512,BS2669-KS,12
30506,BYK1188-KS,28
30505,BYK1187-KS,27
30475,SGK1172-KS,2
30460,EB2695-KS,7
30459,EB2694-KS,4
30457,EB2692-KS,6
30456,EB2691-KS,11
30455,EB2690-KS,7
30454,EB2689-KS,2
30453,EB2688-KS,10
30452,EB2687-KS,13
30451,EB2686-KS,5
30450,EB2685-KS,11
30449,EB2684-KS,7
30448,EB2683-KS,1
30447,EB2682-KS,12
30446,EB2681-KS,1
30445,EB2680-KS,7
30444,EB2679-KS,5
30443,EB2678-KS,3
30440,EB2675-KS,4
30432,BKO4449-KS,28
30427,BKO4444-KS,4
30416,BK2612,2
30399,BK2595,5
30379,BS2644-KS,13
30376,ES1611-KS,8
30354,SGK1160-KS,2
30329,BKO4410-KS,13
30305,BB2664-KS,12
30251,BB2610-KS,11
30247,EY239-KS,24
30214,BS2638-KS,9
30201,ERK775-KS,16
30200,ERK774-KS,1
30192,BK2587,2
30187,BK2582,3
30182,BK2577,2
30179,BK2574,6
30037,MCN789-KS,9
29978,BB2529,6
29974,BB2525,6
29973,BB2524,23
29922,EK1213,7
29902,BKO4397-KS,4
29820,TSH949-KS,12
29801,BK2553,12
29712,BYK1094-KS,34
29697,BYK1079-KS,9
29683,BYK1065-KS,16
29682,BYK1064-KS,77
29643,BK2517,3
29612,BK2486,10
29606,EB2580-KS,1
29578,EB2552-KS,9
29551,EB2525-KS,6
29477,BKO4198-KS,1
29348,EB2513-KS,7
29333,BK2478,4
29291,ERK756-KS,46
29272,ERK737-KS,8
29182,HH1072-KS,5
29142,HH1032-KS,4
29135,HH1025-KS,1
29099,HH989-KS,8
29017,BYK991-KS,6
28964,EB2504-KS,4
28956,EB2496-KS,15
28698,BKP4264-KS,17
28516,ES1497-KS,3
28402,ES1430-KS,2
28401,ES1429-KS,9
28400,ES1428-KS,4
28399,ES1427-KS,11
28378,EK1128,4
28355,EK1105,1
28338,EB2275-KS,11
28334,EB2271-KS,141
28310,EB2247-KS,36
28300,EB2237-KS,23
28227,BS1991-KS,5
28210,BK2392,5
28204,BK2386,3
28183,BK2371,16
28179,BS1988-KS,12
28074,BS1975-KS,7
28073,BS1974-KS,20
28071,BS1972-KS,8
28070,BS1971-KS,14
28069,BS1970-KS,3
28066,BS1967-KS,20
28060,BS1961-KS,18
28038,BS1939-KS,3
28034,BS1935-KS,10
28027,BS1928-KS,7
27960,EB2218-KS,58
27818,ES1376-KS,7
27784,ES1345-KS,3
27727,ES1313-KS,1
27713,ES1299-KS,1
27702,ES1288-KS,4
27640,CBS374-KS,3
27625,CBS359-KS,4
27613,ERK650-KS,7
27540,ERK577-KS,6
27412,BS1872-KS,5
27338,EB2212-KS,18
27127,HH839-KS,6
27098,HH810-KS,9
26958,BS1852-KS,15
26821,BKP3992-KS,3
26773,SN438-KS,4
26763,SN428-KS,6
26761,SN426-KS,6
26521,EB2014-KS,7
26509,EB2002-KS,1
26423,BK2249,11
26389,BK2231,8
26354,BK2194,11
26210,ERK477-KS,5
26165,BS1792-KS,0
25945,SGK1046-KS,1
25850,BY359,1
25537,BS1773,3
25311,BS1715,14
25287,BS1750,2
25272,BS1735,1
25138,BS1645,1
25134,BS1641,11
25120,BS1627,1
25118,BS1625,18
24819,BS1609,3
24611,BKO3646,14
24598,BKO3633,10
24299,GG512,104
24298,GG511,215
24297,GG510,179
24100,EB1688,11
24089,EY201,10
24088,EY200,3
23859,BK2090,3
23588,TSH945,5
23559,TSH915,5
22621,HH597,16
22309,EY175,25
22224,BS1537,6
22136,SN375,1
20879,SN323,13
20878,SN322,2
20864,BK1885,5
20844,SN308,4
20841,SN305,2
18854,BR360,9
18221,EY148,28
18210,EY136,15
17854,EY126,32
17851,EY123,6
17844,EY116,18
17019,BR194,36
13307,TSH523,2
12040,GG209,4
12040,GG209,4
10753,"Clariss Kutu",337
10705,BKP1422,1
9712,BKO1753,2
7580,BB972,12
7390,BLZ105,5
7387,BLZ102,15
30530,BS2670-KS,1
30397,ES1616-KS,1
29583,EB2557-KS,8
28665,EB2446,4
28384,EB2281,3
28170,BS1979-KS,8
27919,BY830-KS,42
27918,BY829-KS,26
27917,BY828-KS,24
26958,BS1852-KS,16
26948,BS1842,12
26947,BS1841,11
26946,BS1840,13
25300,BS1704,7
25293,BS1757,7
25236,BS1683,18
25164,BS1671,7
25160,BS1667,1
25157,BS1664,2
25146,BS1653,7
25145,BS1652,7
25133,BS1640,10
25131,BS1638,13
25129,BS1636,18
25111,BS1618,5
24088,EY200,2
23501,BK2051,2
23381,SGK972,6
23060,EB1502,9
20049,BS1352,2
19462,SGK931,8
18673,BS1219,5
18652,BS1198,14
15444,BS1043,1
15422,BS1021,5
11750,BS803,3
30728,EB2792-KS,7
30727,EB2791-KS,7
30724,EB2788-KS,7
30643,EB2720-KS,15
30637,EB2714-KS,4
30634,EB2711-KS,2
30629,EB2707-KS,9
30621,EB2699-KS,6
30614,EK1230,3
30611,EK1227,2
30603,EY251-KS,3
30602,ERK798-KS,17
30601,ERK797-KS,19
30599,ERK795-KS,16
30598,ERK794-KS,19
30597,ERK793-KS,19
30595,ERK791-KS,19
30592,BS2678-KS,14
30591,BS2677-KS,13
30590,BS2676-KS,16
30587,SGK1192-KS,4
30585,SGK1190-KS,9
30583,SGK1188-KS,-1
30579,SGK1184-KS,7
30571,CBS402-KS,6
30570,CBS401-KS,10
30552,CBS383-KS,9
30548,BK2628,4
30547,BK2627,1
30545,BK2625,5
30541,BK2621,2
30537,BK2617,5
30534,BK2614,10
30533,BS2673-KS,16
30532,BS2672-KS,16
30525,EY246-KS,10
30518,ERK790-KS,6
30517,ERK789-KS,13
30516,ERK788-KS,3
30515,ERK787-KS,7
30511,BS2668-KS,12
30510,BS2667-KS,18
30509,BS2666-KS,10
30508,BS2665-KS,5
30503,BYK1185-KS,31
30502,BYK1184-KS,30
30497,BYK1179-KS,22
30496,BYK1178-KS,32
30494,BYK1176-KS,26
30489,BYK1171-KS,1
30488,BYK1170-KS,28
30487,BYK1169-KS,31
30483,SGK1180-KS,27
30474,SGK1171-KS,7
30471,ES1622-KS,1
30466,ES1617-KS,7
30464,BB2681-KS,17
30463,BB2680-KS,19
30462,BB2679-KS,18
30461,BB2678-KS,35
30455,EB2690-KS,6
30432,BKO4449-KS,25
30430,BKO4447-KS,9
30429,BKO4446-KS,11
30428,BKO4445-KS,8
30426,BKO4443-KS,12
30425,BKO4442-KS,7
30423,BKO4440-KS,13
30422,BKO4439-KS,12
30421,BKO4438-KS,12
30420,BKO4437-KS,9
30419,BKO4436-KS,13
30408,BK2604,4
30389,BS2654-KS,4
30384,BS2649-KS,11
30381,BS2646-KS,7
30378,ES1613-KS,28
30369,ES1604-KS,7
30367,ES1602-KS,14
30361,SGK1167-KS,12
30359,SGK1165-KS,2
30349,BKO4430-KS,4
30348,BKO4429-KS,1
30333,BKO4414-KS,9
30321,BKO4402-KS,23
30320,BKO4401-KS,17
30319,BKO4400-KS,23
30313,BB2672-KS,13
30305,BB2664-KS,6
30304,BB2663-KS,18
30301,BB2660-KS,18
30299,BB2658-KS,2
30292,BB2651-KS,12
30290,BB2649-KS,6
30279,BB2638-KS,6
30278,BB2637-KS,10
30268,BB2627-KS,3
30265,BB2624-KS,9
30264,BB2623-KS,6
30263,BB2622-KS,3
30262,BB2621-KS,7
30259,BB2618-KS,1
30253,BB2612-KS,5
30251,BB2610-KS,9
30248,BB2607-KS,5
30247,EY239-KS,21
30244,EY236-KS,15
30240,EB2665-KS,2
30220,EB2645-KS,7
30209,ERK783-KS,5
30208,ERK782-KS,5
30205,ERK779-KS,16
30204,ERK778-KS,12
30201,ERK775-KS,13
30199,ERK773-KS,6
30195,BK2590,4
30191,BK2586,4
30187,BK2582,2
30185,BK2580,7
30167,BB2587-KS,1
30153,SGK1159-KS,5
30152,SGK1158-KS,14
30149,SGK1155-KS,1
30141,SGK1147-KS,10
30140,BB2573-KS,13
30136,BB2569-KS,8
30128,BB2561-KS,42
30127,BB2560-KS,14
30126,BB2559-KS,4
30125,BB2558-KS,8
30123,BB2556-KS,2
30120,BB2553-KS,8
30119,BB2552-KS,12
30094,BB2546-KS,7
30074,MCN826-KS,5
30034,MCN786-KS,8
30004,MCN756-KS,4
29996,MCN748-KS,5
29994,BB2545,12
29990,BB2541,4
29988,BB2539,12
29986,BB2537,12
29985,BB2536,18
29983,BB2534,3
29982,BB2533,11
29979,BB2530,5
29978,BB2529,2
29977,BB2528,7
29976,BB2527,1
29975,BB2526,4
29974,BB2525,3
29973,BB2524,13
29927,EK1217,2
29924,EK1215,10
29916,EK1207,4
29910,BB2517-KS,2
29908,BB2515-KS,6
29882,BKO4377-KS,3
29859,EB2624-KS,3
29853,EB2618-KS,3
29850,EB2615-KS,1
29845,EB2610-KS,2
29837,EB2602-KS,3
29836,EB2601-KS,7
29795,BK2547,1
29766,EK1194,1
29739,BKP4475-KS,3
29722,BKP4458-KS,3
29721,BKP4457-KS,1
29714,BYK1096-KS,28
29712,BYK1094-KS,33
29706,BYK1088-KS,16
29704,BYK1086-KS,50
29697,BYK1079-KS,8
29696,BYK1078-KS,34
29689,BYK1071-KS,1
29687,BYK1069-KS,2
29685,BYK1067-KS,14
29684,BYK1066-KS,83
29683,BYK1065-KS,9
29682,BYK1064-KS,73
29654,BK2528,2
29653,BK2527,4
29640,BK2514,1
29612,BK2486,4
29582,EB2556-KS,4
29576,EB2550-KS,2
29564,EB2538-KS,3
29549,EB2523-KS,5
29539,EK1157,1
29529,EK1147,8
29524,EK1142,7
29516,EK1134,2
29515,EK1133,2
29512,EK1130,2
29403,BKP4374-KS,7
29402,BKP4373-KS,7
29393,BKP4364-KS,7
29392,BKP4363-KS,7
29374,BKP4345-KS,3
29368,BKP4339-KS,4
29367,BKP4338-KS,3
29323,BK2468,4
29305,BKO4176-KS,4
29297,ERK762-KS,7
29296,ERK761-KS,48
29293,ERK758-KS,51
29292,ERK757-KS,52
29291,ERK756-KS,45
29289,ERK754-KS,43
29288,ERK753-KS,29
29284,ERK749-KS,28
29283,ERK748-KS,46
29282,ERK747-KS,40
29280,ERK745-KS,24
29279,ERK744-KS,25
29276,ERK741-KS,18
29271,ERK736-KS,27
29266,ERK731-KS,30
29265,ERK730-KS,1
29261,ERK726-KS,30
29259,ERK724-KS,45
29225,BKP4303-KS,6
29217,BKP4295-KS,1
29204,BKP4282-KS,3
29202,BKP4280-KS,2
29183,HH1073-KS,1
29146,HH1036-KS,6
29142,HH1032-KS,3
29085,HH975-KS,7
29064,BYK1038-KS,5
29062,BYK1036-KS,10
29008,BYK982-KS,27
28991,BYK965-KS,19
28970,BYK944-KS,19
28878,BK2441,16
28877,BK2440,4
28827,HH958-KS,2
28742,HH943-KS,8
28729,SN454-KS,17
28703,BKP4269-KS,17
28591,EB2372,4
28583,EB2364-KS,6
28552,BB2395-KS,5
28551,BB2394-KS,2
28541,BB2384-KS,2
28537,BS2024-KS,4
28531,BS2018-KS,5
28530,BS2017-KS,12
28516,ES1497-KS,2
28510,ES1494-KS,6
28502,ES1491-KS,1
28501,ES1490-KS,5
28497,EB2329,3
28445,ES1461-KS,10
28436,ES1456-KS,4
28429,ES1451-KS,1
28428,ES1450-KS,6
28414,ES1441-KS,6
28410,ES1438-KS,10
28406,ES1434-KS,10
28402,ES1430-KS,1
28396,ES1424-KS,10
28378,EK1128,2
28369,EK1119,3
28341,BB2370-KS,10
28334,EB2271-KS,140
28324,EB2261-KS,242
28310,EB2247-KS,35
28301,EB2238-KS,18
28300,EB2237-KS,21
28293,BK2410,8
28278,EK1100,9
28274,EK1096,9
28270,EK1092,5
28261,EK1083,5
28257,EK1079,12
28238,BS2002-KS,2
28227,BS1991-KS,4
28222,ERK665-KS,7
28221,ERK664-KS,11
28220,ERK663-KS,4
28217,ERK660-KS,20
28210,BK2392,3
28204,BK2386,1
28197,BK2380,3
28186,BK2374,7
28183,BK2371,14
28182,BK2370,10
28181,BK2369,18
28174,BS1983-KS,14
28170,BS1979-KS,6
28167,BS1976-KS,7
28161,BY843-KS,20
28159,BY841-KS,32
28157,BY839-KS,1
28146,BKP4245-KS,2
28129,BKP4228-KS,2
28124,BKP4223-KS,1
28119,BKP4218-KS,7
28108,ES1403-KS,2
28107,ES1402-KS,1
28099,ES1395-KS,6
28089,EG657-KS,4
28070,BS1971-KS,13
28063,BS1964-KS,5
28049,BS1950-KS,3
27980,BKP4214-KS,16
27976,BKP4210-KS,1
27974,BKP4208-KS,3
27963,BKP4197-KS,9
27950,EK1073,1
27917,BY828-KS,22
27906,BY817-KS,15
27898,BK2349,1
27896,ES1388-KS,16
27893,BK2348,6
27890,ES1383-KS,17
27889,ES1382-KS,6
27888,ES1381-KS,24
27818,ES1376-KS,5
27810,ES1371-KS,6
27806,ES1367-KS,4
27804,ES1365-KS,9
27798,ES1359-KS,3
27794,ES1355-KS,3
27791,ES1352-KS,5
27786,ES1347-KS,2
27716,ES1302-KS,2
27698,ES1284-KS,2
27640,CBS374-KS,2
27639,CBS373-KS,3
27615,ERK652-KS,13
27576,ERK613-KS,2
27540,ERK577-KS,4
27535,ERK572-KS,9
27528,ERK565-KS,12
27525,ERK562-KS,3
27484,BKO4044-KS,13
27479,BKO4039-KS,16
27416,BS1876-KS,8
27402,GG645-KS,4
27387,GG630-KS,2
27346,ES1187-KS,1
27187,HH859-KS,17
27100,HH812-KS,8
27092,HH804-KS,15
27058,BKP4001-KS,19
27035,ERK525-KS,13
27001,BY386,12
26999,BY384,4
26958,BS1852-KS,15
26954,BS1848-KS,2
26926,BKO3983-KS,5
26923,BKO3980-KS,4
26907,BKO3964-KS,4
26895,BKO3952-KS,5
26884,BKO3941-KS,5
26823,BKP3994-KS,12
26814,BKP3985-KS,3
26805,BKO3927-KS,5
26746,SN411-KS,8
26720,SN387-KS,12
26649,LES300-KS,1
26602,BKO3913-KS,4
26522,EB2015-KS,2
26504,EB1998-KS,3
26477,LBS372-KS,2
26466,LBS361-KS,1
26460,LBS355-KS,2
26449,LBS344-KS,1
26438,LBS333-KS,4
26354,BK2194,10
26329,EK1040-KS,2
26222,ERK489-KS,9
26214,ERK481-KS,3
26210,ERK477-KS,2
26199,BS1821-KS,3
26177,BS1803-KS,17
26150,BKP3967-KS,2
26082,BKO3851-KS,30
25988,SGK1089-KS,1
25959,SGK1060-KS,1
25945,SGK1046-KS,3
25934,BS1784,9
25929,BS1779-EB,6
25926,BS1776,3
25871,EB1883,6
25848,BY357,14
25633,BB1882,16
25621,BKP3935,1
25587,EB1878,11
25580,EB1871,7
25537,BS1773,1
25533,BS1765,2
25531,BS1768,5
25513,BKP3915,8
25455,ERK480,11
25417,BKP3843,4
25409,BKP3835,5
25406,BKP3832,4
25374,BKP3887,1
25310,BS1714,5
25309,BS1713,7
25292,BS1756,10
25290,BS1754,13
25289,BS1753,3
25244,BS1691,15
25238,BS1685,5
25235,BS1682,17
25234,BS1681,12
25163,BS1670,2
25154,BS1661,6
25146,BS1653,6
25145,BS1652,6
25142,BS1649,2
25134,BS1641,10
25119,BS1626,5
25118,BS1625,17
25113,BS1620,2
25111,BS1618,3
25108,BS1615,14
25077,BKP3816,1
24865,BKP3710,1
24819,BS1609,2
24729,BB1854,28
24728,BB1853,11
24726,BB1851,5
24721,BB1846,1
24720,BB1845,2
24715,BB1840,5
24705,BB1830,9
24703,BB1828,7
24699,BB1872,36
24659,BKO3694,5
24611,BKO3646,12
24598,BKO3633,8
24301,GG514,42
24299,GG512,103
24298,GG511,214
24297,GG510,178
24167,BRS257,14
24163,BRS253,1
24124,BRS213,6
24108,BRS197,1
24095,EY207,16
24094,EY206,7
24093,EY205,8
24092,EY204,2
24090,EY202,14
24089,EY201,6
23830,HH744,28
23556,TSH912,8
23394,SGK985,5
23381,SGK972,5
23024,EB1550,4
22671,EK909,3
22653,HH598,4
22637,BK1990,3
22621,HH597,15
22616,HH591,14
22552,HH549,7
22514,TSH848,6
22440,BKP3104,19
22423,BKP3085,3
22309,EY175,22
22203,BS1511,11
22115,SN354,1
22106,SPK136,2
21879,BKO3252,6
21821,BB1706,23
21813,BB1699,7
21736,ES1076,2
21627,BB1609,3
21560,EB1382,4
21550,BB1652,11
21353,EB1362,4
21122,ERK366,6
21097,ERK345,13
21090,ERK338,9
21084,BKP3009,3
20890,SN334,3
20878,SN322,1
20864,BK1885,3
20685,HH355,6
20624,BS1443,15
20308,HH289,1
20174,BKP2851,4
20110,BS1385,5
20079,BS1383,4
20066,BS1370,1
20060,BS1363,14
19041,BKO3044,18
18944,SGK757,3
18940,SGK753,3
18854,BR360,8
18851,BR357,13
18222,EY149,12
18221,EY148,27
18218,EY145,9
18217,EY144,17
18210,EY136,14
18209,EY135,23
18207,EY133,18
18136,EBR140,10
18131,EBR135,16
18119,EBR123,9
17873,ERK224,4
17860,EY132,4
17859,EY131,4
17858,EY130,17
17857,EY129,8
17855,EY127,4
17854,EY126,22
17852,EY124,18
17851,EY123,4
17850,EY122,8
17844,EY116,17
17842,EY114,5
17840,EY112,4
17583,BLDV212,2
17537,BLDV177,3
17534,BLDV174,3
17526,BLDV166,1
17517,BLDV157,3
17121,BR294,3
17112,BR285,3
17092,BR266,5
17074,BR249,12
17053,BR228,9
17024,BR199,48
15755,BKP2380,6
15242,BKP2211,5
15209,BS1012,9
15179,BS983,1
14972,BKP2186,2
14954,BKP2168,4
14939,BKP2153,12
14936,BKP2150,2
14935,BKP2149,10
14929,BKP2143,6
14928,BKP2142,6
14843,BKP2096,1
13821,BKP1969,1
13360,HH185,17
13211,BKO2302,2
13191,BKO2282,2
13156,BKO2247,2
12470,CBS171,2
11343,BKO2103,6
10980,BKP1621,1
10979,BKP1620,1
10917,BKP1692,2
10910,BKP1386,30
10907,BKP1383,31
10754,KUTU,82
10753,"Clariss Kutu",276
10704,BKP1421,3
10703,BKP1420,1
10702,BKP1419,2
9712,BKO1753,1
9636,BKP1353,3
9624,BKP1345,2
9380,BKP1300,2
9379,BKP1299,4
9046,BKO1599,9
8888,SGK446,8
7899,BR177,2
7390,BLZ105,4
7387,BLZ102,14
7386,BLZ101,23
7073,BB958,5
6754,BB931,1
6398,EB851,11
6021,EB920,12
4188,BKP681,3
3881,BKP643,3
3797,BKP553,6
3792,BKP548,1
858,BB268,1
19,BRS81,1
30653,EB2730-KS,6
30626,EB2704-KS,2
30618,EB2696-KS,8
30610,EK1226,1
30593,BS2679-KS,9
30591,BS2677-KS,12
30589,BS2675-KS,18
30583,SGK1188-KS,3
30575,BK2631,2
30572,BB2691-KS,86
30571,CBS402-KS,5
30570,CBS401-KS,9
30534,BK2614,9
30533,BS2673-KS,14
30532,BS2672-KS,15
30528,EY249-KS,5
30526,EY247-KS,14
30525,EY246-KS,9
30517,ERK789-KS,12
30512,BS2669-KS,11
30511,BS2668-KS,11
30509,BS2666-KS,9
30508,BS2665-KS,1
30507,BYK1189-KS,35
30503,BYK1185-KS,29
30502,BYK1184-KS,29
30497,BYK1179-KS,21
30494,BYK1176-KS,24
30492,BYK1174-KS,31
30490,BYK1172-KS,20
30488,BYK1170-KS,24
30471,ES1622-KS,20
30466,ES1617-KS,5
30447,EB2682-KS,11
30432,BKO4449-KS,24
30431,BKO4448-KS,11
