product_id,stok_kodu,miktar
25942,SGK1043-KS,3
25570,EB1861,7
25306,BS1710,16
24593,BKO3628,5
24378,EB1718,7
24322,EB1696,6
24297,GG510,214
24106,BRS195,24
24104,EB1692,8
24099,EB1687,0
23379,SGK970,7
22388,BS1572,6
21855,BKO3234,26
21558,EB1380,7
21249,EKP136,22
21247,EKP134,3
20838,SN302,5
20836,SN300,5
20111,BS1386,3
18211,EY138,3
18123,EBR127,2
17849,EY121,0
17604,BLDV233,3
17516,BLDV156,2
13600,ERK160,3
13565,HZM138,132
13373,HH198,3
10754,KUTU,90
10753,"Clariss Kutu",966
7580,BB972,47
7194,EB747,7
7193,EB746,8
6754,BB931,2
6751,BB928,12
29632,BK2506,5
29628,BK2502,5
29625,BK2499,21
29624,BK2498,5
29615,BK2489,3
29600,EB2574-KS,11
29597,EB2571-KS,11
29596,EB2570-KS,11
29595,EB2569-KS,11
29594,EB2568-KS,11
29590,EB2564-KS,11
29589,EB2563-KS,11
29588,EB2562-KS,11
29553,EB2527-KS,9
29534,EK1152,10
29348,EB2513-KS,21
29347,EB2512-KS,21
29346,EB2511-KS,21
29338,BK2483,1
29332,BK2477,7
29312,BK2457,5
29304,ERK769-KS,28
29303,ERK768-KS,26
29302,ERK767-KS,28
29300,ERK765-KS,17
29299,ERK764-KS,28
29298,ERK763-KS,27
29297,ERK762-KS,30
29296,ERK761-KS,62
29286,ERK751-KS,54
29277,ERK742-KS,31
29276,ERK741-KS,31
29047,BYK1021-KS,10
29027,BYK1001-KS,30
28933,EB2473-KS,3
28930,EB2470-KS,3
28919,EB2459-KS,8
28917,EB2457-KS,4
28878,BK2441,22
28857,BK2420,10
28856,BK2419,9
28847,BB2437-KS,2
28839,BB2429-KS,13
28824,HH956-KS,8
28813,HH945-KS,14
28721,BB2407-KS,21
28668,EB2449,7
28582,EB2363-KS,1
28580,EB2361-KS,9
28539,BS2026-KS,6
28518,ES1498-KS,3
28443,ES1459-KS,10
28440,EB2300,4
28437,ES1457-KS,5
28310,EB2247-KS,3
28287,BK2404,10
28284,BK2401,3
28283,BK2400,5
28215,BK2397,1
28214,BK2396,1
28184,BK2372,14
28180,BS1989-KS,8
28114,ES1409-KS,1
28046,BS1947-KS,7
28029,BS1930-KS,7
27932,BK2365,10
27907,BY818-KS,31
27905,BY816-KS,18
27903,BY814-KS,51
27893,BK2348,16
27885,BK2346,13
27884,BK2345,8
27882,BK2343,10
27832,BK2340,9
27763,ES1324-KS,6
27730,ES1316-KS,2
27697,ES1283-KS,9
27693,ES1279-KS,4
27691,ES1277-KS,11
27644,CBS378-KS,1
27620,ERK657-KS,8
27609,ERK646-KS,11
27581,ERK618-KS,19
27539,ERK576-KS,14
27483,BKO4043-KS,1
27343,ES1184-KS,1
27319,EB2193-KS,2
27315,EB2189-KS,2
27291,EB2165-KS,3
27283,EB2157-KS,2
27281,EB2155-KS,10
27276,EB2150-KS,10
27274,EB2148-KS,3
27272,EB2146-KS,4
27211,BB1942-KS,4
27147,BB1913-KS,2
26971,BK2306,2
26865,ES1173-KS,11
26754,SN419-KS,4
26652,LES303-KS,1
26575,EB2068-KS,6
26559,EB2052-KS,4
26554,EB2047-KS,3
26546,EB2039-KS,8
26541,EB2034-KS,7
26518,EB2011-KS,8
26417,BK2243,1
26214,ERK481-KS,12
26204,BS1826-KS,1
26042,EB1926,2
25992,SGK1093-KS,7
25984,SGK1085-KS,1
25949,SGK1050-KS,4
25893,EB1905,8
25587,EB1878,10
25497,EY224,22
25302,BS1706,10
25301,BS1705,19
25287,BS1750,3
25153,BS1660,9
25116,BS1623,11
24608,BKO3643,19
24457,BS1599,1
24385,EB1725,7
24322,EB1696,5
24302,GG515,163
24297,GG510,213
24183,BRS273,17
24152,BRS242,10
23790,ES1090,12
22615,HH590,2
22381,BS1565,4
22309,EY175,16
21558,EB1380,6
21557,EB1379,1
21552,EB1374,6
21530,ERK431,6
21242,EKP129,22
21230,EKP117,30
20170,BKP2848,8
20060,BS1363,16
18217,EY144,19
18208,EY134,2
10754,KUTU,89
10753,"Clariss Kutu",963
9977,MSK101,9
8193,BKP1058,1
7580,BB972,46
7193,EB746,5
7164,EB848,5
2723,"SAÇ TEBEŞİRİ 12",75
542,EBK102,8
29698,BYK1080-KS,95
29697,BYK1079-KS,95
29696,BYK1078-KS,95
29695,BYK1077-KS,95
29694,BYK1076-KS,95
29693,BYK1075-KS,83
29692,BYK1074-KS,95
29691,BYK1073-KS,95
29690,BYK1072-KS,95
29689,BYK1071-KS,95
29688,BYK1070-KS,95
29680,BYK1062-KS,46
29655,BK2529,10
29628,BK2502,3
29626,BK2500,5
29625,BK2499,20
29624,BK2498,17
29617,BK2491,6
29613,BK2487,4
29612,BK2486,18
29593,EB2567-KS,11
29556,EB2530-KS,8
29555,EB2529-KS,10
29540,EK1158,9
29539,EK1157,10
29538,EK1156,10
29521,EK1139,7
29344,EB2509-KS,21
29333,BK2478,17
29332,BK2477,6
29315,BK2460,2
29312,BK2457,17
29311,BK2456,1
29303,ERK768-KS,25
29298,ERK763-KS,18
29297,ERK762-KS,29
29296,ERK761-KS,61
29292,ERK757-KS,58
29284,ERK749-KS,57
29282,ERK747-KS,56
29264,ERK729-KS,35
29261,ERK726-KS,33
29260,ERK725-KS,34
29200,HH1090-KS,7
29198,HH1088-KS,7
29184,HH1074-KS,7
29136,HH1026-KS,5
29108,HH998-KS,5
29095,HH985-KS,7
29071,BYK1045-KS,1
29058,BYK1032-KS,3
29053,BYK1027-KS,1
29052,BYK1026-KS,20
29043,BYK1017-KS,17
29027,BYK1001-KS,29
28974,BYK948-KS,11
28973,BYK947-KS,11
28935,EB2475-KS,2
28930,EB2470-KS,2
28918,EB2458-KS,10
28915,EB2455-KS,6
28910,ERK686,3
28908,ERK684,1
28906,ERK682,2
28859,BK2422,19
28858,BK2421,6
28847,BB2437-KS,1
28845,BB2435-KS,8
28842,BB2432-KS,3
28841,BB2431-KS,14
28840,BB2430-KS,12
28839,BB2429-KS,12
28808,AN228-KS,6
28807,AN227-KS,28
28758,BB2411-KS,11
28752,BKO4173-KS,13
28721,BB2407-KS,17
28707,BKP4273-KS,4
28662,EB2443,2
28629,EB2410,7
28588,EB2369-KS,14
28586,EB2367-KS,17
28583,EB2364-KS,16
28580,EB2361-KS,7
28578,EB2359-KS,10
28557,BB2400-KS,9
28554,BB2397-KS,8
28548,BB2391-KS,7
28546,BB2389-KS,9
28499,ES1488-KS,6
28490,ES1484-KS,3
28488,ES1483-KS,7
28470,ES1479-KS,8
28468,ES1477-KS,9
28467,ES1476-KS,10
28466,ES1475-KS,8
28459,ES1472-KS,4
28454,ES1469-KS,11
28437,ES1457-KS,4
28402,ES1430-KS,11
28401,ES1429-KS,11
28332,EB2269-KS,5
28329,EB2266-KS,6
28328,EB2265-KS,4
28327,EB2264-KS,6
28322,EB2259-KS,5
28314,EB2251-KS,10
28306,EB2243-KS,11
28299,EB2236-KS,4
28287,BK2404,8
28253,BS2008-KS,2
28252,BS2007-KS,2
28248,BS2003-KS,1
28240,ES1414-KS,7
28233,BS1997-KS,11
28232,BS1996-KS,22
28230,BS1994-KS,17
28204,BK2386,9
28167,BS1976-KS,16
28162,BY844-KS,18
28160,BY842-KS,28
28159,BY841-KS,73
28158,BY840-KS,4
28157,BY839-KS,22
28101,ES1396-KS,3
28100,ES1394-KS,7
28091,EG659-KS,3
28087,EG655-KS,3
28082,EG650-KS,2
28073,BS1974-KS,23
28070,BS1971-KS,21
28069,BS1970-KS,10
28067,BS1968-KS,5
28066,BS1967-KS,23
28065,BS1966-KS,20
28064,BS1965-KS,16
28063,BS1964-KS,14
28060,BS1961-KS,20
28059,BS1960-KS,16
28058,BS1959-KS,21
28055,BS1956-KS,10
28054,BS1955-KS,3
28052,BS1953-KS,9
28050,BS1951-KS,11
28049,BS1950-KS,9
28048,BS1949-KS,7
28045,BS1946-KS,10
28041,BS1942-KS,11
28040,BS1941-KS,11
28038,BS1939-KS,9
27998,HH923-KS,4
27978,BKP4212-KS,15
27974,BKP4208-KS,10
27971,BKP4205-KS,10
27920,BY831-KS,10
27915,BY826-KS,32
27914,BY825-KS,26
27912,BY823-KS,16
27911,BY822-KS,16
27907,BY818-KS,30
27904,BY815-KS,81
27903,BY814-KS,49
27821,ES1378-KS,6
27820,ES1377-KS,10
27820,ES1377-KS,10
27807,ES1368-KS,3
27799,ES1360-KS,10
27795,ES1356-KS,9
27788,ES1349-KS,9
27786,ES1347-KS,7
27779,ES1340-KS,7
27720,ES1306-KS,7
27717,ES1303-KS,6
27703,ES1289-KS,3
27664,BS1901-KS,7
27620,ERK657-KS,4
27616,ERK653-KS,3
27609,ERK646-KS,9
27595,ERK632-KS,14
27593,ERK630-KS,3
27592,ERK629-KS,15
27590,ERK627-KS,19
27582,ERK619-KS,3
27581,ERK618-KS,18
27576,ERK613-KS,24
27548,ERK585-KS,23
27540,ERK577-KS,16
27539,ERK576-KS,12
27536,ERK573-KS,10
27532,ERK569-KS,6
27531,ERK568-KS,9
27523,ERK560-KS,1
27521,ERK558-KS,2
27467,BKO4027-KS,3
27459,EG638-KS,4
27229,BB1960-KS,22
27218,BB1949-KS,13
27211,BB1942-KS,3
27210,BB1941-KS,13
27208,BB1939-KS,5
27078,BKP4021-KS,12
27038,ERK528-KS,2
26950,BS1844-KS,2
26931,BKO3988-KS,16
26928,BKO3985-KS,2
26923,BKO3980-KS,33
26912,BKO3969-KS,13
26904,BKO3961-KS,7
26901,BKO3958-KS,14
26886,BKO3943-KS,1
26876,BKO3933-KS,8
26865,ES1173-KS,10
26814,BKP3985-KS,12
26756,SN421-KS,3
26619,SGK1134-KS,2
26597,EB2090-KS,3
26569,EB2062-KS,8
26563,EB2056-KS,1
26518,EB2011-KS,7
26374,BK2215,11
26217,ERK484-KS,22
26216,ERK483-KS,5
25974,SGK1075-KS,2
25959,SGK1060-KS,6
25949,SGK1050-KS,1
25939,ES1117,16
25937,ES1115,24
25813,BKP3943,4
25812,BKP3942,10
25810,BKP3941,4
25646,BB1896,12
25641,BB1890,8
25603,BKO3858,24
25587,EB1878,8
25563,EB1854,9
25560,EB1851,1
25558,EB1849,4
25557,EB1848,4
25554,EB1845,7
25497,EY224,19
24906,BKO3763,1
24731,BB1856,9
24729,BB1854,33
24715,BB1840,18
24713,BB1838,12
24385,EB1725,6
24378,EB1718,6
24369,EB1709,2
24328,EB1702,9
24299,GG512,131
24183,BRS273,15
24134,BRS223,7
24127,BRS216,20
24122,BRS211,11
24104,EB1692,7
24103,EB1691,1
23886,BKO3417,13
23524,TSH892,12
22464,BKP3130,2
22317,EY183,1
22309,EY175,12
21917,BKO3298,7
21880,BKO3310,36
21855,BKO3234,20
21523,ERK424,9
21351,EB1360,14
21350,EB1359,10
21328,EB1337,6
21246,EKP133,24
21121,ERK365,4
21120,ERK364,3
20888,SN332,4
20407,BKP2956,11
20166,BKP2844,2
20065,BS1369,21
19426,BS1285,1
19286,BS1264,1
19271,BS1249,4
19183,BB1491,2
18672,BS1218,9
18653,BS1199,5
18427,BB1455,10
18218,EY145,3
18217,EY144,17
17604,BLDV233,2
17530,BLDV170,5
15459,BS1058,2
15439,BS1038,2
15351,BKP2230,1
15246,BKP2215,2
15245,BKP2214,1
15220,BKP2189,6
14972,BKP2186,4
14939,BKP2153,16
14933,BKP2147,6
14932,BKP2146,1
14843,BKP2096,3
13485,ES758,4
13211,BKO2302,24
13089,BKO2411,15
11872,BS855,7
11544,BKP1711,1
11341,BKO2101,3
10754,KUTU,71
10753,"Clariss Kutu",952
9716,BKO1757,18
9714,BKO1755,5
9712,BKO1753,7
9711,BKO1752,13
9710,BKO1751,13
9707,BKO1748,21
9666,BKO1816,1
9635,BKP1352,3
9591,BKP1312,1
8443,BKO1536,6
7580,BB972,43
7164,EB848,4
6967,AN182,6
6426,EB950,3
6171,BKP902,6
5712,BB662,3
3405,EB394,7
29686,BYK1068-KS,95
29680,BYK1062-KS,45
29678,EK1180,0
29677,EK1179,0
29676,EK1178,0
29675,EK1177,0
29674,EK1176,0
29673,EK1175,0
29672,EK1174,0
29671,EK1173,0
29670,EK1172,0
29669,EK1171,0
29668,EK1170,0
29667,EK1169,0
29666,EK1168,0
29665,EK1167,0
29664,EK1166,-1
29663,EK1165,0
29662,EK1164,0
29661,EK1163,0
29660,EK1162,0
29659,EK1161,0
29658,EK1160,0
29657,EK1159,0
29640,BK2514,11
29628,BK2502,2
29623,BK2497,5
29613,BK2487,2
29610,EB2584-KS,2
29609,EB2583-KS,8
29603,EB2577-KS,8
29600,EB2574-KS,10
29596,EB2570-KS,10
29595,EB2569-KS,10
29594,EB2568-KS,10
29591,EB2565-KS,5
29554,EB2528-KS,10
29543,EB2517-KS,11
29540,EK1158,7
29539,EK1157,8
29538,EK1156,8
29537,EK1155,7
29536,EK1154,7
29535,EK1153,7
29534,EK1152,8
29533,EK1151,0
29532,EK1150,7
29531,EK1149,6
29530,EK1148,9
29529,EK1147,9
29528,EK1146,0
29527,EK1145,9
29526,EK1144,9
29525,EK1143,9
29524,EK1142,9
29523,EK1141,0
29522,EK1140,8
29521,EK1139,5
29520,EK1138,0
29519,EK1137,3
29518,EK1136,8
29517,EK1135,7
29516,EK1134,9
29515,EK1133,0
29514,EK1132,9
29513,EK1131,10
29512,EK1130,10
29511,EK1129,9
29303,ERK768-KS,24
29300,ERK765-KS,16
29298,ERK763-KS,4
29291,ERK756-KS,54
29288,ERK753-KS,47
29287,ERK752-KS,54
29286,ERK751-KS,43
29284,ERK749-KS,49
29282,ERK747-KS,50
29262,ERK727-KS,28
29256,BKP4334-KS,7
29250,BKP4328-KS,7
29248,BKP4326-KS,6
29218,BKP4296-KS,7
29217,BKP4295-KS,7
29214,BKP4292-KS,6
29213,BKP4291-KS,7
29209,BKP4287-KS,7
29206,BKP4284-KS,6
29205,BKP4283-KS,6
29204,BKP4282-KS,6
29202,BKP4280-KS,6
29201,HH1091-KS,7
29194,HH1084-KS,7
29192,HH1082-KS,7
29187,HH1077-KS,7
29184,HH1074-KS,6
29180,HH1070-KS,7
29165,HH1055-KS,2
29159,HH1049-KS,7
29081,HH971-KS,11
29076,BYK1050-KS,5
29072,BYK1046-KS,21
29071,BYK1045-KS,0
29061,BYK1035-KS,14
29048,BYK1022-KS,3
29045,BYK1019-KS,10
29037,BYK1011-KS,5
29017,BYK991-KS,11
29012,BYK986-KS,30
29000,BYK974-KS,35
28950,EB2490-KS,8
28947,EB2487-KS,1
28938,EB2478-KS,0
28917,EB2457-KS,1
28914,EB2454-KS,2
28874,BK2437,0
28848,BB2438-KS,11
28846,BB2436-KS,9
28824,HH956-KS,7
28762,BB2415-KS,3
28761,BB2414-KS,12
28754,BKO4175-KS,6
28753,BKO4174-KS,6
28752,BKO4173-KS,11
28728,SN453-KS,21
28727,SN452-KS,20
28726,SN451-KS,10
28707,BKP4273-KS,3
28703,BKP4269-KS,18
28701,BKP4267-KS,19
28696,BKP4262-KS,19
28622,EB2403,7
28583,EB2364-KS,14
28580,EB2361-KS,4
28570,EB2351-KS,17
28569,EB2350-KS,12
28565,EB2346-KS,8
28562,BB2405-KS,4
28561,BB2404-KS,2
28559,BB2402-KS,8
28557,BB2400-KS,8
28555,BB2398-KS,11
28554,BB2397-KS,7
28553,BB2396-KS,16
28552,BB2395-KS,16
28551,BB2394-KS,12
28549,BB2392-KS,15
28548,BB2391-KS,6
28546,BB2389-KS,8
28543,BB2386-KS,17
28542,BB2385-KS,14
28532,BS2019-KS,10
28529,BS2016-KS,9
28528,BS2015-KS,2
28527,BS2014-KS,3
28526,BS2013-KS,8
28514,ES1496-KS,3
28503,ES1492-KS,2
28502,ES1491-KS,8
28501,ES1490-KS,7
28499,ES1488-KS,5
28473,ES1482-KS,7
28470,ES1479-KS,3
28451,ES1466-KS,3
28443,ES1459-KS,9
28440,EB2300,3
28433,ES1454-KS,5
28419,ES1443-KS,3
28409,ES1437-KS,6
28387,EB2284,9
28374,EK1124,1
28349,BB2378-KS,6
28313,EB2250-KS,10
28285,BK2402,1
28260,EK1082,5
28246,ES1420-KS,1
28237,BS2001-KS,4
28231,BS1995-KS,19
28230,BS1994-KS,15
28229,BS1993-KS,16
28225,ERK668-KS,1
28224,ERK667-KS,16
28222,ERK665-KS,15
28221,ERK664-KS,10
28220,ERK663-KS,10
28219,ERK662-KS,13
28218,ERK661-KS,0
28217,ERK660-KS,23
28211,BK2393,8
28190,BK2377,5
28180,BS1989-KS,7
28137,BKP4236-KS,0
28136,BKP4235-KS,6
28135,BKP4234-KS,8
28131,BKP4230-KS,1
28119,BKP4218-KS,10
28112,ES1407-KS,4
28107,ES1402-KS,9
28103,ES1398-KS,5
28071,BS1972-KS,11
28067,BS1968-KS,4
28066,BS1967-KS,22
28045,BS1946-KS,9
28038,BS1939-KS,8
28029,BS1930-KS,6
27977,BKP4211-KS,12
27974,BKP4208-KS,9
27973,BKP4207-KS,0
27968,BKP4202-KS,15
27965,BKP4199-KS,14
27964,BKP4198-KS,15
27954,EK1077,13
27920,BY831-KS,9
27919,BY830-KS,15
27917,BY828-KS,17
27915,BY826-KS,30
27909,BY820-KS,6
27908,BY819-KS,24
27907,BY818-KS,25
27906,BY817-KS,19
27904,BY815-KS,80
27903,BY814-KS,47
27730,ES1316-KS,1
27723,ES1309-KS,3
27719,ES1305-KS,7
27718,ES1304-KS,2
27715,ES1301-KS,5
27711,ES1297-KS,9
27703,ES1289-KS,2
27694,ES1280-KS,4
27691,ES1277-KS,5
27674,BS1911-KS,3
27657,BS1894-KS,3
27651,BS1888-KS,0
27634,CBS368-KS,4
27633,CBS367-KS,10
27620,ERK657-KS,3
27604,ERK641-KS,18
27590,ERK627-KS,18
27586,ERK623-KS,0
27574,ERK611-KS,24
27566,ERK603-KS,15
27548,ERK585-KS,22
27539,ERK576-KS,10
27532,ERK569-KS,5
27521,ERK558-KS,1
27476,BKO4036-KS,9
27468,BKO4028-KS,0
27467,BKO4027-KS,2
27466,BKO4026-KS,8
27455,EG634-KS,7
27421,BS1881-KS,4
27420,BS1880-KS,7
27419,BS1879-KS,3
27417,BS1877-KS,7
27413,BS1873-KS,0
27346,ES1187-KS,6
27340,ES1181-KS,1
27314,EB2188-KS,5
27284,EB2158-KS,9
27271,EB2145-KS,1
27237,BKO4017-KS,0
27231,BKO4011-KS,1
27203,BB1934-KS,1
27198,BB1929-KS,0
27172,BS1868-KS,1
27171,BS1867-KS,0
27164,BS1860-KS,4
27134,BKO4006-KS,1
27102,HH814-KS,17
27080,BKP4023-KS,1
27079,BKP4022-KS,14
27077,BKP4020-KS,9
27073,BKP4016-KS,9
27072,BKP4015-KS,6
27070,BKP4013-KS,0
27067,BKP4010-KS,10
26965,BKO4001-KS,12
26963,BS1857-KS,3
26961,BS1855-KS,0
26953,BS1847-KS,14
26950,BS1844-KS,1
26940,BKO3997-KS,1
26934,BKO3991-KS,0
26932,BKO3989-KS,21
26931,BKO3988-KS,13
26930,BKO3987-KS,3
26929,BKO3986-KS,0
26928,BKO3985-KS,1
26925,BKO3982-KS,24
26924,BKO3981-KS,23
26923,BKO3980-KS,32
26922,BKO3979-KS,7
26921,BKO3978-KS,13
26919,BKO3976-KS,0
26915,BKO3972-KS,3
26913,BKO3970-KS,26
26907,BKO3964-KS,12
26906,BKO3963-KS,0
26904,BKO3961-KS,6
26902,BKO3959-KS,13
26901,BKO3958-KS,11
26899,BKO3956-KS,0
26887,BKO3944-KS,11
26886,BKO3943-KS,0
26883,BKO3940-KS,22
26880,BKO3937-KS,13
26878,BKO3935-KS,2
26872,BKO3929-KS,4
26868,ES1176-KS,2
26826,BKP3997-KS,3
26825,BKP3996-KS,7
26824,BKP3995-KS,3
26823,BKP3994-KS,15
26822,BKP3993-KS,15
26821,BKP3992-KS,9
26818,BKP3989-KS,4
26817,BKP3988-KS,-1
26814,BKP3985-KS,10
26813,BKP3984-KS,4
26812,BKP3983-KS,9
26811,BKP3982-KS,14
26810,BKP3981-KS,16
26807,BKP3978-KS,17
26806,BKP3977-KS,7
26805,BKO3927-KS,11
26800,BKO3922-KS,17
26781,SN446-KS,10
26758,SN423-KS,12
26615,SGK1130-KS,1
26555,EB2048-KS,2
26518,EB2011-KS,5
26516,EB2009-KS,9
26406,SGK1120-KS,1
26218,ERK485-KS,7
26215,ERK482-KS,19
26214,ERK481-KS,11
26213,ERK480-KS,23
26168,BS1795-KS,1
26149,BKP3966-KS,0
26146,BKP3963-KS,9
26144,BKP3961-KS,2
26143,BKP3960-KS,1
26088,BKO3857-KS,12
25982,SGK1083-KS,2
25974,SGK1075-KS,1
25972,SGK1073-KS,1
25966,SGK1067-KS,3
25941,ES1119,1
25940,ES1118,9
25939,ES1117,9
25895,EB1907,5
25894,EB1906,5
25891,EB1903,4
25884,EB1896,1
25881,EB1893,5
25877,EB1889,9
25876,EB1888,4
25824,BY333,22
25810,BKP3941,3
25687,SGK1026,4
25622,BKP3936,3
25621,BKP3935,7
25620,BKP3934,14
25619,BKP3933,10
25603,BKO3858,23
25589,EB1880,6
25587,EB1878,6
25586,EB1877,2
25572,EB1863,6
25563,EB1854,7
25557,EB1848,2
25556,EB1847,10
25497,EY224,17
25493,EY220,3
25466,ERK491,0
25465,ERK490,0
25464,ERK489,10
25462,ERK487,1
25460,ERK485,2
25459,ERK484,0
25458,ERK483,2
25455,ERK480,26
25451,EB1785,1
25441,EB1775,7
25379,BKP3892,0
25302,BS1706,9
25301,BS1705,18
25300,BS1704,9
25295,BS1759,3
25277,BS1740,10
25276,BS1739,2
25246,BS1693,11
25240,BS1687,6
25156,BS1663,17
25153,BS1660,8
25146,BS1653,11
25137,BS1644,5
25081,BKP3820,5
25032,BKP3784,1
24864,BKP3709,3
24593,BKO3628,4
24378,EB1718,5
24301,GG514,132
24164,BRS254,20
24159,BRS249,25
24104,EB1692,6
24094,EY206,3
24089,EY201,7
24017,BKP3686,1
23790,ES1090,7
23789,ES1089,9
22914,BKP3318,0
22913,BKP3317,0
22703,HH627,15
22428,BKP3092,0
22309,EY175,10
21855,BKO3234,19
21822,BB1707,6
21732,ES1072,0
21576,EB1399,3
21574,EB1397,20
21551,EB1373,12
21328,EB1337,2
21298,TSH745,1
21247,EKP134,2
21134,ERK378,1
21128,ERK372,7
21119,ERK363,3
21118,ERK362,6
21113,ERK357,11
21112,ERK356,12
21111,ERK355,25
21110,ERK354,2
21109,ERK353,16
21108,ERK352,4
21101,ERK349,5
21100,ERK348,2
21088,ERK336,9
21081,BKP3006,0
21056,BKP2983,2
21054,BKP2981,0
20893,SN337,13
20886,SN330,1
20181,BKP2858,5
20066,BS1370,4
19913,BKP2781,1
19739,ES986,1
19737,ES984,2
19088,ES947,1
18809,BKP2721,4
18768,BKP2680,6
18761,BKP2674,4
18427,BB1455,9
18222,EY149,8
18220,EY147,2
18217,EY144,7
18213,EY140,10
18212,EY139,4
17979,EY102,8
17873,ERK224,21
17859,EY131,5
17842,EY114,14
17832,EY104,4
17575,BLDV204,6
16226,SN270,1
15908,BKP2534,5
15571,BKP2339,0
15552,BKP2320,0
15246,BKP2215,1
14956,BKP2170,6
14955,BKP2169,8
14954,BKP2168,7
14952,BKP2166,1
14951,BKP2165,3
14950,BKP2164,2
13821,BKP1969,10
13819,BKP1967,5
13301,TSH517,2
13229,BKO2320,0
13179,BKO2270,0
13156,BKO2247,25
10754,KUTU,66
10753,"Clariss Kutu",842
10712,BKP1429,4
10701,BKP1418,0
9962,SN234,29
9046,BKO1599,16
7392,BLZ107,11
7194,EB747,4
7193,EB746,2
5953,EB904,3
3832,BKP573,0
1595,BKO375,0
699,BB175,0
29708,BYK1091-KS,29
29707,BYK1090-KS,29
29683,BYK1065-KS,95
29680,BYK1062-KS,21
29655,BK2529,9
29625,BK2499,19
29615,BK2489,1
29612,BK2486,17
29600,EB2574-KS,9
29597,EB2571-KS,10
29563,EB2537-KS,11
29544,EB2518-KS,9
29543,EB2517-KS,9
29535,EK1153,6
29530,EK1148,8
29521,EK1139,4
29519,EK1137,2
29515,EK1133,12
29328,BK2473,4
29312,BK2457,16
29297,ERK762-KS,28
29287,ERK752-KS,53
29286,ERK751-KS,41
29285,ERK750-KS,57
29270,ERK735-KS,29
29264,ERK729-KS,34
29256,BKP4334-KS,6
29229,BKP4307-KS,7
29108,HH998-KS,6
29045,BYK1019-KS,11
29044,BYK1018-KS,10
29043,BYK1017-KS,13
29042,BYK1016-KS,16
29037,BYK1011-KS,9
29036,BYK1010-KS,11
29014,BYK988-KS,22
29012,BYK986-KS,28
28966,BYK940-KS,11
28941,EB2481-KS,3
28928,EB2468-KS,11
28924,EB2464-KS,9
28883,BK2446,6
28870,BK2433,3
28859,BK2422,18
28858,BK2421,5
28841,BB2431-KS,13
28822,HH954-KS,13
28813,HH945-KS,11
28754,BKO4175-KS,5
28752,BKO4173-KS,10
28669,EB2450,3
28584,EB2365-KS,18
28583,EB2364-KS,13
28580,EB2361-KS,7
28578,EB2359-KS,23
28577,EB2358-KS,17
28574,EB2355-KS,10
28572,EB2353-KS,16
28565,EB2346-KS,19
28564,EB2345-KS,16
28548,BB2391-KS,5
28542,BB2385-KS,13
28540,BB2383-KS,11
28525,BS2012-KS,4
28516,ES1497-KS,4
28507,EB2333,3
28501,ES1490-KS,6
28473,ES1482-KS,5
28433,ES1454-KS,4
28379,EB2276,7
28325,EB2262-KS,24
28312,EB2248-KS,6
28306,EB2243-KS,10
28299,EB2236-KS,3
28284,BK2401,2
28227,BS1991-KS,16
28209,BK2391,16
28184,BK2372,13
28180,BS1989-KS,1
28170,BS1979-KS,12
28163,BY845-KS,12
28162,BY844-KS,11
28160,BY842-KS,22
28159,BY841-KS,67
28157,BY839-KS,20
28152,BKP4251-KS,8
28108,ES1403-KS,9
28105,ES1400-KS,10
28100,ES1394-KS,6
28096,ES1391-KS,6
28095,ES1390-KS,8
28030,BS1931-KS,2
28027,BS1928-KS,10
27992,HH917-KS,11
27945,EK1068,1
27922,BK2355,3
27918,BY829-KS,13
27915,BY826-KS,29
27909,BY820-KS,5
27908,BY819-KS,22
27907,BY818-KS,22
27891,ES1384-KS,1
27885,BK2346,12
27832,BK2340,8
27801,ES1362-KS,8
27790,ES1351-KS,6
27788,ES1349-KS,8
27786,ES1347-KS,6
27779,ES1340-KS,6
27778,ES1339-KS,10
27773,ES1334-KS,12
27765,ES1326-KS,3
27729,ES1315-KS,3
27721,ES1307-KS,1
27720,ES1306-KS,6
27716,ES1302-KS,6
27712,ES1298-KS,6
27711,ES1297-KS,8
27709,ES1295-KS,11
27707,ES1293-KS,2
27687,BS1923-KS,6
27664,BS1901-KS,5
27620,ERK657-KS,2
27610,ERK647-KS,17
27609,ERK646-KS,7
27581,ERK618-KS,15
27571,ERK608-KS,11
27565,ERK602-KS,1
27544,ERK581-KS,7
27539,ERK576-KS,9
27532,ERK569-KS,2
27531,ERK568-KS,8
27527,ERK564-KS,18
27525,ERK562-KS,27
27520,ERK557-KS,11
27314,EB2188-KS,3
27272,EB2146-KS,3
27229,BB1960-KS,16
27218,BB1949-KS,12
27216,BB1947-KS,20
27208,BB1939-KS,3
27175,HH847-KS,14
27174,HH846-KS,6
27170,BS1866-KS,2
27114,HH826-KS,15
27102,HH814-KS,15
27097,HH809-KS,13
27067,BKP4010-KS,9
27021,EY226-KS,7
26955,BS1849-KS,9
26863,ES1171-KS,6
26861,ES1169-KS,2
26839,BK2296,14
26812,BKP3983-KS,8
26802,BKO3924-KS,12
26773,SN438-KS,11
26769,SN434-KS,17
26758,SN423-KS,11
26757,SN422-KS,10
26756,SN421-KS,2
26754,SN419-KS,2
26750,SN415-KS,9
26748,SN413-KS,15
26747,SN412-KS,3
26684,SGK1140-KS,2
26662,BK2256,4
26598,EB2091-KS,5
26572,EB2065-KS,6
26544,EB2037-KS,3
